index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_wx,torso_wy,torso_wz
0,0.000,1786880022242.466,14810060.401,0.000000000,0.208582610,-0.530311942,0.151734769
1,19.994,1786880022262.460,14810080.395,0.000000000,0.426702321,-1.669742942,0.482119262
2,39.995,1786880022282.461,14810100.396,0.000000000,0.248993561,-1.884230733,1.094651222
3,59.993,1786880022302.459,14810120.394,0.000000000,-0.122809634,-2.597317696,1.642622471
4,79.996,1786880022322.462,14810140.397,0.000000000,0.187717587,-3.241733074,1.559354067
5,99.993,1786880022342.459,14810160.394,0.000000000,1.189497590,-2.951059103,0.832539141
6,119.994,1786880022362.460,14810180.395,0.000000000,2.142245770,-2.049881697,-0.102548428
7,139.995,1786880022382.461,14810200.396,0.000000000,2.159206629,-0.817665875,-1.084832549
8,159.994,1786880022402.460,14810220.395,0.000000000,1.430166602,0.118848830,-1.598018765
9,179.995,1786880022422.460,14810240.395,0.000000000,0.020671526,1.303880811,-1.595239162
10,199.993,1786880022442.459,14810260.394,0.000000000,-1.106907606,2.062038898,-1.531996846
11,219.995,1786880022462.461,14810280.396,0.000000000,-1.236898184,1.467740655,-1.283850193
12,239.994,1786880022482.460,14810300.395,0.000000000,-0.731921673,1.034874797,0.094887555
13,259.994,1786880022502.460,14810320.395,0.000000000,-0.168156505,0.941290855,1.528450489
14,279.994,1786880022522.459,14810340.394,0.000000000,0.663768768,-0.119415611,1.869131684
15,299.996,1786880022542.462,14810360.397,0.000000000,1.316294670,-0.449472427,1.308822632
16,319.996,1786880022562.462,14810380.397,0.000000000,1.766359568,-0.588571131,0.229320318
17,339.995,1786880022582.461,14810400.396,0.000000000,2.002922297,-0.679080844,-0.623824954
18,359.994,1786880022602.460,14810420.395,0.000000000,1.641129613,-0.819128275,-0.561395884
19,379.994,1786880022622.460,14810440.395,0.000000000,0.685651302,-0.793114185,0.153638661
20,399.997,1786880022642.463,14810460.398,0.000000000,-0.230644971,-0.432466328,0.914600015
21,419.994,1786880022662.460,14810480.395,0.000000000,-0.672855973,-0.176517323,0.798337400
22,439.994,1786880022682.459,14810500.394,0.000000000,-0.390245676,-0.103082880,-0.371971667
23,459.993,1786880022702.459,14810520.394,0.000000000,0.401219994,-0.133965984,-1.538761258
24,479.997,1786880022722.462,14810540.397,0.000000000,0.612925410,-0.140247598,-2.138201714
25,499.995,1786880022742.461,14810560.396,0.000000000,0.569031298,-0.326451838,-2.367048264
26,519.995,1786880022762.461,14810580.396,0.000000000,0.477427095,-0.139466375,-1.634825826
27,539.994,1786880022782.460,14810600.395,0.000000000,0.204499155,0.063118421,-0.495119691
28,559.997,1786880022802.463,14810620.398,0.000000000,0.054552112,0.311981887,0.488355786
29,579.996,1786880022822.462,14810640.397,0.000000000,-0.092448801,0.233941734,0.972228050
30,599.995,1786880022842.461,14810660.396,0.000000000,-0.292388052,0.276608199,1.109226823
31,619.996,1786880022862.461,14810680.396,0.000000000,-0.536621392,0.068513915,1.184313893
32,639.994,1786880022882.460,14810700.395,0.000000000,-0.671771169,-0.053445552,1.246449947
33,659.998,1786880022902.463,14810720.398,0.000000000,-0.675738513,0.045608379,1.345357776
34,679.994,1786880022922.459,14810740.394,0.000000000,-0.679195225,0.328281462,1.399924994
35,699.994,1786880022942.459,14810760.394,0.000000000,-0.628505349,0.399047494,1.095095038
36,719.993,1786880022962.459,14810780.394,0.000000000,-0.405207694,0.463133723,0.140685633
37,739.994,1786880022982.460,14810800.395,0.000000000,0.005627055,0.562432706,-0.681749701
38,759.996,1786880023002.461,14810820.396,0.000000000,0.407835305,0.271959394,-1.286636353
39,779.997,1786880023022.463,14810840.398,0.000000000,0.491136849,-0.221169129,-1.392355680
40,799.995,1786880023042.461,14810860.396,0.000000000,0.343364745,-0.454381406,-0.869661629
41,819.996,1786880023062.461,14810880.396,0.000000000,-0.014061700,-0.609988153,0.016321512
42,839.994,1786880023082.460,14810900.395,0.000000000,-0.277800679,-0.452043682,0.581200004
43,859.998,1786880023102.464,14810920.399,0.000000000,-0.309181988,-0.119531304,0.756641626
44,879.997,1786880023122.462,14810940.397,0.000000000,-0.210780367,0.237582028,0.624921978
45,899.995,1786880023142.461,14810960.396,0.000000000,-0.209958941,0.246887282,0.468432009
46,919.993,1786880023162.458,14810980.394,0.000000000,-0.276132494,0.197384268,0.407661259
47,939.994,1786880023182.460,14811000.395,0.000000000,-0.343110204,0.144150198,0.391905546
48,959.995,1786880023202.460,14811020.395,0.000000000,-0.384928197,0.207527980,0.349792302
49,979.995,1786880023222.461,14811040.396,0.000000000,-0.383799732,0.161884487,0.245817378
50,999.996,1786880023242.461,14811060.396,0.000000000,-0.335979104,0.060924459,0.137426049
51,1019.995,1786880023262.461,14811080.395,0.000000000,-0.258281410,0.047315408,0.015608834
52,1039.997,1786880023282.462,14811100.397,0.000000000,-0.175073221,0.049087193,-0.061685964
53,1059.996,1786880023302.462,14811120.397,0.000000000,-0.083956897,0.087164193,-0.107537329
54,1079.995,1786880023322.461,14811140.396,0.000000000,-0.007386498,0.130141795,-0.139957771
55,1099.997,1786880023342.462,14811160.397,0.000000000,0.056767263,0.194478422,-0.165414527
56,1119.995,1786880023362.461,14811180.396,0.000000000,0.215109587,0.437122673,-0.148634896
57,1139.994,1786880023382.460,14811200.395,0.000000000,0.169701099,0.318952382,-0.036186017
58,1159.994,1786880023402.460,14811220.395,0.000000000,0.085146844,0.255085349,0.071506709
59,1179.994,1786880023422.460,14811240.395,0.000000000,0.017864449,0.238223329,0.098479450
60,1200.004,1786880023442.470,14811260.405,0.000000000,-0.015743386,0.218759775,0.074384823
61,1219.994,1786880023462.460,14811280.395,0.000000000,-0.040999815,0.187737286,0.025910892
62,1239.994,1786880023482.460,14811300.395,0.000000000,-0.058074575,0.147796810,-0.010638705
63,1259.993,1786880023502.459,14811320.394,0.000000000,-0.057253953,0.106566191,-0.029185573
64,1279.996,1786880023522.462,14811340.397,0.000000000,-0.050126672,0.075433075,-0.021998752
65,1299.996,1786880023542.461,14811360.396,0.000000000,-0.044849686,0.038294919,-0.009032379
66,1319.995,1786880023562.461,14811380.396,0.000000000,-0.039759498,0.010705233,0.004701196
67,1339.994,1786880023582.460,14811400.395,0.000000000,-0.044243678,0.002388688,0.020099262
68,1359.997,1786880023602.463,14811420.398,0.000000000,-0.055507392,0.007411887,0.037440062
69,1379.997,1786880023622.463,14811440.398,0.000000000,-0.071272142,0.018944537,0.044897314
70,1399.997,1786880023642.463,14811460.398,0.000000000,-0.086516134,0.037835564,0.050383858
71,1419.995,1786880023662.461,14811480.396,0.000000000,-0.093260691,0.061339214,0.045603674
72,1439.995,1786880023682.461,14811500.396,0.000000000,-0.095404044,0.066024363,0.037643965
73,1459.995,1786880023702.461,14811520.396,0.000000000,-0.093807787,0.065626584,0.025404325
74,1479.995,1786880023722.460,14811540.395,0.000000000,-0.087463498,0.063117504,0.013120304
75,1499.997,1786880023742.462,14811560.397,0.000000000,-0.077978052,0.060971104,0.002660612
76,1519.996,1786880023762.461,14811580.396,0.000000000,-0.067712039,0.060804300,-0.005620891
77,1539.996,1786880023782.462,14811600.397,0.000000000,-0.057716522,0.060170855,-0.011093060
78,1559.994,1786880023802.460,14811620.395,0.000000000,-0.048658643,0.058365885,-0.014796587
79,1579.999,1786880023822.464,14811640.399,0.000000000,-0.040359501,0.054588780,-0.016519476
80,1599.998,1786880023842.464,14811660.399,0.000000000,-0.033935331,0.052383177,-0.016640484
81,1619.996,1786880023862.462,14811680.397,0.000000000,-0.028244248,0.048995696,-0.017578196
82,1639.994,1786880023882.460,14811700.395,0.000000000,-0.023371842,0.045044392,-0.019450651
83,1659.996,1786880023902.462,14811720.397,0.000000000,-0.020951299,0.042762354,-0.020598942
84,1679.994,1786880023922.459,14811740.394,0.000000000,-0.019146007,0.041066613,-0.021489253
85,1699.995,1786880023942.460,14811760.395,0.000000000,-0.018906811,0.041753422,-0.021349670
86,1719.994,1786880023962.460,14811780.395,0.000000000,-0.019981120,0.045917101,-0.025039099
87,1739.997,1786880023982.463,14811800.398,0.000000000,-0.012081310,0.054935765,-0.034561407
88,1759.998,1786880024002.463,14811820.398,0.000000000,-0.007149804,0.065275960,-0.032002263
89,1779.996,1786880024022.462,14811840.396,0.000000000,-0.010952690,0.075109668,-0.015737237
90,1799.996,1786880024042.462,14811860.397,0.000000000,-0.010829532,0.082142845,-0.000296223
91,1819.997,1786880024062.463,14811880.398,0.000000000,-0.004904570,0.082908347,0.009144461
92,1839.999,1786880024082.465,14811900.400,0.000000000,-0.001006633,0.087032564,0.014075435
93,1859.996,1786880024102.462,14811920.397,0.000000000,0.005633297,0.092208907,0.006511557
94,1879.995,1786880024122.461,14811940.396,0.000000000,0.006345616,0.103796959,0.000441582
95,1899.995,1786880024142.461,14811960.396,0.000000000,0.003667739,0.114827238,-0.000975405
96,1919.996,1786880024162.462,14811980.397,0.000000000,0.002917557,0.121076770,-0.005557150
97,1939.997,1786880024182.462,14812000.397,0.000000000,0.022126691,0.124613211,-0.022720167
98,1959.995,1786880024202.461,14812020.396,0.000000000,0.042111997,0.129096955,-0.050462559
99,1979.999,1786880024222.465,14812040.400,0.000000000,0.038322475,0.129666030,-0.078432411
100,1999.998,1786880024242.464,14812060.399,0.000000000,0.030387295,0.129987180,-0.086503170
101,2019.995,1786880024262.461,14812080.396,0.000000000,0.027057027,0.121038519,-0.086586669
102,2039.996,1786880024282.462,14812100.397,0.000000000,0.024149653,0.111529619,-0.090023607
103,2059.994,1786880024302.459,14812120.394,0.000000000,0.028482476,0.102905959,-0.101599641
104,2079.994,1786880024322.460,14812140.395,0.000000000,0.027836509,0.082789667,-0.116655231
105,2099.995,1786880024342.461,14812160.396,0.000000000,0.025410680,0.064161040,-0.116498031
106,2119.996,1786880024362.462,14812180.397,0.000000000,0.011053260,0.049377941,-0.121190384
107,2139.998,1786880024382.464,14812200.399,0.000000000,0.009169191,0.063328803,-0.114461288
108,2159.998,1786880024402.464,14812220.399,0.000000000,0.014377273,0.078245223,-0.118839324
109,2179.996,1786880024422.461,14812240.396,0.000000000,0.011332707,0.083971106,-0.138991907
110,2199.995,1786880024442.461,14812260.396,0.000000000,0.009776783,0.078919627,-0.142855167
111,2219.996,1786880024462.462,14812280.397,0.000000000,0.008035871,0.071054265,-0.145030707
112,2239.995,1786880024482.461,14812300.396,0.000000000,0.003300366,0.059216622,-0.147913814
113,2259.995,1786880024502.461,14812320.396,0.000000000,0.000796011,0.042390067,-0.159633100
114,2279.995,1786880024522.461,14812340.396,0.000000000,0.003958707,0.033614505,-0.173525766
115,2299.994,1786880024542.460,14812360.395,0.000000000,0.004910062,0.012323777,-0.169535801
116,2319.995,1786880024562.461,14812380.396,0.000000000,0.004114117,0.010444355,-0.186668292
117,2339.994,1786880024582.459,14812400.394,0.000000000,-0.006554241,0.033788040,-0.180925056
118,2359.996,1786880024602.462,14812420.397,0.000000000,-0.020389697,0.050865840,-0.155895412
119,2379.996,1786880024622.462,14812440.397,0.000000000,-0.052321605,0.077801928,-0.144700974
120,2399.998,1786880024642.464,14812460.399,0.000000000,-0.099166341,0.027404245,-0.139830530
121,2419.999,1786880024662.464,14812480.399,0.000000000,-0.215783969,-0.096408270,0.003870690
122,2439.998,1786880024682.463,14812500.398,0.000000000,-0.359334141,-0.004796102,0.431860834
123,2459.997,1786880024702.463,14812520.398,0.000000000,-0.425648093,0.091555223,0.837285399
124,2479.997,1786880024722.462,14812540.397,0.000000000,-0.426840186,0.100737937,1.006366491
125,2499.996,1786880024742.462,14812560.397,0.000000000,-0.403154254,0.034966853,0.808526456
126,2519.996,1786880024762.462,14812580.397,0.000000000,-0.659097672,0.049215470,0.220901951
127,2539.995,1786880024782.461,14812600.396,0.000000000,-0.783414006,0.085711598,-0.194121018
128,2559.997,1786880024802.462,14812620.397,0.000000000,-0.513375044,0.195911884,-0.274165303
129,2579.995,1786880024822.461,14812640.396,0.000000000,-0.177307680,0.301639676,-0.355056673
130,2599.994,1786880024842.459,14812660.394,0.000000000,0.252052218,0.278282970,-0.496359378
131,2619.994,1786880024862.460,14812680.395,0.000000000,0.664642453,0.332907975,-0.778169155
132,2639.995,1786880024882.461,14812700.396,0.000000000,1.006748557,0.310618728,-0.991258979
133,2659.998,1786880024902.464,14812720.399,0.000000000,1.273549676,0.139695019,-1.043910861
134,2679.997,1786880024922.463,14812740.398,0.000000000,1.229587317,-0.072082885,-0.762868047
135,2699.996,1786880024942.462,14812760.397,0.000000000,1.018942714,-0.231030956,-0.404233187
