index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,left_hand_q_0,left_hand_q_1,left_hand_q_2,left_hand_q_3,left_hand_q_4,left_hand_q_5,left_hand_q_6
0,0.000,1786876998804.473,11786622.408,0.000000000,-0.006695858,0.141963333,0.074196659,-0.033769269,-0.039649066,-0.034299906,-0.039547727
1,19.992,1786876998824.465,11786642.400,0.000000000,-0.006675497,0.135580033,0.077540085,-0.037688293,-0.043383252,-0.037845161,-0.043226749
2,39.990,1786876998844.463,11786662.398,0.000000000,-0.006652209,0.127710372,0.089579925,-0.050135549,-0.055644616,-0.049842853,-0.055421464
3,59.990,1786876998864.463,11786682.398,0.000000000,-0.006627451,0.119213372,0.107943371,-0.068528131,-0.074068338,-0.068292938,-0.073853746
4,79.990,1786876998884.463,11786702.398,0.000000000,-0.006610251,0.112905227,0.124825291,-0.085065544,-0.090872414,-0.085091792,-0.090696730
5,99.991,1786876998904.464,11786722.399,0.000000000,-0.006588780,0.104982778,0.150448710,-0.109606341,-0.116205133,-0.109912261,-0.116071410
6,119.992,1786876998924.465,11786742.400,0.000000000,-0.006567639,0.097412705,0.178669572,-0.136370569,-0.144054100,-0.136809185,-0.143940538
7,139.991,1786876998944.464,11786762.399,0.000000000,-0.006547504,0.089721397,0.208663434,-0.165032238,-0.173782617,-0.165320143,-0.173646674
8,159.995,1786876998964.468,11786782.403,0.000000000,-0.006527800,0.081722304,0.239850298,-0.195410863,-0.204940736,-0.195186257,-0.204726920
9,179.995,1786876998984.467,11786802.402,0.000000000,-0.006508484,0.074424371,0.271972448,-0.226910591,-0.237116173,-0.226006508,-0.236801431
10,199.995,1786876999004.468,11786822.403,0.000000000,-0.006488641,0.069033138,0.304917544,-0.258943707,-0.269965857,-0.257395953,-0.269562423
11,219.996,1786876999024.469,11786842.403,0.000000000,-0.006463576,0.066994369,0.338693917,-0.291317821,-0.303251088,-0.289199114,-0.302772433
12,239.992,1786876999044.465,11786862.400,0.000000000,-0.006432173,0.066779122,0.373181194,-0.324358702,-0.336879671,-0.321853817,-0.336339086
13,259.993,1786876999064.466,11786882.401,0.000000000,-0.006401209,0.066713706,0.408093631,-0.358286530,-0.370808870,-0.355672002,-0.370232016
14,279.992,1786876999084.465,11786902.400,0.000000000,-0.006374408,0.066622123,0.443220347,-0.392594576,-0.404923230,-0.390097022,-0.404344767
15,299.992,1786876999104.465,11786922.400,0.000000000,-0.006351481,0.066500381,0.478466541,-0.426610619,-0.439109474,-0.424193829,-0.438537776
16,319.992,1786876999124.465,11786942.400,0.000000000,-0.006335186,0.066391356,0.504942656,-0.451705784,-0.464764148,-0.449302912,-0.464198351
17,339.993,1786876999144.466,11786962.401,0.000000000,-0.006313701,0.066228226,0.540258408,-0.484663516,-0.498996109,-0.482344151,-0.498450190
18,359.993,1786876999164.466,11786982.401,0.000000000,-0.006292897,0.066050999,0.575544953,-0.517492056,-0.533301651,-0.515364707,-0.532788515
19,379.992,1786876999184.465,11787002.400,0.000000000,-0.006273700,0.065866806,0.610751271,-0.550715446,-0.567720175,-0.549016654,-0.567273676
20,399.994,1786876999204.467,11787022.402,0.000000000,-0.006255693,0.065692827,0.645917356,-0.584189117,-0.602203846,-0.583079457,-0.601852894
21,419.993,1786876999224.465,11787042.400,0.000000000,-0.006236866,0.065521687,0.681081712,-0.617680192,-0.636719882,-0.617119849,-0.636464000
22,439.990,1786876999244.462,11787062.398,0.000000000,-0.006217397,0.065347470,0.716268122,-0.650925219,-0.671256125,-0.650844812,-0.671086550
23,459.993,1786876999264.466,11787082.401,0.000000000,-0.006198341,0.065172873,0.751479924,-0.683981001,-0.705809414,-0.684152067,-0.705704212
24,479.991,1786876999284.463,11787102.398,0.000000000,-0.006178645,0.064986922,0.786657035,-0.717251539,-0.740403354,-0.717503905,-0.740357816
25,499.991,1786876999304.464,11787122.399,0.000000000,-0.006153280,0.064789802,0.821721017,-0.751238108,-0.775074661,-0.751496375,-0.775064468
26,519.990,1786876999324.463,11787142.398,0.000000000,-0.006124930,0.064564615,0.856644809,-0.786071718,-0.809829831,-0.786350548,-0.809821308
27,539.989,1786876999344.462,11787162.397,0.000000000,-0.006097024,0.064352110,0.891437948,-0.821622014,-0.844630182,-0.821934700,-0.844600439
28,559.989,1786876999364.462,11787182.397,0.000000000,-0.006076944,0.064210795,0.917469084,-0.848514438,-0.870710909,-0.848901093,-0.870667100
29,579.990,1786876999384.462,11787202.397,0.000000000,-0.006050536,0.064039655,0.952153325,-0.884247601,-0.905409336,-0.884740651,-0.905355334
30,599.992,1786876999404.465,11787222.400,0.000000000,-0.006023112,0.063873276,0.986822307,-0.919778705,-0.940029323,-0.920318484,-0.939962447
31,619.993,1786876999424.465,11787242.400,0.000000000,-0.005995771,0.063705273,1.021476984,-0.955087602,-0.974592090,-0.955701828,-0.974508822
32,639.994,1786876999444.467,11787262.402,0.000000000,-0.005970146,0.063537508,1.056127071,-0.990152240,-1.009107947,-0.990870297,-1.009011865
33,659.993,1786876999464.466,11787282.401,0.000000000,-0.005946111,0.063368611,1.090776801,-1.025003910,-1.043589354,-1.025834799,-1.043490529
34,679.991,1786876999484.464,11787302.399,0.000000000,-0.005922212,0.063197330,1.125435591,-1.059679747,-1.078057051,-1.060601592,-1.077963710
35,699.994,1786876999504.467,11787322.402,0.000000000,-0.005898179,0.063019045,1.160105109,-1.094306231,-1.112543106,-1.095270991,-1.112459779
36,719.992,1786876999524.465,11787342.400,0.000000000,-0.005874651,0.062836505,1.194793582,-1.128928661,-1.147067428,-1.129906178,-1.146996975
37,739.991,1786876999544.464,11787362.399,0.000000000,-0.005851261,0.062650122,1.229517579,-1.163582206,-1.181651592,-1.164545417,-1.181596756
