index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_ax,base_ay,base_az
0,0.000,1786752250462.076,29208384.476,0.000000000,1.281951904,0.001694957,-9.528464317
1,19.986,1786752250482.062,29208404.462,0.000000000,-6.581416130,-2.577765942,1.431797266
2,40.009,1786752250502.085,29208424.485,0.000000000,-5.570498466,-0.096883386,3.925628185
3,60.008,1786752250522.084,29208444.484,0.000000000,-1.310463071,0.490574121,-2.876280069
4,80.008,1786752250542.084,29208464.484,0.000000000,12.055732727,-0.651114941,0.537556469
5,99.986,1786752250562.062,29208484.463,0.000000000,-1.539496422,0.502327383,3.959059477
6,120.007,1786752250582.083,29208504.483,0.000000000,-2.294068575,-8.305601120,-8.116887093
7,140.020,1786752250602.096,29208524.496,0.000000000,0.000000000,0.000000000,0.000000000
8,160.007,1786752250622.083,29208544.483,0.000000000,-24.923080444,-2.694892406,-6.623993397
9,180.014,1786752250642.091,29208564.491,0.000000000,17.001754761,-4.253359795,-11.695497513
10,200.064,1786752250662.140,29208584.540,0.000000000,24.960790634,-3.540359497,-9.382257462
11,219.987,1786752250682.063,29208604.463,0.000000000,19.752172470,3.461509943,-9.722393036
12,240.006,1786752250702.082,29208624.482,0.000000000,11.218669891,3.905042171,-9.189279556
13,260.003,1786752250722.079,29208644.479,0.000000000,-1.673689604,16.421934128,16.025518417
14,280.010,1786752250742.087,29208664.487,0.000000000,-6.563894272,9.972185135,18.603946686
15,299.988,1786752250762.064,29208684.465,0.000000000,-8.059369087,5.468694687,9.695220947
16,320.009,1786752250782.085,29208704.486,0.000000000,-8.510964394,1.765504479,2.650323391
17,340.019,1786752250802.095,29208724.496,0.000000000,-5.862251759,-1.702237725,-1.605990171
18,360.020,1786752250822.097,29208744.497,0.000000000,-4.213774681,1.643515944,-2.168101788
19,380.022,1786752250842.098,29208764.498,0.000000000,0.612587214,2.799956560,-1.255568147
20,400.044,1786752250862.120,29208784.520,0.000000000,1.395999193,3.409819841,-1.582969189
21,420.011,1786752250882.087,29208804.487,0.000000000,-0.190085292,0.999336779,-6.471649170
22,439.985,1786752250902.062,29208824.462,0.000000000,0.636175334,-2.194088459,-6.751575947
23,459.984,1786752250922.060,29208844.460,0.000000000,0.557281673,-3.028899431,-7.497591972
24,479.984,1786752250942.060,29208864.460,0.000000000,-0.129372388,2.969617605,-8.428424835
25,499.983,1786752250962.059,29208884.459,0.000000000,-2.969149351,6.601549149,-1.015754342
26,519.983,1786752250982.059,29208904.459,0.000000000,-1.651713371,8.268448830,7.796848774
27,539.985,1786752251002.062,29208924.462,0.000000000,-0.841573834,9.735510826,10.222831726
