index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,left_hand_dq_0,left_hand_dq_1,left_hand_dq_2,left_hand_dq_3,left_hand_dq_4,left_hand_dq_5,left_hand_dq_6
0,0.000,1786752250462.076,29208384.476,0.000000000,0.005976042,-0.019658014,-0.006660312,0.005754350,0.006213649,0.005779613,0.006217466
1,19.986,1786752250482.062,29208404.462,0.000000000,0.005918426,-0.055667199,0.363152266,-0.381677091,-0.368746758,-0.362114161,-0.365827560
2,40.009,1786752250502.085,29208424.485,0.000000000,0.005938441,-0.071289271,0.655301452,-0.690955222,-0.664938152,-0.686434329,-0.664256394
3,60.008,1786752250522.084,29208444.484,0.000000000,0.005990404,-0.076937936,0.951366186,-1.004374743,-0.964409530,-1.007503390,-0.964847922
4,80.008,1786752250542.084,29208464.484,0.000000000,0.006449651,0.132310465,1.237862945,-1.236557364,-1.181000710,-4.353885651,-2.856288195
5,99.986,1786752250562.062,29208484.463,0.000000000,0.005759189,0.009811125,1.399225593,-1.427444100,-1.341445088,-4.979712963,-3.531605005
6,120.007,1786752250582.083,29208504.483,0.000000000,0.005425828,-0.013222883,1.498545885,-1.551013112,-1.455656171,-4.951940536,-3.751499414
7,140.020,1786752250602.096,29208524.496,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
8,160.007,1786752250622.083,29208544.483,0.000000000,0.000348099,-0.000881622,0.570106030,-0.848359525,-0.617263198,-0.897326827,-0.648738503
9,180.014,1786752250642.091,29208564.491,0.000000000,0.000501120,0.002479577,0.897472978,-1.172216535,-0.937389255,-1.155922294,-0.952544391
10,200.064,1786752250662.140,29208584.540,0.000000000,0.000204717,0.003352915,1.140162230,-1.285084128,-1.150419235,-1.214569330,-1.152661204
11,219.987,1786752250682.063,29208604.463,0.000000000,-0.000224198,0.000841950,1.309674978,-1.324788809,-1.299532652,-1.288433671,-1.303367853
12,240.006,1786752250702.082,29208624.482,0.000000000,-0.000511072,-0.000794975,1.427425981,-1.361084104,-1.409959316,-1.387023091,-1.420592070
13,260.003,1786752250722.079,29208644.479,0.000000000,-0.000673445,0.000616454,1.515424728,-1.397936583,-1.491340518,-1.456286073,-1.505168080
14,280.010,1786752250742.087,29208664.487,0.000000000,-0.000488674,0.001634920,1.568205357,-1.443533301,-1.540412784,-1.494177461,-1.552110195
15,299.988,1786752250762.064,29208684.465,0.000000000,-0.000332426,0.002760871,1.624911904,-1.507914543,-1.591921449,-1.533749700,-1.598904848
16,320.009,1786752250782.085,29208704.486,0.000000000,-0.000235213,0.002298694,1.665345311,-1.580814004,-1.633004904,-1.580481291,-1.635275364
17,340.019,1786752250802.095,29208724.496,0.000000000,-0.000154410,0.000488288,1.688388824,-1.682265162,-1.671043158,-1.667669296,-1.670393944
18,360.020,1786752250822.097,29208744.497,0.000000000,-0.000134143,-0.000036992,1.701761484,-1.773444533,-1.701871753,-1.765013576,-1.701409698
19,380.022,1786752250842.098,29208764.498,0.000000000,-0.000149382,0.000375373,1.712260604,-1.829857707,-1.722582579,-1.827942491,-1.722559929
20,400.044,1786752250862.120,29208784.520,0.000000000,-0.000189052,0.001015732,1.722060919,-1.850809574,-1.734263420,-1.847901583,-1.733676076
21,420.011,1786752250882.087,29208804.487,0.000000000,-0.000139025,0.000642189,1.729604483,-1.849277973,-1.740637183,-1.839467764,-1.738315940
22,439.985,1786752250902.062,29208824.462,0.000000000,-0.000061263,-0.000320239,1.732810020,-1.844837070,-1.745704412,-1.830746293,-1.741942286
23,459.984,1786752250922.060,29208844.460,0.000000000,-0.000011148,-0.001225043,1.732485175,-1.850103378,-1.751006126,-1.833426595,-1.746566057
24,479.984,1786752250942.060,29208864.460,0.000000000,-0.000002840,-0.001147187,1.732327461,-1.849449277,-1.753931403,-1.831419349,-1.749625206
25,499.983,1786752250962.059,29208884.459,0.000000000,-0.000067314,0.000968391,1.736521959,-1.831486344,-1.751202822,-1.818486214,-1.748702407
26,519.983,1786752250982.059,29208904.459,0.000000000,-0.000105896,0.002736683,1.741665721,-1.815498948,-1.746681690,-1.806276917,-1.745751143
27,539.985,1786752251002.062,29208924.462,0.000000000,-0.000063910,0.003278878,1.746315598,-1.805201054,-1.741565228,-1.807528973,-1.742753506
28,559.983,1786752251022.059,29208944.459,0.000000000,-0.000025871,0.002712520,1.747343779,-1.806568861,-1.738584280,-1.824315429,-1.741698146
29,579.984,1786752251042.060,29208964.460,0.000000000,-0.000040231,0.001902068,1.746367335,-1.810433030,-1.737510085,-1.833110809,-1.741337299
30,599.982,1786752251062.059,29208984.459,0.000000000,-0.000014119,0.001199545,1.745066285,-1.809303761,-1.737298846,-1.830977678,-1.740957975
31,619.985,1786752251082.061,29209004.461,0.000000000,0.000078772,-0.000521183,1.741834760,-1.820141912,-1.741297364,-1.831103802,-1.742834091
32,639.982,1786752251102.058,29209024.458,0.000000000,0.000125887,-0.001224870,1.739158511,-1.829995513,-1.746875882,-1.827510595,-1.745853066
33,659.984,1786752251122.060,29209044.460,0.000000000,0.000112122,0.001710507,1.744021654,-1.789869547,-1.743442535,-1.784832478,-1.742006302
