index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786876812233.054,11600050.989,0.000000000,0.954315364,-0.171225086,0.240644872,-0.045322936
1,19.989,1786876812253.043,11600070.978,0.000000000,0.958119929,-0.163845867,0.231290877,-0.040808249
2,39.988,1786876812273.042,11600090.977,0.000000000,0.963459551,-0.153922096,0.217168018,-0.029861208
3,59.989,1786876812293.043,11600110.978,0.000000000,0.969360650,-0.145020306,0.197963819,-0.010925581
4,79.986,1786876812313.040,11600130.975,0.000000000,0.976136327,-0.133813143,0.170766100,0.009532366
5,99.987,1786876812333.041,11600150.976,0.000000000,0.983553886,-0.112765305,0.139555901,0.020733645
6,119.986,1786876812353.041,11600170.976,0.000000000,0.990050912,-0.083765425,0.111623593,0.017963102
7,139.988,1786876812373.042,11600190.977,0.000000000,0.994159460,-0.056079179,0.092206210,0.000328047
8,159.987,1786876812393.041,11600210.976,0.000000000,0.995571077,-0.037017431,0.083215527,-0.023304826
9,179.986,1786876812413.041,11600230.976,0.000000000,0.994158030,-0.034963425,0.094097085,-0.039662030
10,199.989,1786876812433.043,11600250.978,0.000000000,0.991471827,-0.044176869,0.114623256,-0.043514851
11,219.987,1786876812453.042,11600270.976,0.000000000,0.987684906,-0.057844851,0.141503453,-0.033306375
12,239.986,1786876812473.041,11600290.975,0.000000000,0.984433174,-0.069868751,0.161095858,-0.007605878
13,259.988,1786876812493.043,11600310.978,0.000000000,0.979791045,-0.083529457,0.180641025,0.020030072
14,279.987,1786876812513.041,11600330.976,0.000000000,0.974426448,-0.089897498,0.201858014,0.040802542
15,299.987,1786876812533.041,11600350.976,0.000000000,0.970142126,-0.087537564,0.218681589,0.057791092
16,319.987,1786876812553.041,11600370.976,0.000000000,0.967497349,-0.080539331,0.230388850,0.066206649
17,339.986,1786876812573.041,11600390.975,0.000000000,0.966304183,-0.072835602,0.238835782,0.062519670
18,360.000,1786876812593.054,11600410.989,0.000000000,0.965412140,-0.066043116,0.247791544,0.047085162
19,379.988,1786876812613.042,11600430.977,0.000000000,0.966038525,-0.059318669,0.250550002,0.021807075
20,399.990,1786876812633.044,11600450.979,0.000000000,0.968772054,-0.051816624,0.242325574,-0.008609114
21,419.990,1786876812653.044,11600470.979,0.000000000,0.972436786,-0.044445436,0.226771757,-0.031077906
22,439.989,1786876812673.043,11600490.978,0.000000000,0.975723624,-0.039162334,0.212039873,-0.038324784
23,459.992,1786876812693.046,11600510.981,0.000000000,0.977417886,-0.038769249,0.204337642,-0.037381176
24,479.987,1786876812713.041,11600530.976,0.000000000,0.978807330,-0.041608971,0.198144272,-0.030721040
25,499.991,1786876812733.045,11600550.980,0.000000000,0.979529858,-0.047475833,0.194350407,-0.022252707
26,519.987,1786876812753.042,11600570.977,0.000000000,0.979779959,-0.056759886,0.191197470,-0.015909791
27,539.988,1786876812773.042,11600590.977,0.000000000,0.979140401,-0.070688672,0.189972863,-0.014051331
28,559.988,1786876812793.042,11600610.977,0.000000000,0.977677524,-0.083155759,0.192282826,-0.016095111
29,579.987,1786876812813.041,11600630.976,0.000000000,0.975607157,-0.089388683,0.199402601,-0.020952187
30,599.993,1786876812833.047,11600650.982,0.000000000,0.973874331,-0.089154512,0.206735432,-0.029676739
31,619.992,1786876812853.046,11600670.981,0.000000000,0.972689748,-0.084002987,0.211812317,-0.044200122
