index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_ax,base_ay,base_az
0,0.000,1786876812233.054,11600050.989,0.000000000,4.606912136,3.116698980,-10.710777283
1,19.989,1786876812253.043,11600070.978,0.000000000,-2.196855783,2.282638550,-7.128849030
2,39.988,1786876812273.042,11600090.977,0.000000000,5.027325153,-2.033741951,-10.544616699
3,59.989,1786876812293.043,11600110.978,0.000000000,7.116357803,1.742698550,-12.547091484
4,79.986,1786876812313.040,11600130.975,0.000000000,1.000009537,9.508507729,-13.422326088
5,99.987,1786876812333.041,11600150.976,0.000000000,-1.902575016,9.458564758,-10.710192680
6,119.986,1786876812353.041,11600170.976,0.000000000,-3.826962233,1.050968409,-8.363142014
7,139.988,1786876812373.042,11600190.977,0.000000000,-5.227625370,-7.585403919,-7.863022327
8,159.987,1786876812393.041,11600210.976,0.000000000,-15.401350975,-19.035884857,-4.049837112
9,179.986,1786876812413.041,11600230.976,0.000000000,-16.178003311,-12.623738289,-7.098660469
10,199.989,1786876812433.043,11600250.978,0.000000000,2.255696058,1.430937290,7.248321056
11,219.987,1786876812453.042,11600270.976,0.000000000,14.788770676,6.724971294,11.961659431
12,239.986,1786876812473.041,11600290.975,0.000000000,0.990162730,-4.885376453,29.202173233
13,259.988,1786876812493.043,11600310.978,0.000000000,2.498509645,6.154879570,23.771211624
14,279.987,1786876812513.041,11600330.976,0.000000000,7.639633179,6.161750793,16.368913651
15,299.987,1786876812533.041,11600350.976,0.000000000,4.451754570,2.437336683,10.015448570
16,319.987,1786876812553.041,11600370.976,0.000000000,2.394615412,-1.198580265,5.424561501
17,339.986,1786876812573.041,11600390.975,0.000000000,-1.442868233,-1.080273509,4.686926842
18,360.000,1786876812593.054,11600410.989,0.000000000,-0.422910422,0.993577242,0.158312142
19,379.988,1786876812613.042,11600430.977,0.000000000,2.416014194,0.676832259,-5.662919521
20,399.990,1786876812633.044,11600450.979,0.000000000,7.686044693,-1.979128242,-2.405597448
21,419.990,1786876812653.044,11600470.979,0.000000000,3.756701469,-0.490112156,1.366129041
22,439.989,1786876812673.043,11600490.978,0.000000000,-0.135038599,-1.181979656,2.302601576
23,459.992,1786876812693.046,11600510.981,0.000000000,-0.946109951,0.680546284,1.126265168
24,479.987,1786876812713.041,11600530.976,0.000000000,0.206002727,1.582701683,-0.903246939
25,499.991,1786876812733.045,11600550.980,0.000000000,2.188289881,1.800056934,-3.357818604
26,519.987,1786876812753.042,11600570.977,0.000000000,-0.734526575,-7.305904388,6.376204014
27,539.988,1786876812773.042,11600590.977,0.000000000,-4.092931747,-1.737114787,6.112122536
28,559.988,1786876812793.042,11600610.977,0.000000000,-5.557066917,2.853728294,0.441742629
29,579.987,1786876812813.041,11600630.976,0.000000000,-3.750522375,3.097821712,0.871489942
30,599.993,1786876812833.047,11600650.982,0.000000000,-2.632595301,2.198420048,1.545331120
31,619.992,1786876812853.046,11600670.981,0.000000000,-0.876576304,1.584309220,-0.759895265
32,639.990,1786876812873.044,11600690.979,0.000000000,2.837148190,-0.128804609,-5.608685970
33,659.988,1786876812893.042,11600710.977,0.000000000,5.026790142,-2.296846867,-9.162819862
34,679.989,1786876812913.043,11600730.978,0.000000000,5.370928764,0.060177982,0.515339255
35,699.988,1786876812933.042,11600750.977,0.000000000,-1.849884748,-0.964487553,0.309179366
36,719.988,1786876812953.042,11600770.977,0.000000000,-2.594711781,-0.342391640,-1.440761089
37,739.995,1786876812973.049,11600790.984,0.000000000,-0.298898637,0.313038707,-3.636810541
38,759.989,1786876812993.043,11600810.978,0.000000000,1.309858441,0.643422842,-6.403272629
39,779.988,1786876813013.042,11600830.977,0.000000000,1.172057629,-1.927537084,-1.985292912
40,799.989,1786876813033.043,11600850.978,0.000000000,-4.210391045,-1.176743984,5.666529179
41,819.991,1786876813053.045,11600870.980,0.000000000,-8.973499298,0.897698462,2.958348989
42,839.990,1786876813073.044,11600890.979,0.000000000,-5.498391151,0.650309205,2.190685034
43,859.990,1786876813093.044,11600910.979,0.000000000,-2.546308994,0.629455447,1.828654647
44,879.989,1786876813113.043,11600930.978,0.000000000,-0.252541155,0.068756655,-0.849404275
45,899.989,1786876813133.043,11600950.978,0.000000000,1.379088044,-1.037031651,-3.178181410
46,919.988,1786876813153.043,11600970.978,0.000000000,4.201389313,-0.045352209,0.682450533
47,939.987,1786876813173.041,11600990.976,0.000000000,0.113525361,0.341407865,3.980756044
48,959.990,1786876813193.044,11601010.979,0.000000000,-1.959880352,0.357006371,3.840748787
49,979.987,1786876813213.041,11601030.976,0.000000000,-1.281879544,-0.382855088,2.741295576
50,999.987,1786876813233.042,11601050.977,0.000000000,-0.631594896,-0.835905612,1.671460271
51,1019.992,1786876813253.046,11601070.981,0.000000000,0.007703352,-0.912182808,0.559859633
52,1039.988,1786876813273.042,11601090.977,0.000000000,-0.010494692,-0.713852346,-0.448668450
53,1059.989,1786876813293.044,11601110.979,0.000000000,-0.431818932,0.078437023,-1.649003625
54,1079.987,1786876813313.041,11601130.976,0.000000000,-0.652634621,0.477792352,-2.587273359
55,1099.987,1786876813333.041,11601150.976,0.000000000,-0.665107608,0.563627124,-3.040803432
56,1119.988,1786876813353.042,11601170.977,0.000000000,-0.792417228,0.504856169,-2.696829796
57,1139.988,1786876813373.042,11601190.977,0.000000000,-0.834632695,0.249089614,-1.768261790
58,1159.989,1786876813393.044,11601210.979,0.000000000,-1.042034149,0.158437476,-0.889895320
59,1179.987,1786876813413.042,11601230.977,0.000000000,-0.606048346,0.057762135,-0.237788334
60,1199.988,1786876813433.042,11601250.977,0.000000000,-0.364943236,-0.032069024,0.408185422
61,1219.989,1786876813453.043,11601270.978,0.000000000,-0.037684396,-0.108221740,0.585215569
62,1239.988,1786876813473.042,11601290.977,0.000000000,0.207830548,0.001359888,0.638323188
63,1259.989,1786876813493.043,11601310.978,0.000000000,0.692676246,0.335486889,-0.059435643
64,1279.987,1786876813513.041,11601330.976,0.000000000,1.643185973,0.684609115,-1.326461315
65,1299.993,1786876813533.047,11601350.982,0.000000000,-0.255677372,-0.286820889,-1.291146278
66,1319.988,1786876813553.043,11601370.978,0.000000000,0.032911424,2.177082777,-4.181904316
67,1339.990,1786876813573.045,11601390.980,0.000000000,1.108503342,2.616081715,-6.549707890
68,1360.000,1786876813593.054,11601410.989,0.000000000,-2.703211308,-4.908417702,1.680896878
