index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_ax,torso_ay,torso_az
0,0.000,1786752172056.095,29129978.495,0.000000000,0.000000000,0.000000000,0.000000000
1,19.980,1786752172076.075,29129998.475,0.000000000,0.000000000,0.000000000,0.000000000
2,39.962,1786752172096.056,29130018.457,0.000000000,0.000000000,0.000000000,0.000000000
3,59.963,1786752172116.058,29130038.458,0.000000000,0.000000000,0.000000000,0.000000000
4,79.963,1786752172136.058,29130058.458,0.000000000,0.000000000,0.000000000,0.000000000
5,99.963,1786752172156.058,29130078.458,0.000000000,0.000000000,0.000000000,0.000000000
6,119.963,1786752172176.058,29130098.458,0.000000000,0.000000000,0.000000000,0.000000000
7,139.960,1786752172196.055,29130118.455,0.000000000,0.000000000,0.000000000,0.000000000
8,159.961,1786752172216.056,29130138.456,0.000000000,0.000000000,0.000000000,0.000000000
9,179.962,1786752172236.056,29130158.456,0.000000000,0.000000000,0.000000000,0.000000000
10,199.961,1786752172256.056,29130178.456,0.000000000,0.000000000,0.000000000,0.000000000
11,219.961,1786752172276.055,29130198.456,0.000000000,0.000000000,0.000000000,0.000000000
12,239.962,1786752172296.056,29130218.457,0.000000000,0.000000000,0.000000000,0.000000000
13,259.963,1786752172316.058,29130238.458,0.000000000,0.000000000,0.000000000,0.000000000
14,279.965,1786752172336.060,29130258.460,0.000000000,0.000000000,0.000000000,0.000000000
15,299.964,1786752172356.059,29130278.459,0.000000000,0.000000000,0.000000000,0.000000000
16,319.963,1786752172376.057,29130298.457,0.000000000,0.000000000,0.000000000,0.000000000
17,339.964,1786752172396.059,29130318.459,0.000000000,0.000000000,0.000000000,0.000000000
18,359.963,1786752172416.057,29130338.457,0.000000000,0.000000000,0.000000000,0.000000000
19,379.962,1786752172436.056,29130358.456,0.000000000,0.000000000,0.000000000,0.000000000
20,399.963,1786752172456.058,29130378.458,0.000000000,0.000000000,0.000000000,0.000000000
21,419.963,1786752172476.058,29130398.458,0.000000000,0.000000000,0.000000000,0.000000000
22,439.961,1786752172496.055,29130418.456,0.000000000,0.000000000,0.000000000,0.000000000
23,459.961,1786752172516.056,29130438.456,0.000000000,0.000000000,0.000000000,0.000000000
24,479.960,1786752172536.055,29130458.455,0.000000000,0.000000000,0.000000000,0.000000000
25,499.961,1786752172556.055,29130478.456,0.000000000,0.000000000,0.000000000,0.000000000
26,519.961,1786752172576.056,29130498.456,0.000000000,0.000000000,0.000000000,0.000000000
27,539.962,1786752172596.057,29130518.457,0.000000000,0.000000000,0.000000000,0.000000000
28,559.961,1786752172616.055,29130538.455,0.000000000,0.000000000,0.000000000,0.000000000
29,579.962,1786752172636.057,29130558.457,0.000000000,0.000000000,0.000000000,0.000000000
30,599.962,1786752172656.056,29130578.456,0.000000000,0.000000000,0.000000000,0.000000000
31,619.961,1786752172676.056,29130598.456,0.000000000,0.000000000,0.000000000,0.000000000
32,639.965,1786752172696.059,29130618.460,0.000000000,0.000000000,0.000000000,0.000000000
33,659.966,1786752172716.061,29130638.461,0.000000000,0.000000000,0.000000000,0.000000000
34,679.963,1786752172736.057,29130658.457,0.000000000,0.000000000,0.000000000,0.000000000
35,699.963,1786752172756.058,29130678.458,0.000000000,0.000000000,0.000000000,0.000000000
36,719.963,1786752172776.058,29130698.458,0.000000000,0.000000000,0.000000000,0.000000000
37,739.962,1786752172796.056,29130718.456,0.000000000,0.000000000,0.000000000,0.000000000
38,759.961,1786752172816.056,29130738.456,0.000000000,0.000000000,0.000000000,0.000000000
39,779.961,1786752172836.056,29130758.456,0.000000000,0.000000000,0.000000000,0.000000000
40,799.960,1786752172856.055,29130778.455,0.000000000,0.000000000,0.000000000,0.000000000
41,819.962,1786752172876.057,29130798.457,0.000000000,0.000000000,0.000000000,0.000000000
42,839.961,1786752172896.055,29130818.455,0.000000000,0.000000000,0.000000000,0.000000000
43,859.965,1786752172916.060,29130838.460,0.000000000,0.000000000,0.000000000,0.000000000
44,879.964,1786752172936.058,29130858.459,0.000000000,0.000000000,0.000000000,0.000000000
45,899.962,1786752172956.057,29130878.457,0.000000000,0.000000000,0.000000000,0.000000000
46,919.962,1786752172976.057,29130898.457,0.000000000,0.000000000,0.000000000,0.000000000
47,939.962,1786752172996.056,29130918.456,0.000000000,0.000000000,0.000000000,0.000000000
48,959.962,1786752173016.057,29130938.457,0.000000000,0.000000000,0.000000000,0.000000000
49,979.963,1786752173036.058,29130958.458,0.000000000,0.000000000,0.000000000,0.000000000
50,999.962,1786752173056.057,29130978.457,0.000000000,0.000000000,0.000000000,0.000000000
51,1019.961,1786752173076.056,29130998.456,0.000000000,0.000000000,0.000000000,0.000000000
52,1039.962,1786752173096.056,29131018.456,0.000000000,0.000000000,0.000000000,0.000000000
53,1059.961,1786752173116.056,29131038.456,0.000000000,0.000000000,0.000000000,0.000000000
54,1079.961,1786752173136.056,29131058.456,0.000000000,0.000000000,0.000000000,0.000000000
55,1099.961,1786752173156.056,29131078.456,0.000000000,0.000000000,0.000000000,0.000000000
56,1119.962,1786752173176.056,29131098.457,0.000000000,0.000000000,0.000000000,0.000000000
57,1139.965,1786752173196.060,29131118.460,0.000000000,0.000000000,0.000000000,0.000000000
58,1159.963,1786752173216.057,29131138.457,0.000000000,0.000000000,0.000000000,0.000000000
59,1179.966,1786752173236.060,29131158.460,0.000000000,0.000000000,0.000000000,0.000000000
60,1199.961,1786752173256.056,29131178.456,0.000000000,0.000000000,0.000000000,0.000000000
61,1219.961,1786752173276.056,29131198.456,0.000000000,0.000000000,0.000000000,0.000000000
62,1239.962,1786752173296.056,29131218.456,0.000000000,0.000000000,0.000000000,0.000000000
63,1259.960,1786752173316.055,29131238.455,0.000000000,0.000000000,0.000000000,0.000000000
64,1279.961,1786752173336.056,29131258.456,0.000000000,0.000000000,0.000000000,0.000000000
65,1299.962,1786752173356.056,29131278.457,0.000000000,0.000000000,0.000000000,0.000000000
66,1319.966,1786752173376.060,29131298.460,0.000000000,0.000000000,0.000000000,0.000000000
67,1339.961,1786752173396.055,29131318.456,0.000000000,0.000000000,0.000000000,0.000000000
68,1359.961,1786752173416.055,29131338.456,0.000000000,0.000000000,0.000000000,0.000000000
69,1379.961,1786752173436.055,29131358.455,0.000000000,0.000000000,0.000000000,0.000000000
70,1399.961,1786752173456.055,29131378.455,0.000000000,0.000000000,0.000000000,0.000000000
71,1419.961,1786752173476.055,29131398.456,0.000000000,0.000000000,0.000000000,0.000000000
72,1439.960,1786752173496.055,29131418.455,0.000000000,0.000000000,0.000000000,0.000000000
73,1459.960,1786752173516.055,29131438.455,0.000000000,0.000000000,0.000000000,0.000000000
74,1479.963,1786752173536.058,29131458.458,0.000000000,0.000000000,0.000000000,0.000000000
75,1499.961,1786752173556.055,29131478.456,0.000000000,0.000000000,0.000000000,0.000000000
76,1519.962,1786752173576.056,29131498.456,0.000000000,0.000000000,0.000000000,0.000000000
77,1539.961,1786752173596.056,29131518.456,0.000000000,0.000000000,0.000000000,0.000000000
78,1559.961,1786752173616.056,29131538.456,0.000000000,0.000000000,0.000000000,0.000000000
79,1579.961,1786752173636.056,29131558.456,0.000000000,0.000000000,0.000000000,0.000000000
80,1599.961,1786752173656.056,29131578.456,0.000000000,0.000000000,0.000000000,0.000000000
81,1619.965,1786752173676.059,29131598.459,0.000000000,0.000000000,0.000000000,0.000000000
82,1639.962,1786752173696.056,29131618.457,0.000000000,0.000000000,0.000000000,0.000000000
83,1659.960,1786752173716.055,29131638.455,0.000000000,0.000000000,0.000000000,0.000000000
84,1679.964,1786752173736.059,29131658.459,0.000000000,0.000000000,0.000000000,0.000000000
85,1699.961,1786752173756.056,29131678.456,0.000000000,0.000000000,0.000000000,0.000000000
86,1719.963,1786752173776.058,29131698.458,0.000000000,0.000000000,0.000000000,0.000000000
87,1739.960,1786752173796.055,29131718.455,0.000000000,0.000000000,0.000000000,0.000000000
88,1759.960,1786752173816.054,29131738.454,0.000000000,0.000000000,0.000000000,0.000000000
89,1779.960,1786752173836.054,29131758.455,0.000000000,0.000000000,0.000000000,0.000000000
90,1799.961,1786752173856.055,29131778.456,0.000000000,0.000000000,0.000000000,0.000000000
91,1819.960,1786752173876.055,29131798.455,0.000000000,0.000000000,0.000000000,0.000000000
92,1839.961,1786752173896.056,29131818.456,0.000000000,0.000000000,0.000000000,0.000000000
93,1859.961,1786752173916.055,29131838.456,0.000000000,0.000000000,0.000000000,0.000000000
94,1879.961,1786752173936.056,29131858.456,0.000000000,0.000000000,0.000000000,0.000000000
95,1899.965,1786752173956.060,29131878.460,0.000000000,0.000000000,0.000000000,0.000000000
96,1919.963,1786752173976.058,29131898.458,0.000000000,0.000000000,0.000000000,0.000000000
97,1939.962,1786752173996.056,29131918.456,0.000000000,0.000000000,0.000000000,0.000000000
98,1959.960,1786752174016.055,29131938.455,0.000000000,0.000000000,0.000000000,0.000000000
99,1979.973,1786752174036.067,29131958.467,0.000000000,0.000000000,0.000000000,0.000000000
100,1999.965,1786752174056.060,29131978.460,0.000000000,0.000000000,0.000000000,0.000000000
101,2019.963,1786752174076.058,29131998.458,0.000000000,0.000000000,0.000000000,0.000000000
102,2039.965,1786752174096.059,29132018.459,0.000000000,0.000000000,0.000000000,0.000000000
103,2059.962,1786752174116.056,29132038.457,0.000000000,0.000000000,0.000000000,0.000000000
104,2079.961,1786752174136.055,29132058.456,0.000000000,0.000000000,0.000000000,0.000000000
105,2099.962,1786752174156.056,29132078.456,0.000000000,0.000000000,0.000000000,0.000000000
106,2119.961,1786752174176.056,29132098.456,0.000000000,0.000000000,0.000000000,0.000000000
107,2139.964,1786752174196.059,29132118.459,0.000000000,0.000000000,0.000000000,0.000000000
108,2159.966,1786752174216.061,29132138.461,0.000000000,0.000000000,0.000000000,0.000000000
109,2179.965,1786752174236.059,29132158.459,0.000000000,0.000000000,0.000000000,0.000000000
110,2199.965,1786752174256.060,29132178.460,0.000000000,0.000000000,0.000000000,0.000000000
111,2219.966,1786752174276.060,29132198.461,0.000000000,0.000000000,0.000000000,0.000000000
112,2239.966,1786752174296.060,29132218.460,0.000000000,0.000000000,0.000000000,0.000000000
113,2259.964,1786752174316.059,29132238.459,0.000000000,0.000000000,0.000000000,0.000000000
114,2279.964,1786752174336.059,29132258.459,0.000000000,0.000000000,0.000000000,0.000000000
115,2299.964,1786752174356.059,29132278.459,0.000000000,0.000000000,0.000000000,0.000000000
116,2319.965,1786752174376.060,29132298.460,0.000000000,0.000000000,0.000000000,0.000000000
117,2339.964,1786752174396.059,29132318.459,0.000000000,0.000000000,0.000000000,0.000000000
118,2359.962,1786752174416.057,29132338.457,0.000000000,0.000000000,0.000000000,0.000000000
119,2379.962,1786752174436.056,29132358.456,0.000000000,0.000000000,0.000000000,0.000000000
120,2399.961,1786752174456.056,29132378.456,0.000000000,0.000000000,0.000000000,0.000000000
121,2419.964,1786752174476.059,29132398.459,0.000000000,0.000000000,0.000000000,0.000000000
122,2439.961,1786752174496.055,29132418.455,0.000000000,0.000000000,0.000000000,0.000000000
123,2459.961,1786752174516.056,29132438.456,0.000000000,0.000000000,0.000000000,0.000000000
124,2479.964,1786752174536.059,29132458.459,0.000000000,0.000000000,0.000000000,0.000000000
125,2499.964,1786752174556.059,29132478.459,0.000000000,0.000000000,0.000000000,0.000000000
126,2519.963,1786752174576.058,29132498.458,0.000000000,0.000000000,0.000000000,0.000000000
127,2539.963,1786752174596.058,29132518.458,0.000000000,0.000000000,0.000000000,0.000000000
128,2559.963,1786752174616.058,29132538.458,0.000000000,0.000000000,0.000000000,0.000000000
129,2579.965,1786752174636.060,29132558.460,0.000000000,0.000000000,0.000000000,0.000000000
130,2599.965,1786752174656.059,29132578.459,0.000000000,0.000000000,0.000000000,0.000000000
131,2619.964,1786752174676.058,29132598.458,0.000000000,0.000000000,0.000000000,0.000000000
132,2639.964,1786752174696.058,29132618.458,0.000000000,0.000000000,0.000000000,0.000000000
