index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_act_0,right_hand_act_1,right_hand_act_2,right_hand_act_3,right_hand_act_4,right_hand_act_5,right_hand_act_6
0,0.000,1786879459711.423,14247529.358,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,20.167,1786879459731.590,14247549.525,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
2,39.994,1786879459751.417,14247569.352,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
3,59.990,1786879459771.413,14247589.348,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
4,79.987,1786879459791.409,14247609.344,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
5,99.990,1786879459811.413,14247629.348,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
6,119.987,1786879459831.410,14247649.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
7,140.024,1786879459851.446,14247669.381,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
8,160.022,1786879459871.445,14247689.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
9,179.999,1786879459891.421,14247709.356,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
10,200.027,1786879459911.450,14247729.385,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
11,220.002,1786879459931.424,14247749.359,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
12,239.999,1786879459951.422,14247769.357,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
13,260.021,1786879459971.444,14247789.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
14,279.999,1786879459991.422,14247809.357,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
15,300.024,1786879460011.446,14247829.381,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
16,320.021,1786879460031.444,14247849.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
17,340.028,1786879460051.450,14247869.385,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
18,360.057,1786879460071.480,14247889.415,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
19,380.003,1786879460091.426,14247909.360,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
20,400.188,1786879460111.611,14247929.546,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
21,420.001,1786879460131.423,14247949.358,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
22,440.032,1786879460151.454,14247969.389,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
23,460.023,1786879460171.446,14247989.381,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
24,480.000,1786879460191.423,14248009.358,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
25,500.022,1786879460211.445,14248029.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
26,520.022,1786879460231.445,14248049.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
27,540.023,1786879460251.446,14248069.381,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
28,560.029,1786879460271.452,14248089.387,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
29,579.999,1786879460291.422,14248109.357,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
30,600.021,1786879460311.444,14248129.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
31,620.062,1786879460331.485,14248149.420,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
32,639.988,1786879460351.410,14248169.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
33,660.020,1786879460371.442,14248189.377,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
34,679.998,1786879460391.421,14248209.356,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
35,699.998,1786879460411.420,14248229.355,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
36,720.024,1786879460431.447,14248249.382,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
37,739.989,1786879460451.412,14248269.347,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
38,760.022,1786879460471.445,14248289.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
39,780.004,1786879460491.426,14248309.361,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
40,800.079,1786879460511.501,14248329.436,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
41,820.024,1786879460531.446,14248349.381,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
42,839.988,1786879460551.411,14248369.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
43,860.025,1786879460571.448,14248389.383,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
44,879.999,1786879460591.422,14248409.356,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
45,899.988,1786879460611.411,14248429.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
46,919.988,1786879460631.411,14248449.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
47,939.987,1786879460651.410,14248469.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
48,960.021,1786879460671.444,14248489.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
49,979.998,1786879460691.421,14248509.356,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
50,999.989,1786879460711.411,14248529.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
51,1020.026,1786879460731.449,14248549.384,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
52,1040.024,1786879460751.447,14248569.382,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
53,1060.032,1786879460771.455,14248589.390,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
54,1080.002,1786879460791.425,14248609.360,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
55,1099.989,1786879460811.412,14248629.347,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
56,1120.021,1786879460831.444,14248649.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
57,1139.989,1786879460851.412,14248669.347,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
58,1160.025,1786879460871.447,14248689.382,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
59,1180.025,1786879460891.447,14248709.382,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
60,1200.025,1786879460911.448,14248729.383,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
61,1220.026,1786879460931.449,14248749.384,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
62,1239.989,1786879460951.411,14248769.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
63,1260.022,1786879460971.444,14248789.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
64,1279.989,1786879460991.411,14248809.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
65,1299.987,1786879461011.410,14248829.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
66,1320.036,1786879461031.458,14248849.393,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
67,1340.020,1786879461051.443,14248869.378,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
68,1359.987,1786879461071.410,14248889.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
69,1379.987,1786879461091.410,14248909.344,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
70,1400.004,1786879461111.427,14248929.361,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
71,1420.022,1786879461131.445,14248949.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
72,1439.988,1786879461151.410,14248969.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
73,1459.998,1786879461171.420,14248989.355,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
74,1479.987,1786879461191.409,14249009.344,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
75,1499.985,1786879461211.408,14249029.343,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
76,1520.021,1786879461231.443,14249049.378,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
77,1539.986,1786879461251.409,14249069.344,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
78,1560.020,1786879461271.443,14249089.378,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
79,1579.987,1786879461291.410,14249109.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
80,1600.020,1786879461311.442,14249129.377,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
81,1620.021,1786879461331.444,14249149.379,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
82,1640.023,1786879461351.445,14249169.380,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
83,1660.020,1786879461371.443,14249189.378,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
84,1679.997,1786879461391.420,14249209.355,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
85,1699.989,1786879461411.411,14249229.346,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
86,1720.029,1786879461431.452,14249249.387,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
87,1740.018,1786879461451.441,14249269.376,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
88,1759.987,1786879461471.410,14249289.345,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
89,1779.998,1786879461491.420,14249309.355,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
90,1799.997,1786879461511.420,14249329.355,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
91,1819.999,1786879461531.422,14249349.357,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
92,1840.003,1786879461551.425,14249369.360,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
93,1860.002,1786879461571.425,14249389.360,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
94,1880.001,1786879461591.424,14249409.359,0.000000000,0.000000000,0.000000000,-1.750000000,1.570000000,1.750000000,1.570000000,1.750000000
