index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786879554179.491,14341997.426,0.000000000,6.129565239,-0.803675830,0.088958226,-1.759096265,-0.064372323,-0.000785869,5.982587337,-0.812553048,0.029192319,-1.196568847,-0.132102355,-0.000768167,1.087411046,5.802849770,-10.242495537,2.128069401,-0.129424334,-0.345517278,-0.587869883,0.164834335,-0.172614440,-0.199933708,1.446471334,-2.059648275,-0.773202419,-0.654560685,-0.051873695,-0.270983726,-0.202536955
1,19.993,1786879554199.484,14342017.419,0.000000000,-11.306940079,29.739006042,-18.312761307,-7.051131248,1.431949377,0.260787219,41.571296692,-8.825495720,0.787499547,22.613555908,3.358608961,0.229295149,13.993536949,-0.979945779,-11.818160057,3.877834558,-0.159191698,-0.658977091,-0.962945819,1.580440164,-0.064801469,-0.031751949,-7.448346138,0.169767693,0.556594551,-3.390849113,-0.730236948,-0.524152577,-0.354471773
2,40.015,1786879554219.506,14342037.441,0.000000000,-24.359270096,21.053342819,-12.070617676,-4.170928478,-1.529345632,0.184489161,40.759223938,-25.550155640,15.433764458,8.275072098,0.136501849,-0.651047587,18.105022430,-3.700637102,-17.379131317,4.778206348,-0.057889260,-0.810557246,-1.164059043,0.230690956,-0.292973310,0.066506356,-12.326400757,0.419721931,-0.300914586,-7.339352608,-0.474018902,-2.030837536,-0.059330534
3,60.030,1786879554239.521,14342057.456,0.000000000,-28.841983795,4.431641102,0.314556539,-9.549694061,-2.032633543,-0.387905151,41.778961182,-20.168130875,15.421795845,4.861420155,-0.521466494,-0.672555804,12.336860657,3.529403687,-19.097188950,4.974328518,-1.404498696,-0.981304109,-1.067465067,0.495947897,-0.202438191,-0.385244370,-16.128398895,-1.761462688,-1.785153151,-12.146866798,-0.510058343,-3.739220142,-0.105224319
4,80.001,1786879554259.492,14342077.427,0.000000000,4.171473980,-11.159785271,15.302490234,-4.893389702,-0.188266590,-0.021224227,10.612026215,5.908751011,-8.443134308,5.006598473,-0.695076406,0.707431912,0.173076600,14.806794167,-16.962408066,2.403723240,-1.914631128,-0.772560894,-1.336991906,-0.217833951,-0.257276416,-0.174413279,-17.279073715,-3.224418163,-3.230369568,-15.118609428,-0.731530488,-5.000000000,-0.536054611
5,100.026,1786879554279.517,14342097.452,0.000000000,34.507118225,-16.545255661,8.644214630,8.247288704,1.141031265,-0.039602339,-27.314790726,11.847788811,-9.841095924,-5.841063976,-0.803573728,0.353358388,-4.119651794,15.301046371,-10.594531059,-2.386022568,-1.685674667,-1.340469956,-2.275661230,-0.399287999,-0.672749817,-0.278632522,-13.959003448,-2.271189928,-1.891674638,-11.127838135,-0.146761045,-5.000000000,-0.908220351
6,120.055,1786879554299.546,14342117.481,0.000000000,28.912574768,-9.151813507,4.588780880,10.164720535,0.931625724,0.083570354,-36.376434326,8.038735390,-6.078595638,-12.204361916,-0.991876066,0.226029932,-9.690905571,4.310447693,2.175099373,-6.864103317,-0.462278217,-0.848953962,-2.347617626,-0.205724984,-0.936499834,-0.260642350,-4.047991753,0.214136645,1.599508882,-3.905897379,0.102963440,-3.921665907,-0.187877923
7,140.011,1786879554319.502,14342137.437,0.000000000,10.924126625,-2.515647173,2.134763241,5.901808739,0.040884957,-0.061285850,-28.833635330,6.139416695,-2.497539997,-11.475162506,-0.616256118,0.117076941,-10.812936783,-9.156157494,12.394503593,-8.925113678,0.946782351,0.121481888,-1.825241685,0.414329857,-0.826268554,0.049679350,7.035181522,1.943771005,3.589611769,2.865023375,0.011681052,0.133988276,0.794916630
8,160.032,1786879554339.523,14342157.458,0.000000000,2.779039145,7.301841259,-3.181269169,4.603106976,-0.196166784,-0.077158749,-26.801654816,1.428332686,-0.138316467,-10.113830566,-0.704907715,0.104251012,-8.648062706,-17.585597992,19.532875061,-9.155109406,2.356727600,1.567788601,-0.597572267,0.524658680,-0.368004650,0.491380453,13.493076324,2.493180513,2.947512627,7.642021656,-0.147540599,2.746059895,1.192222595
9,180.026,1786879554359.517,14342177.452,0.000000000,-20.385002136,4.299554348,-2.833094120,7.448011875,9.288021088,2.319630384,-8.935534477,-8.625270844,7.460927010,-11.042147636,0.113153286,-0.528043449,6.338733673,-26.520980835,34.749027252,-6.813983917,3.515650272,4.120823383,1.915559888,0.167521164,0.172973737,1.061397195,12.214858055,2.531486034,2.075195789,8.906333923,-0.032501496,3.390933037,0.997682631
10,200.092,1786879554379.583,14342197.518,0.000000000,-24.577455521,12.652651787,-10.136715889,-3.300487041,2.724107027,1.572983742,9.081722260,-3.579518557,0.430222571,8.098972321,7.254313946,-0.401217669,10.149557114,-21.722967148,22.063186646,-1.411162972,2.948717356,3.654508352,1.415548205,0.892881989,0.660036802,1.204819560,9.505779266,-0.041479364,3.288773775,6.096100807,-0.329268068,3.051819324,1.519519091
11,220.001,1786879554399.492,14342217.427,0.000000000,-29.540376663,5.723281384,-8.814888000,-54.032482147,0.584243059,0.365088165,21.862718582,-3.570145130,0.892067790,-24.478443146,50.000000000,-12.681565285,16.721700668,-8.914989471,-5.126966953,5.376984596,1.827501297,1.753267407,-1.261423945,0.729281962,-0.086433284,1.137191057,4.639400005,-0.139202520,3.546319962,2.140791178,-0.742217779,2.105352163,1.596454501
12,240.012,1786879554419.503,14342237.438,0.000000000,41.280719757,-4.300865173,4.123682499,-60.897632599,50.000000000,13.557847977,10.408844948,15.583002090,-3.782297373,-4.255948067,50.000000000,-11.114531517,-2.506232023,18.223690033,-41.435455322,5.073934555,1.848392606,0.556847334,-9.416931152,0.583408058,-1.833939433,0.650378227,1.717750311,-2.902413607,-0.622733176,-5.758399010,-0.497929335,-0.413665175,0.966801107
13,260.067,1786879554439.558,14342257.493,0.000000000,81.367286682,-23.234451294,23.047929764,-83.633483887,50.000000000,-4.322428226,-14.700045586,35.149360657,-1.643764496,-42.244476318,50.000000000,-19.297994614,-2.931346893,28.224992752,-50.000000000,1.849732280,2.585623503,0.716082633,-14.876347542,-0.241783828,-3.901696205,0.870107412,-1.000107050,-3.734472275,-3.430570126,-9.258720398,-0.439812869,-2.088765383,-0.259929597
14,280.024,1786879554459.515,14342277.450,0.000000000,88.000000000,-26.223878860,39.186779022,-68.637825012,50.000000000,-2.678814411,-31.359884262,27.450555801,-16.856817245,-28.649993896,50.000000000,-10.444746971,-12.512412071,34.763938904,-50.000000000,-1.322317004,2.279849052,1.003651142,-14.327940941,-0.032767337,-4.886709690,1.422637224,-2.902116776,-4.736008644,-5.072836876,-11.219358444,0.067128085,-2.773149014,-1.207193017
15,299.991,1786879554479.482,14342297.417,0.000000000,88.000000000,-20.681507111,39.853042603,-24.361318588,50.000000000,2.915789604,-48.976497650,19.172925949,-22.232416153,-36.113822937,37.480644226,-7.422805786,-25.590778351,33.361671448,-50.000000000,-2.822696686,1.536555767,0.533769906,-9.485297203,0.165512860,-3.841879129,1.218589425,-4.398816586,-4.850236416,-6.360746384,-10.060387611,0.273424178,-2.818191528,-2.280783176
16,319.993,1786879554499.484,14342317.419,0.000000000,88.000000000,-4.637392998,23.760456085,-11.363429070,50.000000000,4.320958138,-54.153305054,12.830991745,-16.229755402,-22.618345261,-0.801936150,-0.783406019,-34.290153503,30.263994217,-38.985069275,-3.154614925,-0.132204071,-1.167232871,-4.636055470,-0.098184504,-2.490003824,0.373800367,-3.344129324,-5.602150440,-7.064207077,-7.824593067,1.527718544,-2.299111128,-2.925672054
17,339.990,1786879554519.481,14342337.416,0.000000000,88.000000000,15.112372398,13.056391716,-3.006226778,50.000000000,4.525015354,-40.472084045,4.797049999,-6.781170368,-11.738125801,-1.779298782,0.153946042,-31.990251541,20.205532074,-32.625911713,-3.536414623,-0.797028899,-2.545492649,-1.390824556,0.111109659,-1.220540762,-0.712560117,-1.548559666,-6.776649475,-8.187826157,-6.942502975,1.215962291,-1.147394300,-2.986845493
18,359.993,1786879554539.484,14342357.419,0.000000000,70.822196960,25.807306290,-1.808020949,10.072294235,50.000000000,7.005112171,-30.796134949,-9.802321434,2.963391304,-12.782711983,-0.473045379,-0.102020748,-23.116611481,8.867934227,-28.880329132,-2.199547291,-1.241915941,-3.583246469,0.585824549,0.340384513,-0.639414310,-1.218097210,-0.381730229,-6.032411098,-6.985265255,-3.814755917,0.687536001,-0.043813262,-2.305127859
19,379.991,1786879554559.482,14342377.417,0.000000000,30.888822556,30.610403061,-12.989155769,3.106244087,41.736549377,5.955271721,-1.801057458,-20.380992889,13.317555428,-9.042647362,-0.065602936,-0.216173902,-10.279195786,-1.446426034,-20.664031982,-1.080898643,-0.240282342,-2.624980211,0.446232885,0.203986108,-0.446028024,-0.931422710,-0.643861651,-3.150130987,-4.235987663,-1.305221558,-0.179293513,0.606338561,-1.303022623
20,399.990,1786879554579.481,14342397.416,0.000000000,-19.903491974,23.473133087,-22.689701080,-21.464067459,14.898392677,6.328058243,39.179939270,-17.088996887,17.298799515,9.494031906,0.853832006,-0.534671307,9.087319374,-9.721776962,-16.543712616,1.685447097,-0.781331301,-0.023275662,-0.010833220,-0.461825281,-0.238254115,0.145693317,-1.349772811,-1.297187805,-0.990838170,-0.998580396,-0.317648411,0.448892564,-0.574624598
21,419.993,1786879554599.484,14342417.419,0.000000000,-53.339313507,4.159421444,-17.146100998,-46.739448547,-9.081864357,1.886728406,58.828784943,-7.940474987,8.343181610,-19.567911148,44.970279694,-10.685547829,27.278736115,-19.018198013,-14.843580246,3.132732630,-0.710607409,1.992997646,0.503763795,-1.194486022,0.240747511,1.141687870,-4.970029354,-0.403753221,1.213994861,-1.682314515,-0.108660311,-0.065626279,-0.449725896
22,439.993,1786879554619.484,14342437.419,0.000000000,-43.017635345,-3.889703751,-10.000107765,-13.522210121,-3.660414457,-0.074350201,53.514194489,-14.519021034,14.081471443,-12.219473839,50.000000000,-13.159290314,27.716651917,-23.501890182,-11.615942001,3.150185585,-0.375396460,2.145120382,-1.007387519,-0.106391340,0.332333475,1.436093211,-7.410254002,0.454718024,2.701614380,-2.638676167,0.336926550,-0.622052312,-0.138935640
23,459.992,1786879554639.483,14342457.418,0.000000000,-23.971252441,0.788837910,-2.244830370,-6.766118050,-0.862666190,-0.010335615,30.253355026,-16.583168030,6.380699158,-14.772975922,50.000000000,-13.388538361,18.644697189,-18.943952560,-7.117881775,2.628790379,0.410541385,0.843822956,-1.269178271,-0.206773549,-0.145220533,0.883628607,-7.614183426,2.009991407,2.634183168,-3.179345846,0.317856312,-1.136342645,-0.189624727
24,480.033,1786879554659.524,14342477.459,0.000000000,-6.296714783,-3.394754171,5.425508976,-4.759963989,0.316730231,-0.533125937,5.807302475,-4.679332733,-3.699431181,-22.873273849,50.000000000,-12.670032501,6.585229397,-10.691326141,-2.450390816,1.563101768,1.423178196,-0.149664491,-1.973089457,-0.159184530,-0.570249677,0.441687822,-5.964424133,2.577645063,1.506431580,-4.517190933,0.564366102,-1.423545122,-0.384063244
25,500.002,1786879554679.493,14342497.428,0.000000000,13.551397324,-10.075217247,11.101058960,4.041733265,1.679380655,-0.474956185,-13.991576195,6.546759605,-6.580624580,-26.984790802,29.288740158,-8.815170288,-1.752344370,-3.044429064,-3.288304329,0.156368688,2.463704348,-0.698490858,-2.836519480,-0.266240358,-0.963689387,0.199003771,-3.930150270,2.267826319,0.389267683,-5.809173584,0.305083245,-1.679314733,-0.727699816
26,519.994,1786879554699.485,14342517.420,0.000000000,24.927742004,0.238582313,4.646279812,5.625087261,2.553714037,-0.258651584,-21.635269165,2.913250208,-4.305637836,-18.489351273,0.475818664,-1.613629460,-9.364850044,4.636679649,-7.350712776,-1.936486244,1.940706968,-0.775524557,-3.713660479,-0.470366508,-1.311531901,0.200437069,-1.980183840,1.228240132,-0.186419755,-5.933257580,0.347312868,-1.764486194,-0.914626181
