index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,encoder_mode_0
0,0.000,1786880300493.464,15088311.399,0.000000000,0.000000000
1,19.959,1786880300513.423,15088331.357,0.000000000,0.000000000
2,39.957,1786880300533.420,15088351.356,0.000000000,0.000000000
3,60.000,1786880300553.464,15088371.399,0.000000000,0.000000000
4,79.958,1786880300573.421,15088391.356,0.000000000,0.000000000
5,99.955,1786880300593.418,15088411.353,0.000000000,0.000000000
6,119.954,1786880300613.418,15088431.353,0.000000000,0.000000000
7,139.954,1786880300633.418,15088451.353,0.000000000,0.000000000
8,159.954,1786880300653.417,15088471.352,0.000000000,0.000000000
9,179.954,1786880300673.418,15088491.353,0.000000000,0.000000000
10,199.953,1786880300693.417,15088511.352,0.000000000,0.000000000
11,219.955,1786880300713.418,15088531.353,0.000000000,0.000000000
12,239.955,1786880300733.418,15088551.353,0.000000000,0.000000000
13,259.954,1786880300753.418,15088571.353,0.000000000,0.000000000
14,279.954,1786880300773.417,15088591.352,0.000000000,0.000000000
15,299.954,1786880300793.418,15088611.353,0.000000000,0.000000000
16,319.957,1786880300813.420,15088631.355,0.000000000,0.000000000
17,339.956,1786880300833.419,15088651.354,0.000000000,0.000000000
18,359.954,1786880300853.418,15088671.353,0.000000000,0.000000000
19,379.959,1786880300873.423,15088691.358,0.000000000,0.000000000
20,399.955,1786880300893.419,15088711.354,0.000000000,0.000000000
21,419.955,1786880300913.418,15088731.353,0.000000000,0.000000000
22,439.958,1786880300933.422,15088751.357,0.000000000,0.000000000
23,459.957,1786880300953.420,15088771.355,0.000000000,0.000000000
24,479.956,1786880300973.420,15088791.355,0.000000000,0.000000000
25,499.957,1786880300993.421,15088811.356,0.000000000,0.000000000
26,520.004,1786880301013.468,15088831.403,0.000000000,0.000000000
27,539.999,1786880301033.463,15088851.398,0.000000000,0.000000000
28,559.998,1786880301053.462,15088871.397,0.000000000,0.000000000
29,579.974,1786880301073.438,15088891.373,0.000000000,0.000000000
30,599.969,1786880301093.433,15088911.368,0.000000000,0.000000000
31,619.956,1786880301113.420,15088931.355,0.000000000,0.000000000
32,639.963,1786880301133.427,15088951.361,0.000000000,0.000000000
33,659.964,1786880301153.427,15088971.362,0.000000000,0.000000000
34,679.974,1786880301173.438,15088991.373,0.000000000,0.000000000
35,699.961,1786880301193.425,15089011.359,0.000000000,0.000000000
36,719.969,1786880301213.433,15089031.368,0.000000000,0.000000000
37,739.962,1786880301233.426,15089051.361,0.000000000,0.000000000
38,759.966,1786880301253.429,15089071.364,0.000000000,0.000000000
