joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
0.742849,3.575043,4.365507,4.484951,-2.962394,2.593223,2.065870,-4.258086,-0.048280,4.959742,-0.194841,-4.806908,-0.898222,2.022963,-1.358099,2.171327,-3.518670,-0.065950,-1.427220,1.328407,-2.679263,0.167518,-2.850022,-3.619519,0.956551,-1.085616,0.265694,1.040781,-0.569789
-0.101603,3.302161,3.687584,4.400316,-2.554723,0.758766,1.518328,-4.821737,-0.922781,4.276920,0.387267,-3.732396,-1.277838,0.919147,-1.619588,2.685770,-1.306522,0.271991,-1.086848,1.800877,-0.527987,-0.733048,-1.148628,-2.624013,-0.834819,-1.186375,0.235454,1.992299,-1.016335
-0.523829,3.165720,3.348622,4.357998,-2.350888,-0.158462,1.244557,-5.103562,-1.360032,3.935509,0.678322,-3.195140,-1.467646,0.367239,-1.750333,2.942991,-0.200449,0.440962,-0.916662,2.037113,0.547651,-1.183332,-0.297931,-2.126260,-1.730504,-1.236755,0.220333,2.468058,-1.239608
-0.675753,3.520768,3.195951,3.702718,-2.519067,-1.681546,1.154956,-6.250482,-1.952090,0.438552,0.114509,-2.778727,-0.909072,-1.636512,-0.609387,1.755651,-0.214276,0.996074,-0.203686,0.701203,0.395669,-0.903824,-1.232563,-0.696382,-0.254103,-1.154383,-0.932229,0.678570,-0.047309
-0.740556,3.114089,2.957168,2.809977,-1.749182,-1.756497,0.643842,-5.318965,-1.637931,-0.092492,-0.148175,-2.895615,-0.877730,-1.149961,-0.261618,1.439343,-0.234507,0.682656,-0.100283,0.240830,0.191795,-0.733902,-0.838914,-0.592026,0.003257,-0.858975,-0.745673,0.825643,-0.326710
-0.870161,2.300731,2.479602,1.024496,-0.209412,-1.906401,-0.378386,-3.455930,-1.009613,-1.154580,-0.673542,-3.129389,-0.815046,-0.176859,0.433919,0.806728,-0.274969,0.055819,0.106524,-0.679915,-0.215954,-0.394058,-0.051616,-0.383313,0.517979,-0.268158,-0.372561,1.119788,-0.885512
-0.711156,1.681659,1.710946,0.155562,0.299432,-1.678119,-0.614949,-2.122387,-0.942094,-1.377558,-0.875285,-2.040665,-0.601742,-0.196976,0.551199,0.490417,-0.571309,-0.305587,0.238105,-0.528660,-0.150650,-0.645782,-0.145334,-0.515444,0.386654,-0.300608,-0.327608,1.123576,-0.401422
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.631654,-1.372123,-1.326618,0.278905,-0.553854,1.563979,0.733231,1.455616,0.908335,1.489047,0.976157,1.496304,0.495089,0.207035,-0.609840,-0.332262,0.719479,0.486290,-0.303895,0.453033,0.117998,0.771644,0.192192,0.581510,-0.320991,0.316833,0.305132,-1.125471,0.159378
-0.000324,-0.001362,-0.000322,0.000674,-0.001107,-0.000055,-0.000467,0.000823,0.000683,0.001065,0.001641,0.001944,0.004584,-0.000474,0.000423,-0.000635,0.000131,-0.000347,0.000447,-0.000021,-0.001455,-0.002439,-0.000453,0.000420,-0.000868,0.000311,0.001038,-0.002837,0.002046
-0.002193,-0.009203,-0.002179,0.004557,-0.007483,-0.000369,-0.003154,0.005563,0.004615,0.007199,0.011092,0.013140,0.030980,-0.003204,0.002859,-0.004295,0.000888,-0.002343,0.003023,-0.000145,-0.009836,-0.016485,-0.003063,0.002840,-0.005866,0.002105,0.007014,-0.019171,0.013826
-0.005719,-0.024001,-0.005682,0.011884,-0.019515,-0.000961,-0.008226,0.014508,0.012035,0.018773,0.028925,0.034268,0.080791,-0.008355,0.007455,-0.011201,0.002317,-0.006110,0.007884,-0.000377,-0.025652,-0.042990,-0.007987,0.007406,-0.015298,0.005489,0.018290,-0.049995,0.036057
-0.010680,-0.044824,-0.010611,0.022194,-0.036447,-0.001795,-0.015363,0.027096,0.022477,0.035061,0.054022,0.063999,0.150886,-0.015603,0.013922,-0.020918,0.004327,-0.011411,0.014725,-0.000704,-0.047908,-0.080289,-0.014917,0.013832,-0.028570,0.010252,0.034159,-0.093372,0.067340
-0.016866,-0.070784,-0.016756,0.035049,-0.057555,-0.002834,-0.024260,0.042789,0.035495,0.055367,0.085309,0.101065,0.238273,-0.024640,0.021986,-0.033033,0.006833,-0.018020,0.023252,-0.001112,-0.075654,-0.126789,-0.023556,0.021843,-0.045116,0.016189,0.053943,-0.147449,0.106341
-0.024073,-0.101033,-0.023917,0.050026,-0.082150,-0.004046,-0.034628,0.061074,0.050662,0.079027,0.121764,0.144252,0.340094,-0.035169,0.031381,-0.047149,0.009753,-0.025721,0.033189,-0.001587,-0.107983,-0.180970,-0.033622,0.031178,-0.064396,0.023107,0.076994,-0.210458,0.151784
-0.032109,-0.134760,-0.031901,0.066726,-0.109574,-0.005396,-0.046187,0.081463,0.067575,0.105408,0.162412,0.192408,0.453628,-0.046910,0.041857,-0.062889,0.013009,-0.034307,0.044268,-0.002116,-0.144030,-0.241384,-0.044846,0.041586,-0.085893,0.030821,0.102697,-0.280715,0.202454
-0.040792,-0.171200,-0.040527,0.084769,-0.139203,-0.006855,-0.058677,0.103490,0.085848,0.133911,0.206328,0.244436,0.576289,-0.059594,0.053175,-0.079894,0.016526,-0.043584,0.056238,-0.002688,-0.182976,-0.306654,-0.056972,0.052830,-0.109119,0.039155,0.130467,-0.356621,0.257197
-0.049947,-0.209623,-0.049623,0.103794,-0.170445,-0.008394,-0.071846,0.126717,0.105115,0.163965,0.252636,0.299296,0.705629,-0.072969,0.065109,-0.097826,0.020236,-0.053366,0.068860,-0.003292,-0.224043,-0.375478,-0.069758,0.064687,-0.133609,0.047943,0.159748,-0.436660,0.314921
-0.059411,-0.249343,-0.059026,0.123461,-0.202741,-0.009984,-0.085459,0.150728,0.125032,0.195034,0.300506,0.356007,0.839334,-0.086796,0.077446,-0.116362,0.024070,-0.063478,0.081908,-0.003916,-0.266495,-0.446625,-0.082976,0.076944,-0.158926,0.057027,0.190018,-0.519399,0.374594
-0.069030,-0.289714,-0.068583,0.143450,-0.235567,-0.011601,-0.099296,0.175132,0.145276,0.226611,0.349160,0.413647,0.975228,-0.100849,0.089985,-0.135202,0.027967,-0.073755,0.095170,-0.004550,-0.309642,-0.518936,-0.096411,0.089402,-0.184657,0.066260,0.220783,-0.603494,0.435243
-0.078660,-0.330128,-0.078150,0.163461,-0.268427,-0.013219,-0.113147,0.199562,0.165541,0.258223,0.397867,0.471349,1.111269,-0.114917,0.102538,-0.154062,0.031868,-0.084044,0.108446,-0.005184,-0.352837,-0.591326,-0.109860,0.101874,-0.210416,0.075503,0.251581,-0.687679,0.495958
-0.088165,-0.370020,-0.087593,0.183213,-0.300864,-0.014817,-0.126820,0.223677,0.185545,0.289426,0.445944,0.528306,1.245552,-0.128803,0.114928,-0.172678,0.035719,-0.094200,0.121550,-0.005811,-0.395473,-0.662781,-0.123135,0.114184,-0.235842,0.084627,0.281982,-0.770777,0.555888
-0.097420,-0.408864,-0.096788,0.202447,-0.332448,-0.016372,-0.140133,0.247158,0.205023,0.319809,0.492759,0.583768,1.376309,-0.142325,0.126993,-0.190806,0.039469,-0.104089,0.134310,-0.006421,-0.436989,-0.732359,-0.136062,0.126171,-0.260601,0.093511,0.311584,-0.851692,0.614245
-0.106310,-0.446176,-0.105621,0.220922,-0.362786,-0.017866,-0.152921,0.269713,0.223733,0.348994,0.537727,0.637040,1.501908,-0.155313,0.138582,-0.208218,0.043071,-0.113588,0.146567,-0.007007,-0.476867,-0.799192,-0.148478,0.137685,-0.284383,0.102044,0.340018,-0.929415,0.670299
-0.114729,-0.481510,-0.113986,0.238417,-0.391517,-0.019281,-0.165032,0.291073,0.241452,0.376633,0.580311,0.687490,1.620850,-0.167613,0.149557,-0.224708,0.046482,-0.122583,0.158174,-0.007561,-0.514632,-0.862484,-0.160237,0.148589,-0.306904,0.110125,0.366946,-1.003019,0.723383
-0.122581,-0.514463,-0.121787,0.254734,-0.418311,-0.020601,-0.176326,0.310993,0.257976,0.402408,0.620026,0.734540,1.731776,-0.179084,0.159793,-0.240086,0.049663,-0.130972,0.168999,-0.008079,-0.549852,-0.921509,-0.171203,0.158757,-0.327908,0.117662,0.392058,-1.071663,0.772889
-0.129779,-0.544671,-0.128937,0.269691,-0.442873,-0.021810,-0.186679,0.329254,0.273123,0.426036,0.656432,0.777670,1.833461,-0.189599,0.169175,-0.254184,0.052579,-0.138663,0.178922,-0.008553,-0.582138,-0.975618,-0.181255,0.168079,-0.347161,0.124571,0.415079,-1.134588,0.818271
-0.136245,-0.571810,-0.135362,0.283129,-0.464940,-0.022897,-0.195981,0.345659,0.286732,0.447264,0.689140,0.816419,1.924816,-0.199046,0.177605,-0.266849,0.055199,-0.145572,0.187837,-0.008979,-0.611144,-1.024230,-0.190287,0.176454,-0.364459,0.130778,0.435761,-1.191121,0.859043
-0.141913,-0.595598,-0.140993,0.294907,-0.484282,-0.023849,-0.204134,0.360039,0.298660,0.465871,0.717809,0.850382,2.004889,-0.207327,0.184993,-0.277950,0.057495,-0.151628,0.195652,-0.009353,-0.636568,-1.066838,-0.198203,0.183795,-0.379621,0.136218,0.453889,-1.240672,0.894780
-0.146725,-0.615792,-0.145773,0.304906,-0.500701,-0.024658,-0.211055,0.372246,0.308786,0.481666,0.742146,0.879214,2.072865,-0.214356,0.191265,-0.287373,0.059444,-0.156769,0.202285,-0.009670,-0.658151,-1.103009,-0.204923,0.190026,-0.392492,0.140837,0.469277,-1.282737,0.925117
-0.150632,-0.632189,-0.149655,0.313025,-0.514034,-0.025315,-0.216675,0.382158,0.317009,0.494492,0.761908,0.902626,2.128061,-0.220064,0.196358,-0.295026,0.061027,-0.160943,0.207671,-0.009928,-0.675676,-1.132380,-0.210380,0.195086,-0.402943,0.144587,0.481773,-1.316893,0.949751
-0.153596,-0.644628,-0.152600,0.319185,-0.524148,-0.025813,-0.220938,0.389678,0.323247,0.504222,0.776900,0.920387,2.169935,-0.224394,0.200222,-0.300831,0.062228,-0.164110,0.211758,-0.010123,-0.688971,-1.154662,-0.214519,0.198925,-0.410872,0.147432,0.491253,-1.342806,0.968439
-0.155588,-0.652989,-0.154579,0.323324,-0.530946,-0.026147,-0.223804,0.394732,0.327439,0.510761,0.786976,0.932324,2.198077,-0.227304,0.202819,-0.304732,0.063035,-0.166238,0.214504,-0.010254,-0.697907,-1.169637,-0.217301,0.201505,-0.416201,0.149344,0.497624,-1.360221,0.980999
-0.156588,-0.657189,-0.155573,0.325404,-0.534362,-0.026316,-0.225243,0.397271,0.329545,0.514047,0.792038,0.938321,2.212216,-0.228766,0.204123,-0.306693,0.063440,-0.167308,0.215884,-0.010320,-0.702396,-1.177161,-0.218699,0.202801,-0.418878,0.150305,0.500825,-1.368971,0.987309
-0.156588,-0.657189,-0.155573,0.325404,-0.534362,-0.026316,-0.225243,0.397271,0.329545,0.514047,0.792038,0.938321,2.212216,-0.228766,0.204123,-0.306693,0.063440,-0.167308,0.215884,-0.010320,-0.702396,-1.177161,-0.218699,0.202801,-0.418878,0.150305,0.500825,-1.368971,0.987309
-0.155588,-0.652989,-0.154579,0.323324,-0.530946,-0.026147,-0.223804,0.394732,0.327439,0.510761,0.786976,0.932324,2.198077,-0.227304,0.202819,-0.304732,0.063035,-0.166238,0.214504,-0.010254,-0.697907,-1.169637,-0.217301,0.201505,-0.416201,0.149344,0.497624,-1.360221,0.980999
-0.153596,-0.644628,-0.152600,0.319185,-0.524148,-0.025813,-0.220938,0.389678,0.323247,0.504222,0.776900,0.920387,2.169935,-0.224394,0.200222,-0.300831,0.062228,-0.164110,0.211758,-0.010123,-0.688971,-1.154662,-0.214519,0.198925,-0.410872,0.147432,0.491253,-1.342806,0.968439
-0.150632,-0.632189,-0.149655,0.313025,-0.514034,-0.025315,-0.216675,0.382158,0.317009,0.494492,0.761908,0.902626,2.128061,-0.220064,0.196358,-0.295026,0.061027,-0.160943,0.207671,-0.009928,-0.675676,-1.132380,-0.210380,0.195086,-0.402943,0.144587,0.481773,-1.316893,0.949751
-0.146725,-0.615792,-0.145773,0.304906,-0.500701,-0.024658,-0.211055,0.372246,0.308786,0.481666,0.742146,0.879214,2.072865,-0.214356,0.191265,-0.287373,0.059444,-0.156769,0.202285,-0.009670,-0.658151,-1.103009,-0.204923,0.190026,-0.392492,0.140837,0.469277,-1.282737,0.925117
-0.141913,-0.595598,-0.140993,0.294907,-0.484282,-0.023849,-0.204134,0.360039,0.298660,0.465871,0.717809,0.850382,2.004889,-0.207327,0.184993,-0.277950,0.057495,-0.151628,0.195652,-0.009353,-0.636568,-1.066838,-0.198203,0.183795,-0.379621,0.136218,0.453889,-1.240672,0.894780
-0.136245,-0.571810,-0.135362,0.283129,-0.464940,-0.022897,-0.195981,0.345659,0.286732,0.447264,0.689140,0.816419,1.924816,-0.199046,0.177605,-0.266849,0.055199,-0.145572,0.187837,-0.008979,-0.611144,-1.024230,-0.190287,0.176454,-0.364459,0.130778,0.435761,-1.191121,0.859043
-0.129779,-0.544671,-0.128937,0.269691,-0.442873,-0.021810,-0.186679,0.329254,0.273123,0.426036,0.656432,0.777670,1.833461,-0.189599,0.169175,-0.254184,0.052579,-0.138663,0.178922,-0.008553,-0.582138,-0.975618,-0.181255,0.168079,-0.347161,0.124571,0.415079,-1.134588,0.818271
-0.122581,-0.514463,-0.121787,0.254734,-0.418311,-0.020601,-0.176326,0.310993,0.257976,0.402408,0.620026,0.734540,1.731776,-0.179084,0.159793,-0.240086,0.049663,-0.130972,0.168999,-0.008079,-0.549852,-0.921509,-0.171203,0.158757,-0.327908,0.117662,0.392058,-1.071663,0.772889
-0.114729,-0.481510,-0.113986,0.238417,-0.391517,-0.019281,-0.165032,0.291073,0.241452,0.376633,0.580311,0.687490,1.620850,-0.167613,0.149557,-0.224708,0.046482,-0.122583,0.158174,-0.007561,-0.514632,-0.862484,-0.160237,0.148589,-0.306904,0.110125,0.366946,-1.003019,0.723383
-0.106310,-0.446176,-0.105621,0.220922,-0.362786,-0.017866,-0.152921,0.269713,0.223733,0.348994,0.537727,0.637040,1.501908,-0.155313,0.138582,-0.208218,0.043071,-0.113588,0.146567,-0.007007,-0.476867,-0.799192,-0.148478,0.137685,-0.284383,0.102044,0.340018,-0.929415,0.670299
-0.097420,-0.408864,-0.096788,0.202447,-0.332448,-0.016372,-0.140133,0.247158,0.205023,0.319809,0.492759,0.583768,1.376309,-0.142325,0.126993,-0.190806,0.039469,-0.104089,0.134310,-0.006421,-0.436989,-0.732359,-0.136062,0.126171,-0.260601,0.093511,0.311584,-0.851692,0.614245
-0.088165,-0.370020,-0.087593,0.183213,-0.300864,-0.014817,-0.126820,0.223677,0.185545,0.289426,0.445944,0.528306,1.245552,-0.128803,0.114928,-0.172678,0.035719,-0.094200,0.121550,-0.005811,-0.395473,-0.662781,-0.123135,0.114184,-0.235842,0.084627,0.281982,-0.770777,0.555888
-0.078660,-0.330128,-0.078150,0.163461,-0.268427,-0.013219,-0.113147,0.199562,0.165541,0.258223,0.397867,0.471349,1.111269,-0.114917,0.102538,-0.154062,0.031868,-0.084044,0.108446,-0.005184,-0.352837,-0.591326,-0.109860,0.101874,-0.210416,0.075503,0.251581,-0.687679,0.495958
-0.069030,-0.289714,-0.068583,0.143450,-0.235567,-0.011601,-0.099296,0.175132,0.145276,0.226611,0.349160,0.413647,0.975228,-0.100849,0.089985,-0.135202,0.027967,-0.073755,0.095170,-0.004550,-0.309642,-0.518936,-0.096411,0.089402,-0.184657,0.066260,0.220783,-0.603494,0.435243
-0.059411,-0.249343,-0.059026,0.123461,-0.202741,-0.009984,-0.085459,0.150728,0.125032,0.195034,0.300506,0.356007,0.839334,-0.086796,0.077446,-0.116362,0.024070,-0.063478,0.081908,-0.003916,-0.266495,-0.446625,-0.082976,0.076944,-0.158926,0.057027,0.190018,-0.519399,0.374594
-0.049947,-0.209623,-0.049623,0.103794,-0.170445,-0.008394,-0.071846,0.126717,0.105115,0.163965,0.252636,0.299296,0.705629,-0.072969,0.065109,-0.097826,0.020236,-0.053366,0.068860,-0.003292,-0.224043,-0.375478,-0.069758,0.064687,-0.133609,0.047943,0.159748,-0.436660,0.314921
-0.040792,-0.171200,-0.040527,0.084769,-0.139203,-0.006855,-0.058677,0.103490,0.085848,0.133911,0.206328,0.244436,0.576289,-0.059594,0.053175,-0.079894,0.016526,-0.043584,0.056238,-0.002688,-0.182976,-0.306654,-0.056972,0.052830,-0.109119,0.039155,0.130467,-0.356621,0.257197
-0.032109,-0.134760,-0.031901,0.066726,-0.109574,-0.005396,-0.046187,0.081463,0.067575,0.105408,0.162412,0.192408,0.453628,-0.046910,0.041857,-0.062889,0.013009,-0.034307,0.044268,-0.002116,-0.144030,-0.241384,-0.044846,0.041586,-0.085893,0.030821,0.102697,-0.280715,0.202454
-0.024073,-0.101033,-0.023917,0.050026,-0.082150,-0.004046,-0.034628,0.061074,0.050662,0.079027,0.121764,0.144252,0.340094,-0.035169,0.031381,-0.047149,0.009753,-0.025721,0.033189,-0.001587,-0.107983,-0.180970,-0.033622,0.031178,-0.064396,0.023107,0.076994,-0.210458,0.151784
-0.016866,-0.070784,-0.016756,0.035049,-0.057555,-0.002834,-0.024260,0.042789,0.035495,0.055367,0.085309,0.101065,0.238273,-0.024640,0.021986,-0.033033,0.006833,-0.018020,0.023252,-0.001112,-0.075654,-0.126789,-0.023556,0.021843,-0.045116,0.016189,0.053943,-0.147449,0.106341
-0.010680,-0.044824,-0.010611,0.022194,-0.036447,-0.001795,-0.015363,0.027096,0.022477,0.035061,0.054022,0.063999,0.150886,-0.015603,0.013922,-0.020918,0.004327,-0.011411,0.014725,-0.000704,-0.047908,-0.080289,-0.014917,0.013832,-0.028570,0.010252,0.034159,-0.093372,0.067340
-0.005719,-0.024001,-0.005682,0.011884,-0.019515,-0.000961,-0.008226,0.014508,0.012035,0.018773,0.028925,0.034268,0.080791,-0.008355,0.007455,-0.011201,0.002317,-0.006110,0.007884,-0.000377,-0.025652,-0.042990,-0.007987,0.007406,-0.015298,0.005489,0.018290,-0.049995,0.036057
-0.002193,-0.009203,-0.002179,0.004557,-0.007483,-0.000369,-0.003154,0.005563,0.004615,0.007199,0.011092,0.013140,0.030980,-0.003204,0.002859,-0.004295,0.000888,-0.002343,0.003023,-0.000145,-0.009836,-0.016485,-0.003063,0.002840,-0.005866,0.002105,0.007014,-0.019171,0.013826
-0.000324,-0.001362,-0.000322,0.000674,-0.001107,-0.000055,-0.000467,0.000823,0.000683,0.001065,0.001641,0.001944,0.004584,-0.000474,0.000423,-0.000635,0.000131,-0.000347,0.000447,-0.000021,-0.001455,-0.002439,-0.000453,0.000420,-0.000868,0.000311,0.001038,-0.002837,0.002046
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
