index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,playing_0
0,0.000,1786878695571.482,13483389.417,0.000000000,0.000000000
1,19.988,1786878695591.471,13483409.406,0.000000000,0.000000000
2,39.990,1786878695611.472,13483429.407,0.000000000,0.000000000
3,59.988,1786878695631.471,13483449.406,0.000000000,0.000000000
4,79.987,1786878695651.470,13483469.405,0.000000000,0.000000000
5,99.993,1786878695671.476,13483489.411,0.000000000,0.000000000
6,120.029,1786878695691.511,13483509.447,0.000000000,0.000000000
7,139.995,1786878695711.477,13483529.412,0.000000000,0.000000000
8,160.030,1786878695731.512,13483549.447,0.000000000,0.000000000
9,180.024,1786878695751.507,13483569.442,0.000000000,0.000000000
10,200.058,1786878695771.540,13483589.475,0.000000000,0.000000000
11,219.992,1786878695791.474,13483609.409,0.000000000,0.000000000
12,240.021,1786878695811.503,13483629.438,0.000000000,0.000000000
13,260.053,1786878695831.535,13483649.470,0.000000000,0.000000000
14,279.991,1786878695851.473,13483669.408,0.000000000,0.000000000
15,299.987,1786878695871.469,13483689.404,0.000000000,0.000000000
16,320.029,1786878695891.512,13483709.447,0.000000000,0.000000000
17,339.988,1786878695911.470,13483729.405,0.000000000,0.000000000
18,360.024,1786878695931.506,13483749.441,0.000000000,0.000000000
19,380.025,1786878695951.507,13483769.442,0.000000000,0.000000000
20,400.025,1786878695971.507,13483789.442,0.000000000,0.000000000
21,420.025,1786878695991.507,13483809.442,0.000000000,0.000000000
22,440.026,1786878696011.509,13483829.444,0.000000000,0.000000000
23,460.024,1786878696031.506,13483849.441,0.000000000,0.000000000
24,480.029,1786878696051.511,13483869.446,0.000000000,0.000000000
25,500.079,1786878696071.561,13483889.496,0.000000000,0.000000000
26,520.026,1786878696091.508,13483909.443,0.000000000,0.000000000
27,540.025,1786878696111.508,13483929.442,0.000000000,0.000000000
28,560.023,1786878696131.506,13483949.441,0.000000000,0.000000000
29,579.988,1786878696151.471,13483969.406,0.000000000,0.000000000
30,599.999,1786878696171.481,13483989.416,0.000000000,0.000000000
31,619.998,1786878696191.481,13484009.416,0.000000000,0.000000000
32,640.001,1786878696211.483,13484029.418,0.000000000,0.000000000
33,659.991,1786878696231.474,13484049.409,0.000000000,0.000000000
34,679.992,1786878696251.474,13484069.409,0.000000000,0.000000000
35,700.001,1786878696271.484,13484089.418,0.000000000,0.000000000
36,719.998,1786878696291.480,13484109.415,0.000000000,0.000000000
37,739.998,1786878696311.480,13484129.415,0.000000000,0.000000000
38,760.017,1786878696331.500,13484149.435,0.000000000,0.000000000
39,779.993,1786878696351.475,13484169.410,0.000000000,0.000000000
40,799.993,1786878696371.476,13484189.411,0.000000000,0.000000000
41,819.992,1786878696391.474,13484209.409,0.000000000,0.000000000
42,839.999,1786878696411.481,13484229.416,0.000000000,0.000000000
43,859.996,1786878696431.479,13484249.414,0.000000000,0.000000000
44,879.997,1786878696451.480,13484269.415,0.000000000,0.000000000
45,899.989,1786878696471.472,13484289.407,0.000000000,0.000000000
46,919.990,1786878696491.472,13484309.407,0.000000000,0.000000000
