body_0_w,body_0_x,body_0_y,body_0_z
0.943935,0.004688,-0.257815,-0.206146
0.937264,-0.013288,-0.265064,-0.226055
0.929976,-0.032136,-0.272593,-0.244551
0.922230,-0.052729,-0.280896,-0.260403
0.913395,-0.077602,-0.289617,-0.275336
0.903420,-0.104559,-0.298357,-0.289626
0.892681,-0.136988,-0.307778,-0.299378
0.882286,-0.169626,-0.315011,-0.305887
0.873888,-0.202864,-0.318309,-0.306341
0.866955,-0.234748,-0.314757,-0.306938
0.860331,-0.265833,-0.307626,-0.307456
0.859820,-0.286005,-0.296450,-0.301710
0.860367,-0.303523,-0.284349,-0.294598
0.863587,-0.315913,-0.270591,-0.284950
0.867883,-0.326849,-0.256321,-0.272486
0.872460,-0.336962,-0.241720,-0.258536
0.877975,-0.346850,-0.227156,-0.239281
0.883524,-0.356324,-0.211382,-0.218487
0.889594,-0.365140,-0.193310,-0.194747
0.894298,-0.377096,-0.173369,-0.167252
0.897501,-0.390274,-0.152341,-0.137733
0.898116,-0.406722,-0.128950,-0.106474
0.896173,-0.424180,-0.107426,-0.073524
0.890572,-0.444305,-0.089867,-0.037395
0.879411,-0.469201,-0.080494,-0.002639
0.864519,-0.495959,-0.075128,0.031417
0.849416,-0.518556,-0.076626,0.060995
0.830844,-0.542692,-0.081208,0.092677
0.806066,-0.570312,-0.092025,0.128582
0.779566,-0.595592,-0.102797,0.164257
0.751185,-0.618894,-0.113404,0.199576
0.723451,-0.636228,-0.134082,0.232067
0.695887,-0.650387,-0.153860,0.262803
0.670879,-0.660112,-0.172228,0.290707
0.646927,-0.667127,-0.187162,0.318430
0.623090,-0.672348,-0.200250,0.345844
0.603336,-0.673773,-0.189976,0.382001
0.583536,-0.671031,-0.183785,0.418840
0.564686,-0.661094,-0.186092,0.457661
0.546843,-0.650115,-0.188005,0.492917
0.529159,-0.638202,-0.189600,0.526061
0.511800,-0.623428,-0.189888,0.559768
0.498036,-0.605060,-0.190379,0.591285
0.495307,-0.592957,-0.191034,0.605457
0.492403,-0.580644,-0.191621,0.619414
0.480992,-0.548817,-0.188130,0.657307
0.465591,-0.512033,-0.181841,0.698556
0.445162,-0.474277,-0.173532,0.739445
0.419141,-0.436656,-0.163375,0.779077
0.383366,-0.400858,-0.150079,0.818425
0.335114,-0.367310,-0.138289,0.856538
0.279607,-0.333744,-0.126822,0.891264
0.212971,-0.297145,-0.114449,0.923715
0.137082,-0.258273,-0.101668,0.950877
0.043937,-0.216320,-0.088629,0.971298
-0.050247,-0.177575,-0.072955,0.980112
-0.081760,-0.165108,-0.067256,0.980577
-0.113176,-0.152445,-0.061477,0.979884
-0.144459,-0.139603,-0.055626,0.978033
-0.153187,-0.136686,-0.054697,0.977169
-0.161902,-0.133757,-0.053763,0.976220
-0.170602,-0.130817,-0.052825,0.975188
-0.179288,-0.127866,-0.051882,0.974071
-0.187959,-0.124903,-0.050934,0.972870
-0.196613,-0.121930,-0.049982,0.971585
-0.205250,-0.118946,-0.049026,0.970217
-0.213870,-0.115952,-0.048066,0.968764
-0.222471,-0.112948,-0.047101,0.967228
-0.230467,-0.110345,-0.046292,0.965695
-0.238447,-0.107733,-0.045479,0.964089
-0.246408,-0.105113,-0.044663,0.962413
-0.254351,-0.102486,-0.043844,0.960666
-0.262277,-0.099850,-0.043022,0.958848
-0.270182,-0.097208,-0.042196,0.956960
-0.278067,-0.094559,-0.041367,0.955000
-0.285933,-0.091902,-0.040536,0.952971
-0.293777,-0.089239,-0.039701,0.950871
-0.313832,-0.083689,-0.038147,0.945014
-0.333739,-0.078099,-0.036576,0.938712
-0.353490,-0.072473,-0.034987,0.931970
-0.370756,-0.067815,-0.033407,0.925649
-0.387887,-0.063132,-0.031814,0.918992
-0.404878,-0.058426,-0.030210,0.912002
-0.420610,-0.054199,-0.028608,0.905169
-0.436210,-0.049955,-0.026997,0.898051
-0.451673,-0.045695,-0.025377,0.890651
-0.468870,-0.043629,-0.022696,0.881897
-0.485887,-0.041547,-0.020007,0.872805
-0.502717,-0.039448,-0.017310,0.863377
-0.517358,-0.037896,-0.015070,0.854797
-0.531845,-0.036333,-0.012825,0.845964
-0.546176,-0.034759,-0.010577,0.836882
-0.556493,-0.034305,-0.009253,0.830092
-0.566723,-0.033846,-0.007928,0.823175
-0.576866,-0.033382,-0.006601,0.816129
-0.585865,-0.033193,-0.005629,0.809709
-0.594791,-0.033001,-0.004656,0.803189
-0.603644,-0.032804,-0.003683,0.796571
-0.611910,-0.032745,-0.002887,0.790244
-0.620111,-0.032682,-0.002090,0.783831
-0.628243,-0.032615,-0.001293,0.777333
-0.635804,-0.032549,-0.000546,0.771164
-0.643306,-0.032481,0.000202,0.764920
-0.650745,-0.032409,0.000949,0.758604
-0.657632,-0.032339,0.001646,0.752643
-0.664465,-0.032266,0.002343,0.746619
-0.671241,-0.032191,0.003040,0.740533
-0.677484,-0.032119,0.003687,0.734827
-0.683678,-0.032044,0.004334,0.729067
-0.689822,-0.031967,0.004981,0.723255
-0.695450,-0.031894,0.005577,0.717845
-0.701036,-0.031819,0.006173,0.712389
-0.706578,-0.031742,0.006769,0.706891
-0.711620,-0.031670,0.007315,0.701812
-0.716626,-0.031596,0.007860,0.696697
-0.721595,-0.031521,0.008405,0.691547
-0.726080,-0.031451,0.008900,0.686833
-0.730534,-0.031379,0.009395,0.682090
-0.734957,-0.031306,0.009889,0.677319
-0.738910,-0.031239,0.010333,0.673000
-0.742839,-0.031172,0.010777,0.668657
-0.746741,-0.031103,0.011221,0.664292
-0.750189,-0.031041,0.011615,0.660393
-0.753616,-0.030979,0.012009,0.656475
-0.757022,-0.030915,0.012402,0.652539
-0.759986,-0.030859,0.012746,0.649081
-0.762934,-0.030802,0.013090,0.645609
-0.765866,-0.030744,0.013433,0.642124
-0.768367,-0.030694,0.013727,0.639126
-0.770855,-0.030643,0.014021,0.636118
-0.773332,-0.030592,0.014315,0.633101
-0.775387,-0.030549,0.014559,0.630579
-0.777434,-0.030506,0.014804,0.628050
-0.779472,-0.030463,0.015048,0.625515
-0.781097,-0.030428,0.015243,0.623482
-0.782716,-0.030393,0.015439,0.621445
-0.784330,-0.030357,0.015634,0.619403
-0.785537,-0.030330,0.015780,0.617869
-0.786741,-0.030304,0.015927,0.616333
-0.787942,-0.030277,0.016073,0.614794
-0.788741,-0.030259,0.016170,0.613767
-0.789539,-0.030241,0.016268,0.612739
-0.790335,-0.030223,0.016365,0.611710
-0.790733,-0.030214,0.016414,0.611195
-0.791130,-0.030205,0.016462,0.610680
-0.791527,-0.030196,0.016511,0.610164
-0.791527,-0.030195,0.016511,0.610164
-0.791527,-0.030195,0.016510,0.610164
-0.791527,-0.030194,0.016510,0.610164
-0.791527,-0.030191,0.016508,0.610164
-0.791528,-0.030188,0.016507,0.610164
-0.791528,-0.030185,0.016505,0.610164
-0.791528,-0.030177,0.016501,0.610164
-0.791528,-0.030169,0.016496,0.610164
-0.791529,-0.030161,0.016492,0.610165
-0.791529,-0.030146,0.016484,0.610165
-0.791530,-0.030130,0.016475,0.610165
-0.791530,-0.030115,0.016467,0.610165
-0.791531,-0.030091,0.016454,0.610166
-0.791532,-0.030066,0.016440,0.610166
-0.791533,-0.030042,0.016427,0.610167
-0.791534,-0.030007,0.016408,0.610168
-0.791535,-0.029972,0.016388,0.610168
-0.791536,-0.029937,0.016369,0.610169
-0.791538,-0.029890,0.016343,0.610170
-0.791540,-0.029843,0.016318,0.610171
-0.791541,-0.029796,0.016292,0.610171
-0.791543,-0.029736,0.016259,0.610173
-0.791545,-0.029676,0.016227,0.610174
-0.791547,-0.029616,0.016194,0.610175
-0.791550,-0.029541,0.016153,0.610176
-0.791552,-0.029467,0.016113,0.610178
-0.791555,-0.029392,0.016072,0.610179
-0.791558,-0.029303,0.016023,0.610181
-0.791561,-0.029213,0.015974,0.610182
-0.791564,-0.029124,0.015925,0.610184
-0.791568,-0.029019,0.015868,0.610186
-0.791571,-0.028915,0.015810,0.610188
-0.791575,-0.028810,0.015753,0.610190
-0.791579,-0.028689,0.015687,0.610192
-0.791583,-0.028568,0.015621,0.610194
-0.791587,-0.028447,0.015555,0.610196
-0.791591,-0.028310,0.015480,0.610198
-0.791596,-0.028174,0.015405,0.610201
-0.791600,-0.028037,0.015330,0.610203
-0.791608,-0.027808,0.015205,0.610207
-0.791615,-0.027578,0.015079,0.610211
-0.791623,-0.027325,0.014941,0.610216
-0.791631,-0.027071,0.014802,0.610220
-0.791640,-0.026794,0.014651,0.610225
-0.791648,-0.026517,0.014499,0.610229
-0.791658,-0.026217,0.014335,0.610234
-0.791667,-0.025917,0.014171,0.610239
-0.791676,-0.025595,0.013995,0.610244
-0.791686,-0.025273,0.013819,0.610249
-0.791696,-0.024930,0.013632,0.610254
-0.791706,-0.024586,0.013444,0.610259
-0.791717,-0.024223,0.013245,0.610264
-0.791727,-0.023860,0.013046,0.610269
-0.791738,-0.023478,0.012838,0.610275
-0.791748,-0.023096,0.012629,0.610280
-0.791759,-0.022697,0.012411,0.610286
-0.791770,-0.022298,0.012193,0.610291
-0.791781,-0.021883,0.011966,0.610296
-0.791792,-0.021469,0.011739,0.610301
-0.791803,-0.021041,0.011505,0.610306
-0.791813,-0.020612,0.011271,0.610311
-0.791824,-0.020172,0.011030,0.610316
-0.791835,-0.019731,0.010789,0.610321
-0.791845,-0.019280,0.010542,0.610326
-0.791856,-0.018830,0.010296,0.610331
-0.791866,-0.018371,0.010045,0.610335
-0.791877,-0.017912,0.009794,0.610340
-0.791887,-0.017447,0.009539,0.610344
-0.791897,-0.016982,0.009285,0.610348
-0.791907,-0.016513,0.009029,0.610352
-0.791916,-0.016043,0.008772,0.610356
-0.791926,-0.015572,0.008515,0.610360
-0.791935,-0.015100,0.008257,0.610363
-0.791944,-0.014629,0.007999,0.610366
-0.791953,-0.014157,0.007741,0.610369
-0.791961,-0.013688,0.007485,0.610372
-0.791969,-0.013218,0.007228,0.610375
-0.791977,-0.012753,0.006974,0.610378
-0.791985,-0.012288,0.006719,0.610380
-0.791992,-0.011829,0.006468,0.610382
-0.791999,-0.011370,0.006217,0.610384
-0.792006,-0.010919,0.005971,0.610386
-0.792013,-0.010468,0.005724,0.610388
-0.792019,-0.010027,0.005483,0.610389
-0.792025,-0.009587,0.005242,0.610391
-0.792031,-0.009159,0.005008,0.610392
-0.792036,-0.008730,0.004773,0.610393
-0.792042,-0.008316,0.004547,0.610394
-0.792047,-0.007901,0.004320,0.610394
-0.792051,-0.007501,0.004102,0.610394
-0.792056,-0.007102,0.003884,0.610395
-0.792060,-0.006720,0.003675,0.610395
-0.792064,-0.006339,0.003466,0.610396
-0.792067,-0.005975,0.003267,0.610396
-0.792071,-0.005612,0.003069,0.610396
-0.792074,-0.005269,0.002881,0.610396
-0.792077,-0.004925,0.002693,0.610395
-0.792080,-0.004603,0.002517,0.610395
-0.792083,-0.004281,0.002341,0.610394
-0.792085,-0.003981,0.002177,0.610394
-0.792087,-0.003681,0.002013,0.610393
-0.792089,-0.003404,0.001861,0.610393
-0.792091,-0.003126,0.001709,0.610392
-0.792093,-0.002873,0.001571,0.610392
-0.792095,-0.002619,0.001432,0.610391
-0.792096,-0.002389,0.001306,0.610390
-0.792097,-0.002160,0.001181,0.610390
-0.792099,-0.001955,0.001069,0.610389
-0.792100,-0.001749,0.000956,0.610388
-0.792101,-0.001568,0.000857,0.610387
-0.792102,-0.001387,0.000758,0.610387
-0.792102,-0.001229,0.000672,0.610386
-0.792103,-0.001072,0.000586,0.610386
-0.792104,-0.000938,0.000513,0.610386
-0.792104,-0.000804,0.000439,0.610385
-0.792105,-0.000692,0.000378,0.610385
-0.792105,-0.000580,0.000317,0.610384
-0.792106,-0.000490,0.000268,0.610384
-0.792106,-0.000400,0.000218,0.610383
-0.792107,-0.000330,0.000180,0.610383
-0.792107,-0.000259,0.000141,0.610382
-0.792107,-0.000207,0.000113,0.610382
-0.792107,-0.000154,0.000084,0.610382
-0.792107,-0.000118,0.000064,0.610382
-0.792107,-0.000081,0.000044,0.610382
-0.792108,-0.000058,0.000032,0.610382
-0.792108,-0.000035,0.000019,0.610381
-0.792108,-0.000023,0.000012,0.610381
-0.792108,-0.000011,0.000006,0.610381
-0.792108,-0.000006,0.000003,0.610381
-0.792108,-0.000001,0.000001,0.610381
-0.792108,-0.000000,0.000000,0.610381
-0.792108,0.000000,0.000000,0.610381
-0.792108,0.000000,0.000000,0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
0.792108,0.000000,0.000000,-0.610381
