index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786884122206.493,18910024.428,0.000000000,0.961253107,-0.123388991,0.244009674,-0.035026848
1,19.975,1786884122226.468,18910044.403,0.000000000,0.963274240,-0.120084509,0.237958848,-0.032526914
2,39.982,1786884122246.475,18910064.410,0.000000000,0.965195477,-0.117566988,0.231872305,-0.028477354
3,59.981,1786884122266.474,18910084.409,0.000000000,0.969761789,-0.113016255,0.215817049,-0.014575438
4,79.974,1786884122286.467,18910104.402,0.000000000,0.974373341,-0.109835379,0.196295217,-0.000970723
5,99.976,1786884122306.469,18910124.404,0.000000000,0.979513228,-0.103257038,0.172501028,0.011628019
6,119.973,1786884122326.467,18910144.402,0.000000000,0.986271262,-0.084764220,0.140333176,0.019764964
7,139.977,1786884122346.470,18910164.405,0.000000000,0.989081323,-0.072803281,0.126737744,0.018850399
8,159.973,1786884122366.466,18910184.401,0.000000000,0.992502272,-0.050087150,0.111313164,0.006320970
9,179.976,1786884122386.469,18910204.404,0.000000000,0.993800759,-0.036678705,0.104622066,-0.008304162
10,199.974,1786884122406.468,18910224.402,0.000000000,0.993990183,-0.026589191,0.104239509,-0.020265104
11,219.978,1786884122426.471,18910244.406,0.000000000,0.992927730,-0.028256385,0.113792017,-0.018641910
12,239.972,1786884122446.466,18910264.400,0.000000000,0.990025580,-0.042221945,0.134249061,-0.006619940
13,259.979,1786884122466.472,18910284.407,0.000000000,0.988459110,-0.049637813,0.143081203,0.003521576
14,279.979,1786884122486.472,18910304.407,0.000000000,0.985918701,-0.052979160,0.155852616,0.029452579
15,299.972,1786884122506.465,18910324.400,0.000000000,0.984337330,-0.051305890,0.162555799,0.044981271
16,319.973,1786884122526.466,18910344.401,0.000000000,0.982116103,-0.054882161,0.170490921,0.058040988
17,339.970,1786884122546.463,18910364.398,0.000000000,0.979962707,-0.059810221,0.175909281,0.071775429
18,359.981,1786884122566.474,18910384.409,0.000000000,0.978867412,-0.060830895,0.179255411,0.077367581
19,379.971,1786884122586.464,18910404.399,0.000000000,0.974953532,-0.064305261,0.195571542,0.084155932
20,399.976,1786884122606.469,18910424.404,0.000000000,0.972467244,-0.067037471,0.206374094,0.084988959
21,419.998,1786884122626.491,18910444.426,0.000000000,0.968071520,-0.072863385,0.225588053,0.081477150
22,439.979,1786884122646.472,18910464.407,0.000000000,0.965825856,-0.076438472,0.236652702,0.073028103
23,459.971,1786884122666.464,18910484.399,0.000000000,0.966584325,-0.074224435,0.239064723,0.055258263
24,479.973,1786884122686.466,18910504.401,0.000000000,0.967536151,-0.071074799,0.238658771,0.043175995
