index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28
0,0.000,1786884122206.493,18910024.428,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,19.975,1786884122226.468,18910044.403,0.000000000,-1.067333937,0.499706447,0.659781218,0.721972644,-0.253014356,-0.451837599,-1.255988479,-0.130529955,-0.698643982,0.127275988,1.529351830,0.459403634,-1.293637037,0.378571540,0.368883342,-0.025268689,0.252049148,-0.037304599,0.054674260,-0.172843784,0.238660499,-0.140192434,-0.445290655,0.446377039,-0.142257109,0.343015730,0.103515022,0.136763960,-0.354590297
2,39.982,1786884122246.475,18910064.410,0.000000000,-1.298960209,0.970527589,0.861827910,0.573706150,-0.736708462,-0.392581761,-1.575971723,0.427777141,-1.053112507,0.490866244,1.380710959,0.705522597,-2.142964602,-0.061341096,0.226389691,0.011375487,0.197372422,-0.043001208,-0.095305748,-0.340862066,0.092858136,-0.367963314,-1.210969806,0.455859542,-0.226532266,0.466388255,-0.181183279,0.348295599,-0.363753110
3,59.981,1786884122266.474,18910084.409,0.000000000,-1.646261215,1.762195349,0.673489749,0.481412530,-1.178116798,0.179653674,-1.590217948,1.529699683,-1.812251925,0.473333240,0.975229919,1.009737492,-2.717473030,-0.748207867,-0.113254711,-0.098538660,-0.221031636,-0.026506972,-0.268511981,-0.460790575,-0.191740990,-0.598449588,-2.201798201,0.336252153,-0.376774997,0.330087125,-0.443300962,0.538701594,-0.174877107
4,79.974,1786884122286.467,18910104.402,0.000000000,-1.251667619,1.553063273,0.278684139,0.256227672,-0.515227020,0.832906604,-0.074620068,0.043509576,-1.877909660,0.342176795,1.018668532,0.898921371,-2.995326042,-0.742144406,0.442294002,-0.088451631,-0.629657090,-0.149997070,-0.238523066,-0.294425666,-0.562113285,-1.038420081,-3.472834349,0.239525989,-0.480500758,0.414233893,-0.540906847,0.316430032,0.091170460
5,99.976,1786884122306.469,18910124.404,0.000000000,-0.302766263,0.200749785,-0.031589102,0.215754941,0.190184429,1.418951273,0.498017937,-1.012335658,-1.515407681,0.463795692,0.976138353,0.446500808,-2.796378613,-0.558782876,0.323843300,-0.201347470,-0.649399579,0.042226955,0.131121874,-0.286805272,-0.695599258,-1.374018669,-3.908128500,0.042805083,-0.563861072,0.319186658,-0.689901888,0.074207202,0.308715224
6,119.973,1786884122326.467,18910144.402,0.000000000,0.546663940,-0.450639784,-0.215957835,0.328654647,0.286471605,1.222444057,0.073733158,-0.876590669,-0.294577152,0.451618582,0.771692455,-0.069868803,-1.972734928,-0.251282573,-0.361022204,-0.256324559,-0.483572781,0.154543743,0.194138855,-0.365896791,-0.188897461,-1.385901928,-3.240703583,-0.105032705,-0.542507112,-0.006048854,-0.843536377,-0.026794855,0.285042495
7,139.977,1786884122346.470,18910164.405,0.000000000,0.581750214,0.096658953,-0.487359941,0.473580658,-0.017878352,0.372345626,0.075144142,-0.652042687,0.979907632,0.385211408,0.460423261,-0.439167261,-0.534955919,1.014354467,-0.287803739,-0.163898677,-0.269243449,-0.011659782,0.197632641,-0.380184084,0.599965155,-1.310864210,-1.993623853,-0.039458461,-0.475924164,-0.314268112,-0.805436730,0.097526148,0.213691697
8,159.973,1786884122366.466,18910184.401,0.000000000,0.453832924,0.362203896,-0.630029321,0.512944400,-0.431892753,-0.405379921,-0.249900684,-0.433514148,1.590248942,0.458119094,0.116026223,-0.660215318,0.590651453,2.393865108,-0.200815335,0.087207913,-0.038418524,-0.047409419,0.210082918,-0.287071943,0.982221067,-1.213822484,-0.776799262,0.122206978,-0.576305687,-0.494780838,-0.933065712,0.525029898,0.196225390
9,179.976,1786884122386.469,18910204.404,0.000000000,-1.044054151,0.471520185,-0.268448681,0.025422147,-1.252492070,-1.756046772,-0.903907478,-0.129770473,2.712936163,2.052115202,-0.647867918,-0.716421008,0.647140205,1.204098344,-0.270945460,0.529146671,0.342445761,-0.111743957,0.066321515,0.165954605,0.878654122,-0.920060992,-0.072120614,0.200340375,-0.668052852,-0.496106535,-1.426373363,1.288553715,-0.221810088
