index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_wx,base_wy,base_wz
0,0.000,1786883914116.474,18701934.409,0.000000000,-0.093666092,1.131927848,-0.013295103
1,19.989,1786883914136.462,18701954.397,0.000000000,-1.098063469,1.527409911,0.361096263
2,39.986,1786883914156.459,18701974.394,0.000000000,-1.295268297,1.169853926,0.735726833
3,59.988,1786883914176.461,18701994.396,0.000000000,-0.469124228,0.968908668,0.743261576
4,79.983,1786883914196.456,18702014.391,0.000000000,-0.991630793,0.799311817,1.100133777
5,99.987,1786883914216.460,18702034.395,0.000000000,-1.419215679,1.172777176,0.824408174
6,119.984,1786883914236.458,18702054.393,0.000000000,-1.551880479,-0.049956646,-1.153994679
7,139.988,1786883914256.461,18702074.396,0.000000000,-1.123601198,-2.114190817,-1.471914053
8,159.984,1786883914276.457,18702094.392,0.000000000,0.917342365,-1.321102500,-1.098737478
9,179.985,1786883914296.458,18702114.393,0.000000000,1.235610723,0.200219020,0.699233055
10,199.983,1786883914316.457,18702134.391,0.000000000,2.719295740,0.043448251,0.265874296
11,219.988,1786883914336.461,18702154.397,0.000000000,2.897289991,-0.127115518,0.729735196
12,239.986,1786883914356.460,18702174.395,0.000000000,0.154244289,3.396795511,1.373399496
13,259.984,1786883914376.458,18702194.393,0.000000000,-1.416064024,2.652814865,-0.341780633
14,279.987,1786883914396.461,18702214.396,0.000000000,-1.973453641,-0.859903157,-0.020806601
15,299.984,1786883914416.458,18702234.393,0.000000000,-0.653219521,-1.103802204,-0.057944052
16,319.986,1786883914436.460,18702254.395,0.000000000,-0.627956748,0.448938757,-0.312409282
17,339.983,1786883914456.457,18702274.392,0.000000000,-1.422059894,1.498423576,0.443499565
18,359.986,1786883914476.460,18702294.395,0.000000000,-1.607267499,1.098754764,1.081682920
19,379.984,1786883914496.457,18702314.392,0.000000000,-0.316282094,0.703287542,0.353795797
20,399.986,1786883914516.460,18702334.395,0.000000000,0.692380011,-0.481997609,-0.153888106
21,419.983,1786883914536.456,18702354.391,0.000000000,1.763663888,-1.623540878,-2.235954285
22,439.982,1786883914556.456,18702374.391,0.000000000,1.658972621,-1.784875035,-2.368953705
23,459.989,1786883914576.463,18702394.398,0.000000000,1.000410318,0.362083614,-3.052669525
24,479.985,1786883914596.459,18702414.394,0.000000000,0.818798780,0.273984641,-2.786314011
25,499.985,1786883914616.459,18702434.394,0.000000000,0.288378954,0.425292671,-1.200129986
26,519.983,1786883914636.456,18702454.391,0.000000000,-0.313445807,-0.310951561,0.308917522
27,539.989,1786883914656.462,18702474.397,0.000000000,0.065751255,-0.557732105,0.310763955
28,559.993,1786883914676.467,18702494.402,0.000000000,-0.481172562,-0.369665444,1.047414660
29,579.991,1786883914696.465,18702514.400,0.000000000,-0.758829117,-0.188702106,1.495874643
30,599.984,1786883914716.458,18702534.393,0.000000000,-0.452314436,-0.358222246,0.302594215
31,619.985,1786883914736.459,18702554.394,0.000000000,0.094633348,-0.213089973,-0.173551142
32,639.986,1786883914756.459,18702574.394,0.000000000,0.076162815,-0.345234722,-0.011891319
33,659.990,1786883914776.464,18702594.398,0.000000000,-0.157277107,-0.024284614,-0.100225613
34,679.985,1786883914796.459,18702614.394,0.000000000,-0.254498243,0.405520201,-0.669186056
35,699.983,1786883914816.456,18702634.391,0.000000000,0.104267195,0.090391554,-1.143375516
36,719.989,1786883914836.462,18702654.397,0.000000000,0.986462057,-0.367069364,-1.470956564
37,739.988,1786883914856.462,18702674.397,0.000000000,0.366786182,-0.862865329,-0.244164735
38,759.999,1786883914876.473,18702694.408,0.000000000,-0.295928627,-0.644118965,-0.056581862
39,779.989,1786883914896.463,18702714.398,0.000000000,-0.448360294,-0.587048769,0.085040383
40,799.985,1786883914916.459,18702734.394,0.000000000,-0.345681190,-0.535962760,0.146025673
41,819.985,1786883914936.459,18702754.394,0.000000000,-0.328681439,-0.397594303,0.438813716
42,840.017,1786883914956.490,18702774.425,0.000000000,-0.236400649,-0.150291681,0.370107919
43,859.987,1786883914976.461,18702794.396,0.000000000,-0.742213726,-0.526019335,-0.016327657
44,879.984,1786883914996.457,18702814.392,0.000000000,0.249483362,-0.659027278,-0.307245761
45,899.985,1786883915016.459,18702834.394,0.000000000,0.259446830,0.045140613,0.264462531
46,919.983,1786883915036.457,18702854.392,0.000000000,0.071054637,0.014487675,0.540724874
