index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786883914116.474,18701934.409,0.000000000,0.960754156,-0.127316356,0.243820354,-0.035966489
1,19.989,1786883914136.462,18701954.397,0.000000000,0.963667810,-0.122945391,0.234979317,-0.031835724
2,39.986,1786883914156.459,18701974.394,0.000000000,0.965732932,-0.120242827,0.228398159,-0.027126729
3,59.988,1786883914176.461,18701994.396,0.000000000,0.970515430,-0.115662783,0.211204663,-0.010701531
4,79.983,1786883914196.456,18702014.391,0.000000000,0.974897802,-0.111388586,0.192737386,0.004376937
5,99.987,1786883914216.460,18702034.395,0.000000000,0.980054319,-0.102268271,0.169737145,0.014968826
6,119.984,1786883914236.458,18702054.393,0.000000000,0.987307429,-0.081332318,0.134911373,0.020200135
7,139.988,1786883914256.461,18702074.396,0.000000000,0.990285277,-0.068527386,0.119696826,0.017655596
8,159.984,1786883914276.457,18702094.392,0.000000000,0.993699312,-0.046534665,0.101916492,0.003040226
9,179.985,1786883914296.458,18702114.393,0.000000000,0.994213998,-0.040172294,0.099525079,-0.004407493
10,199.983,1786883914316.457,18702134.391,0.000000000,0.993322253,-0.036851559,0.108681478,-0.011884619
11,219.988,1786883914336.461,18702154.397,0.000000000,0.991772532,-0.041440599,0.120699763,-0.010073404
12,239.986,1786883914356.460,18702174.395,0.000000000,0.987715542,-0.057266261,0.145297781,0.005209108
13,259.984,1786883914376.458,18702194.393,0.000000000,0.986973822,-0.062820435,0.145640418,0.026927359
14,279.987,1786883914396.461,18702214.396,0.000000000,0.985764682,-0.062030226,0.149538040,0.045371812
15,299.984,1786883914416.458,18702234.393,0.000000000,0.984511018,-0.060119830,0.157676071,0.047559205
16,319.986,1786883914436.460,18702254.395,0.000000000,0.983048916,-0.059075836,0.166187927,0.050064139
17,339.983,1786883914456.457,18702274.392,0.000000000,0.982387543,-0.056485083,0.170321137,0.052103970
18,359.986,1786883914476.460,18702294.395,0.000000000,0.982256830,-0.051419914,0.172132045,0.053833898
19,379.984,1786883914496.457,18702314.392,0.000000000,0.981870770,-0.044177126,0.176760778,0.052285928
20,399.986,1786883914516.460,18702334.395,0.000000000,0.981583774,-0.040901035,0.180360496,0.047858573
21,419.983,1786883914536.456,18702354.391,0.000000000,0.979579031,-0.036191497,0.195305973,0.031155761
22,439.982,1786883914556.456,18702374.391,0.000000000,0.978363812,-0.033565499,0.203153491,0.020154867
23,459.989,1786883914576.463,18702394.398,0.000000000,0.977532983,-0.025108909,0.209230229,-0.004644256
24,479.985,1786883914596.459,18702414.394,0.000000000,0.977743626,-0.019157758,0.207831338,-0.021366097
25,499.985,1786883914616.459,18702434.394,0.000000000,0.978340268,-0.015219425,0.203732550,-0.033343341
26,519.983,1786883914636.456,18702454.391,0.000000000,0.979577124,-0.013667289,0.196846962,-0.038641382
27,539.989,1786883914656.462,18702474.397,0.000000000,0.980053365,-0.014542720,0.194654778,-0.037328664
28,559.993,1786883914676.467,18702494.402,0.000000000,0.980475426,-0.021352468,0.193240032,-0.029501073
29,579.991,1786883914696.465,18702514.400,0.000000000,0.980581820,-0.025740094,0.192880392,-0.024369182
30,599.984,1786883914716.458,18702534.393,0.000000000,0.980520070,-0.035497736,0.192584500,-0.015213909
31,619.985,1786883914736.459,18702554.394,0.000000000,0.980260491,-0.041359846,0.192864165,-0.013496399
32,639.986,1786883914756.459,18702574.394,0.000000000,0.979002059,-0.053051218,0.196169600,-0.016063325
33,659.990,1786883914776.464,18702594.398,0.000000000,0.977705598,-0.059211109,0.200177401,-0.022688786
34,679.985,1786883914796.459,18702614.394,0.000000000,0.976347983,-0.062793441,0.203439504,-0.037602104
35,699.983,1786883914816.456,18702634.391,0.000000000,0.975336492,-0.062163439,0.204920545,-0.053497452
36,719.989,1786883914836.462,18702654.397,0.000000000,0.974513948,-0.059851453,0.204325765,-0.070649482
37,739.988,1786883914856.462,18702674.397,0.000000000,0.974145889,-0.057449337,0.201152414,-0.085305892
