index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,left_hand_q_0,left_hand_q_1,left_hand_q_2,left_hand_q_3,left_hand_q_4,left_hand_q_5,left_hand_q_6
0,0.000,1786883914116.474,18701934.409,0.000000000,-0.007065697,0.152603060,0.072138436,-0.034589283,-0.040587611,-0.034954235,-0.040490940
1,19.989,1786883914136.462,18701954.397,0.000000000,-0.007054431,0.149116442,0.075840294,-0.038439691,-0.044307835,-0.038381841,-0.044148583
2,39.986,1786883914156.459,18701974.394,0.000000000,-0.007339697,0.148196265,0.081868567,-0.043775316,-0.049537782,-0.043499246,-0.049346179
3,59.988,1786883914176.461,18701994.396,0.000000000,-0.008013116,0.149796024,0.101045586,-0.059549022,-0.065144069,-0.059095636,-0.064926118
4,79.983,1786883914196.456,18702014.391,0.000000000,-0.008389499,0.151461288,0.120203771,-0.074861884,-0.080392174,-0.074558236,-0.080196269
5,99.987,1786883914216.460,18702034.395,0.000000000,-0.008426015,0.150674030,0.140977114,-0.092368372,-0.097945057,-0.092249468,-0.097776286
6,119.984,1786883914236.458,18702054.393,0.000000000,-0.008405897,0.146501154,0.170510411,-0.118327588,-0.124101482,-0.118466370,-0.123970583
7,139.988,1786883914256.461,18702074.396,0.000000000,-0.008393715,0.143068165,0.185845852,-0.132241324,-0.138116956,-0.132379130,-0.137985840
8,159.984,1786883914276.457,18702094.392,0.000000000,-0.008372849,0.133152887,0.217202619,-0.162228227,-0.167709634,-0.161905512,-0.167510003
9,179.985,1786883914296.458,18702114.393,0.000000000,-0.008362865,0.126846269,0.233116627,-0.178262129,-0.183167949,-0.177648202,-0.182925090
10,199.983,1786883914316.457,18702134.391,0.000000000,-0.008343283,0.112506695,0.265276968,-0.212460905,-0.215188414,-0.211272046,-0.214860201
11,219.988,1786883914336.461,18702154.397,0.000000000,-0.008332729,0.105097726,0.281528264,-0.230371848,-0.231634006,-0.228878528,-0.231260940
12,239.986,1786883914356.460,18702174.395,0.000000000,-0.008303112,0.092244104,0.314567327,-0.266304225,-0.264980555,-0.264682531,-0.264595479
13,259.984,1786883914376.458,18702194.393,0.000000000,-0.008274559,0.085795633,0.339939922,-0.292655140,-0.290164858,-0.291276574,-0.289819837
14,279.987,1786883914396.461,18702214.396,0.000000000,-0.008244408,0.079824276,0.374253720,-0.327095956,-0.323927909,-0.325599730,-0.323570102
15,299.984,1786883914416.458,18702234.393,0.000000000,-0.008225269,0.076821133,0.400242209,-0.352317899,-0.349321246,-0.350626260,-0.348949045
16,319.986,1786883914436.460,18702254.395,0.000000000,-0.008204390,0.075214438,0.426416874,-0.377411574,-0.374780178,-0.375533611,-0.374404967
17,339.983,1786883914456.457,18702274.392,0.000000000,-0.008179946,0.074790835,0.452745795,-0.402566493,-0.400302261,-0.400637478,-0.399944097
18,359.986,1786883914476.460,18702294.395,0.000000000,-0.008153252,0.074652195,0.479164600,-0.427986354,-0.425909281,-0.426097602,-0.425572962
19,379.984,1786883914496.457,18702314.392,0.000000000,-0.008118340,0.074497119,0.514453411,-0.461948156,-0.460154295,-0.460122585,-0.459830731
20,399.986,1786883914516.460,18702334.395,0.000000000,-0.008101934,0.074416488,0.532125235,-0.478735566,-0.477290481,-0.476852447,-0.476957113
21,419.983,1786883914536.456,18702354.391,0.000000000,-0.008070368,0.074246965,0.567531288,-0.511395991,-0.511525810,-0.509494603,-0.511177480
