index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28
0,0.000,1786883914116.474,18701934.409,0.000000000,-0.282134503,0.001850556,-0.002073399,0.656504154,-0.357304990,0.000024713,-0.282997370,0.001782296,-0.000624501,0.655992687,-0.357112169,0.000028925,-0.014274768,-0.256810904,0.465035617,0.019621938,0.232754797,0.039529499,0.638296664,-0.011565977,0.007329877,0.016984692,0.064846583,-0.033843741,0.060463183,0.651746809,0.001984141,0.017329413,0.012060939
1,19.989,1786883914136.462,18701954.397,0.000000000,-0.333809078,-0.002479000,-0.062587731,0.682983160,-0.329940259,-0.005242548,-0.335695416,0.004173070,-0.023327941,0.733076990,-0.339800239,0.002464530,-0.020194709,-0.232251361,0.407253832,0.039722335,0.224467084,0.025080070,0.629271388,0.013512257,0.013636809,0.016022459,0.086230353,-0.044966388,0.063174076,0.644010007,-0.005463828,0.025660815,0.006965937
2,39.986,1786883914156.459,18701974.394,0.000000000,-0.357769102,-0.001122571,-0.120111115,0.701644003,-0.320441604,-0.007514425,-0.350064844,0.007583958,-0.042868119,0.783505797,-0.327036977,0.001400188,-0.019515779,-0.211626410,0.380453616,0.052924503,0.219337434,0.013133870,0.616504729,0.032358095,0.017919827,0.017410956,0.096793644,-0.052704159,0.064584307,0.637983084,-0.013515572,0.035480607,0.002758274
3,59.988,1786883914176.461,18701994.396,0.000000000,-0.401121587,-0.004837813,-0.233796716,0.743349195,-0.349939942,-0.023175072,-0.342015743,0.007030785,-0.038666070,0.848945618,-0.330176175,-0.018379096,-0.003483617,-0.181440532,0.323301494,0.090819873,0.213130206,-0.022191197,0.568807900,0.063207984,0.028376359,0.022088291,0.122161381,-0.066439167,0.060005378,0.603137612,-0.039195653,0.074440047,-0.000800717
4,79.983,1786883914196.456,18702014.391,0.000000000,-0.436653107,0.018784760,-0.248283744,0.754685402,-0.390029639,-0.030949656,-0.306971759,-0.001303208,-0.022858953,0.872239769,-0.337738395,-0.032169126,0.003000626,-0.158143103,0.270220280,0.137265563,0.205922529,-0.049036674,0.514730155,0.073595516,0.035476010,0.024268160,0.147784323,-0.079299420,0.046855439,0.533278227,-0.067397743,0.122978620,0.006841196
5,99.987,1786883914216.460,18702034.395,0.000000000,-0.475344747,0.064963266,-0.215299994,0.749657273,-0.404523969,-0.029232908,-0.263079643,-0.012576256,-0.034510829,0.895816505,-0.344784409,-0.032459024,-0.005230407,-0.117513895,0.205629468,0.200480506,0.192338318,-0.073787645,0.452779382,0.075257704,0.040453389,0.022921022,0.173129380,-0.099659458,0.025752652,0.421106309,-0.099431403,0.184346229,0.020419920
6,119.984,1786883914236.458,18702054.393,0.000000000,-0.491562754,0.126005948,-0.181971982,0.730143964,-0.316330671,-0.023796769,-0.208248600,-0.017012943,-0.057498686,0.919347227,-0.373584002,-0.013256452,-0.003876229,-0.040331662,0.125439122,0.290824711,0.166139856,-0.102944620,0.371275544,0.059364006,0.041901670,0.018428994,0.179799661,-0.141993463,0.001626670,0.248457476,-0.139546633,0.251808107,0.031914111
7,139.988,1786883914256.461,18702074.396,0.000000000,-0.468682349,0.145914361,-0.180202156,0.721763432,-0.236048996,-0.022390351,-0.170648292,-0.024410997,-0.069408976,0.917705476,-0.380979270,-0.002061833,0.001179134,-0.002137913,0.110486947,0.328801125,0.152512282,-0.112819374,0.333742470,0.049183268,0.039132904,0.016884115,0.158601016,-0.169283777,0.001011671,0.179216787,-0.155517176,0.254092604,0.029833412
8,159.984,1786883914276.457,18702094.392,0.000000000,-0.450813204,0.120244689,-0.219316497,0.824813426,-0.112868398,-0.023213586,-0.092882656,-0.081332915,-0.103106819,0.861662805,-0.345345855,0.008225881,-0.013607039,0.037989113,0.109618522,0.379462421,0.138225168,-0.120702989,0.269171149,0.043838970,0.023881828,0.017424306,0.078917027,-0.222055629,0.025793565,0.114316911,-0.187987134,0.166598231,0.008252277
9,179.985,1786883914296.458,18702114.393,0.000000000,-0.470206320,0.084423795,-0.240496114,0.930922091,-0.154366046,-0.022429945,-0.067288347,-0.125854015,-0.116099969,0.819149315,-0.311657906,0.007347960,-0.023978788,0.035320483,0.113967128,0.387813717,0.140787765,-0.119189471,0.243768647,0.045120753,0.012915965,0.019656498,0.030087929,-0.240142822,0.041419394,0.103210934,-0.203058377,0.108673312,-0.006171309
10,199.983,1786883914316.457,18702134.391,0.000000000,-0.552705467,0.000866893,-0.261736065,1.157922149,-0.433613807,-0.015010193,-0.032775268,-0.227287367,-0.127633691,0.719253898,-0.055964086,-0.010564142,-0.038580079,-0.013163601,0.146255404,0.361521393,0.167618141,-0.101514757,0.204332963,0.060007729,-0.015545602,0.029185677,-0.071856000,-0.261236459,0.068312839,0.096994907,-0.222902030,-0.002659008,-0.045138016
11,219.988,1786883914336.461,18702154.397,0.000000000,-0.600832939,-0.029331701,-0.258534223,1.227061868,-0.554789066,-0.012362553,-0.021740271,-0.272823334,-0.117391303,0.673954427,0.155572474,-0.024637485,-0.036102325,-0.054511119,0.174463704,0.331247866,0.192120239,-0.086747549,0.186429903,0.075711533,-0.029533831,0.036725845,-0.119918197,-0.269955307,0.082048520,0.091877006,-0.227930173,-0.045585208,-0.066173680
12,239.986,1786883914356.460,18702174.395,0.000000000,-0.714268327,-0.034176435,-0.260161847,1.169294596,-0.376345605,0.042177055,-0.052048173,-0.316444576,-0.095845059,0.687395632,-0.014162038,0.076869272,-0.009159002,-0.114118844,0.166125551,0.277770847,0.250060290,-0.080666453,0.134179175,0.096553318,-0.014846325,0.064433992,-0.165022165,-0.286581576,0.088373050,0.046800163,-0.223919272,-0.080068067,-0.076329321
