index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59,token_60,token_61,token_62,token_63
0,0.000,1786877137760.462,11925578.398,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.250000000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
1,19.994,1786877137780.456,11925598.391,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.250000000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
2,39.990,1786877137800.453,11925618.388,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.312500000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
3,59.992,1786877137820.455,11925638.390,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.312500000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.125000000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.250000000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
4,79.992,1786877137840.454,11925658.389,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.312500000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.250000000,-0.062500000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.125000000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.250000000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
5,99.994,1786877137860.456,11925678.391,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.437500000,0.187500000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.312500000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.250000000,-0.062500000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.125000000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.250000000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
6,119.990,1786877137880.453,11925698.388,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.312500000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.125000000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.250000000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
7,139.989,1786877137900.452,11925718.387,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.250000000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.312500000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.250000000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
8,159.994,1786877137920.456,11925738.391,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.250000000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.250000000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.187500000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
9,179.991,1786877137940.454,11925758.389,0.000000000,0.000000000,-0.187500000,0.187500000,-0.125000000,-0.250000000,0.250000000,0.000000000,-0.062500000,0.187500000,-0.375000000,0.125000000,-0.187500000,-0.062500000,0.187500000,-0.437500000,-0.187500000,0.375000000,0.000000000,-0.250000000,0.437500000,-0.250000000,-0.062500000,0.187500000,-0.062500000,-0.312500000,-0.250000000,0.187500000,-0.062500000,0.125000000,-0.250000000,0.125000000,0.062500000,0.062500000,0.375000000,-0.250000000,0.125000000,-0.250000000,-0.312500000,0.000000000,-0.250000000,-0.125000000,0.000000000,-0.125000000,-0.187500000,-0.187500000,-0.187500000,0.187500000,-0.125000000,-0.062500000,0.250000000,-0.500000000,-0.125000000,0.125000000,-0.062500000,0.250000000,0.062500000,-0.187500000,0.250000000,0.375000000,0.187500000,0.562500000,0.125000000,-0.125000000,0.375000000
