index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,motion_name
0,0.000,1786877137760.462,11925578.398,0.000000000,"s_batido_v8_landing_sonic"
1,19.994,1786877137780.456,11925598.391,0.000000000,"s_batido_v8_landing_sonic"
2,39.990,1786877137800.453,11925618.388,0.000000000,"s_batido_v8_landing_sonic"
3,59.992,1786877137820.455,11925638.390,0.000000000,"s_batido_v8_landing_sonic"
4,79.992,1786877137840.454,11925658.389,0.000000000,"s_batido_v8_landing_sonic"
5,99.994,1786877137860.456,11925678.391,0.000000000,"s_batido_v8_landing_sonic"
6,119.990,1786877137880.453,11925698.388,0.000000000,"s_batido_v8_landing_sonic"
7,139.989,1786877137900.452,11925718.387,0.000000000,"s_batido_v8_landing_sonic"
8,159.994,1786877137920.456,11925738.391,0.000000000,"s_batido_v8_landing_sonic"
9,179.991,1786877137940.454,11925758.389,0.000000000,"s_batido_v8_landing_sonic"
10,199.993,1786877137960.455,11925778.390,0.000000000,"s_batido_v8_landing_sonic"
11,219.994,1786877137980.457,11925798.392,0.000000000,"s_batido_v8_landing_sonic"
12,239.991,1786877138000.454,11925818.389,0.000000000,"s_batido_v8_landing_sonic"
13,259.991,1786877138020.454,11925838.388,0.000000000,"s_batido_v8_landing_sonic"
14,279.991,1786877138040.454,11925858.388,0.000000000,"s_batido_v8_landing_sonic"
15,299.996,1786877138060.459,11925878.394,0.000000000,"s_batido_v8_landing_sonic"
16,319.990,1786877138080.452,11925898.387,0.000000000,"s_batido_v8_landing_sonic"
17,339.989,1786877138100.452,11925918.387,0.000000000,"s_batido_v8_landing_sonic"
18,359.992,1786877138120.454,11925938.389,0.000000000,"s_batido_v8_landing_sonic"
19,379.990,1786877138140.453,11925958.387,0.000000000,"s_batido_v8_landing_sonic"
20,399.990,1786877138160.452,11925978.387,0.000000000,"s_batido_v8_landing_sonic"
21,420.160,1786877138180.623,11925998.558,0.000000000,"s_batido_v8_landing_sonic"
22,439.997,1786877138200.460,11926018.395,0.000000000,"s_batido_v8_landing_sonic"
23,460.002,1786877138220.464,11926038.399,0.000000000,"s_batido_v8_landing_sonic"
24,479.992,1786877138240.455,11926058.390,0.000000000,"s_batido_v8_landing_sonic"
25,499.993,1786877138260.455,11926078.390,0.000000000,"s_batido_v8_landing_sonic"
26,519.991,1786877138280.454,11926098.389,0.000000000,"s_batido_v8_landing_sonic"
27,539.991,1786877138300.454,11926118.389,0.000000000,"s_batido_v8_landing_sonic"
28,559.991,1786877138320.453,11926138.388,0.000000000,"s_batido_v8_landing_sonic"
29,579.991,1786877138340.454,11926158.389,0.000000000,"s_batido_v8_landing_sonic"
30,599.990,1786877138360.453,11926178.388,0.000000000,"s_batido_v8_landing_sonic"
31,619.992,1786877138380.455,11926198.390,0.000000000,"s_batido_v8_landing_sonic"
32,639.990,1786877138400.453,11926218.387,0.000000000,"s_batido_v8_landing_sonic"
33,659.990,1786877138420.453,11926238.388,0.000000000,"s_batido_v8_landing_sonic"
34,679.995,1786877138440.457,11926258.392,0.000000000,"s_batido_v8_landing_sonic"
35,699.993,1786877138460.456,11926278.391,0.000000000,"s_batido_v8_landing_sonic"
36,719.992,1786877138480.455,11926298.389,0.000000000,"s_batido_v8_landing_sonic"
37,739.994,1786877138500.457,11926318.392,0.000000000,"s_batido_v8_landing_sonic"
38,759.991,1786877138520.454,11926338.388,0.000000000,"s_batido_v8_landing_sonic"
39,779.992,1786877138540.455,11926358.389,0.000000000,"s_batido_v8_landing_sonic"
40,799.992,1786877138560.455,11926378.390,0.000000000,"s_batido_v8_landing_sonic"
41,819.995,1786877138580.457,11926398.392,0.000000000,"s_batido_v8_landing_sonic"
42,839.992,1786877138600.455,11926418.390,0.000000000,"s_batido_v8_landing_sonic"
43,859.991,1786877138620.454,11926438.389,0.000000000,"s_batido_v8_landing_sonic"
44,879.990,1786877138640.453,11926458.388,0.000000000,"s_batido_v8_landing_sonic"
45,899.990,1786877138660.452,11926478.387,0.000000000,"s_batido_v8_landing_sonic"
46,919.992,1786877138680.454,11926498.389,0.000000000,"s_batido_v8_landing_sonic"
47,939.995,1786877138700.457,11926518.392,0.000000000,"s_batido_v8_landing_sonic"
48,959.995,1786877138720.457,11926538.392,0.000000000,"s_batido_v8_landing_sonic"
49,979.991,1786877138740.454,11926558.389,0.000000000,"s_batido_v8_landing_sonic"
50,999.995,1786877138760.457,11926578.392,0.000000000,"s_batido_v8_landing_sonic"
51,1020.001,1786877138780.464,11926598.398,0.000000000,"s_batido_v8_landing_sonic"
52,1039.999,1786877138800.461,11926618.396,0.000000000,"s_batido_v8_landing_sonic"
53,1059.996,1786877138820.458,11926638.393,0.000000000,"s_batido_v8_landing_sonic"
54,1079.995,1786877138840.457,11926658.392,0.000000000,"s_batido_v8_landing_sonic"
55,1099.998,1786877138860.460,11926678.395,0.000000000,"s_batido_v8_landing_sonic"
56,1119.992,1786877138880.455,11926698.390,0.000000000,"s_batido_v8_landing_sonic"
57,1139.999,1786877138900.462,11926718.397,0.000000000,"s_batido_v8_landing_sonic"
58,1159.999,1786877138920.461,11926738.396,0.000000000,"s_batido_v8_landing_sonic"
59,1179.999,1786877138940.462,11926758.397,0.000000000,"s_batido_v8_landing_sonic"
60,1199.994,1786877138960.457,11926778.392,0.000000000,"s_batido_v8_landing_sonic"
61,1219.995,1786877138980.458,11926798.393,0.000000000,"s_batido_v8_landing_sonic"
62,1239.997,1786877139000.459,11926818.394,0.000000000,"s_batido_v8_landing_sonic"
63,1259.995,1786877139020.458,11926838.393,0.000000000,"s_batido_v8_landing_sonic"
64,1279.991,1786877139040.454,11926858.389,0.000000000,"s_batido_v8_landing_sonic"
65,1299.995,1786877139060.458,11926878.393,0.000000000,"s_batido_v8_landing_sonic"
66,1319.994,1786877139080.456,11926898.391,0.000000000,"s_batido_v8_landing_sonic"
67,1339.993,1786877139100.456,11926918.391,0.000000000,"s_batido_v8_landing_sonic"
68,1359.996,1786877139120.458,11926938.393,0.000000000,"s_batido_v8_landing_sonic"
69,1379.994,1786877139140.456,11926958.391,0.000000000,"s_batido_v8_landing_sonic"
70,1400.000,1786877139160.463,11926978.398,0.000000000,"s_batido_v8_landing_sonic"
71,1419.997,1786877139180.459,11926998.394,0.000000000,"s_batido_v8_landing_sonic"
72,1439.995,1786877139200.458,11927018.393,0.000000000,"s_batido_v8_landing_sonic"
73,1459.997,1786877139220.460,11927038.395,0.000000000,"s_batido_v8_landing_sonic"
74,1479.995,1786877139240.457,11927058.392,0.000000000,"s_batido_v8_landing_sonic"
75,1499.996,1786877139260.458,11927078.393,0.000000000,"s_batido_v8_landing_sonic"
76,1519.993,1786877139280.456,11927098.391,0.000000000,"s_batido_v8_landing_sonic"
77,1539.999,1786877139300.462,11927118.397,0.000000000,"s_batido_v8_landing_sonic"
78,1559.998,1786877139320.460,11927138.395,0.000000000,"s_batido_v8_landing_sonic"
79,1579.995,1786877139340.458,11927158.393,0.000000000,"s_batido_v8_landing_sonic"
80,1599.993,1786877139360.455,11927178.390,0.000000000,"s_batido_v8_landing_sonic"
