index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28
0,0.000,1786880068165.615,14855983.549,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,19.985,1786880068185.599,14856003.534,0.000000000,-1.042448044,0.456402242,0.624759614,0.761826396,-0.259975165,-0.445550293,-1.239820361,-0.105738118,-0.657635689,0.084382758,1.543105841,0.488871634,-1.271827221,0.360800773,0.378393352,-0.041295975,0.281883508,-0.040854674,0.049542099,-0.152524948,0.250331759,-0.140950590,-0.493372828,0.405149668,-0.153645501,0.293763787,0.143056735,0.104772747,-0.334054202
2,39.984,1786880068205.599,14856023.534,0.000000000,-1.323154926,0.907967746,0.841549814,0.587275445,-0.697923899,-0.455323786,-1.551333666,0.433819205,-1.001577973,0.394549072,1.460382462,0.742466748,-2.108399868,-0.070820197,0.237391591,-0.023956962,0.243318036,-0.063695952,-0.096629821,-0.332026750,0.106055021,-0.388264209,-1.253460050,0.415435880,-0.243144080,0.385365188,-0.114942469,0.292075604,-0.363446206
3,59.983,1786880068225.598,14856043.533,0.000000000,-1.646192074,1.331218958,0.671000957,0.216801032,-0.644422054,0.063127831,-1.048104167,0.673802257,-1.359817147,0.204750821,1.354837060,0.964775741,-2.679564714,-0.578247368,0.050677776,-0.241119981,-0.125391647,-0.220836133,-0.255290985,-0.410020918,-0.197058007,-0.603706777,-2.294935942,0.306701064,-0.350734025,0.373297900,-0.246633738,0.332431525,-0.224642172
4,79.986,1786880068245.601,14856063.536,0.000000000,-1.057809949,0.751135051,0.125132084,0.230621040,0.022531224,0.958073676,0.265225112,-0.322224349,-1.485258341,0.018309463,1.292562485,0.867071092,-2.830624342,-0.591910660,-0.104296297,-0.332142800,-0.422896147,0.000219405,-0.017616905,-0.423242062,-0.544828892,-0.837086320,-3.345595121,0.147758916,-0.542755008,0.318567574,-0.313086778,0.159445524,0.016993690
5,99.986,1786880068265.600,14856083.535,0.000000000,0.115674555,-0.098151371,-0.018876504,0.359630585,0.232460961,1.388363838,0.298400849,-0.597556651,-0.927986205,0.054190662,0.970351398,0.353097737,-2.414571524,-0.727292478,-0.302694738,-0.488809377,-0.367249101,0.107914492,0.156616360,-0.564168215,-0.406130970,-1.173567414,-3.430454969,-0.062656902,-0.548135579,0.019096415,-0.495491982,-0.015301909,0.116825774
6,119.984,1786880068285.599,14856103.534,0.000000000,0.600446403,-0.179847375,-0.216220126,0.457621723,0.084069386,0.855834007,0.038358681,-0.607630491,0.384457797,-0.073862851,0.630619168,-0.279063195,-1.248793960,-0.923213243,-0.190951049,-0.478033274,-0.079503521,0.067494661,0.196680486,-0.578070462,0.320386261,-1.351842880,-2.472289801,-0.197707579,-0.403260499,-0.271167338,-0.534218132,-0.103006899,-0.037648518
7,139.983,1786880068305.598,14856123.533,0.000000000,0.440213978,0.347986817,-0.457501680,0.396561235,-0.232606664,-0.175889909,0.024359053,-0.597309291,1.477734804,-0.227016971,0.310634345,-0.677034914,0.065676779,-0.779320180,0.054451197,-0.367467761,0.116107538,-0.031855103,0.233011156,-0.554152727,1.001901031,-1.450484633,-1.311668992,-0.134633616,-0.366684377,-0.575301647,-0.476522326,0.032826208,-0.106766716
8,159.983,1786880068325.597,14856143.532,0.000000000,0.262085825,0.559758723,-0.566797197,0.378573239,-0.552318990,-0.924655795,-0.229930565,-0.628690600,1.893506646,-0.425766885,0.058208060,-0.745294869,0.912182093,-0.456617415,0.235826328,-0.181092054,0.213398919,-0.080920205,0.231957763,-0.478044540,1.305260301,-1.429673076,-0.373210996,-0.051852949,-0.427746803,-0.932062268,-0.596632659,0.314646870,-0.093090072
9,179.987,1786880068345.601,14856163.536,0.000000000,0.318609446,0.428387523,-0.657091677,0.475830048,-0.814642131,-1.016674161,-0.656195998,-0.684922755,1.808647275,-0.329028487,-0.163024619,-0.556503177,1.222892404,0.114802763,0.173278436,-0.062568583,0.227370217,-0.104264647,0.196118295,-0.429971844,1.228797674,-1.425845742,0.043662757,0.033752926,-0.546682775,-1.413800955,-0.955373049,0.667977571,-0.188258708
10,199.986,1786880068365.601,14856183.536,0.000000000,0.072034091,-0.128231287,-0.918067873,0.940585792,-0.991009295,0.483062983,-1.488177896,-0.663652003,0.361866981,-0.086625353,0.220118687,-0.409845769,1.136827707,0.047976170,-0.719181657,0.011833571,-0.091708854,0.022800665,0.202329367,-0.361315876,0.807426274,-1.640337706,-0.292144746,0.151910156,-0.683552146,-2.003952742,-1.668998599,1.068405509,-0.356325924
11,219.986,1786880068385.600,14856203.535,0.000000000,-0.043412413,-0.196067303,-0.925691783,1.442487597,-0.493265659,2.051243067,-2.215819597,-0.444129556,-1.607428670,-0.952752829,1.193240285,0.096302122,0.808359802,0.691725791,-0.983686209,-0.289276153,-0.641785324,-0.091222703,0.135806888,-0.441483885,0.334259808,-2.032908201,-1.217502356,0.318646997,-0.692828715,-2.512034655,-2.065883875,1.301451802,-0.374136120
12,239.985,1786880068405.600,14856223.535,0.000000000,0.285518229,-0.320571721,-0.289924532,1.365646005,-0.142292276,3.483979464,-2.440888643,-0.380874366,-2.782999516,-1.001900554,1.781793475,0.557150722,0.025768656,2.237309933,-0.323592961,-0.438439697,-1.032711029,-0.444347382,0.144060969,-0.706739843,-0.093771085,-2.689854383,-2.186998606,0.510372579,-0.752797544,-2.593141317,-2.253215790,1.504941702,-0.057645369
13,259.985,1786880068425.600,14856243.535,0.000000000,0.294580102,-0.194222748,0.019710097,0.692425549,-0.267211765,3.117112398,-0.842229426,-0.244765863,-2.633383751,0.887900710,0.542761564,0.833099961,-0.570061266,3.145980358,1.230315924,-0.099648722,-0.855483830,-0.377260476,-0.089019142,-0.609547198,-0.201905891,-2.665353537,-2.594714403,0.603749752,-1.060105324,-2.847622633,-2.601358652,2.128587961,0.384115696
14,279.983,1786880068445.598,14856263.533,0.000000000,0.098060206,-0.466998518,-0.014157433,0.269043028,-0.462706923,2.512991428,-0.051532105,-0.202899128,-2.434380770,2.082119942,0.219201580,0.639881670,-0.822343647,3.263683558,1.877337933,0.245400906,-0.689119339,-0.243899524,-0.218607128,-0.419468731,-0.173243359,-2.371302366,-2.714900732,0.603697240,-1.197092056,-3.139713287,-3.092724085,2.748618126,0.729778409
15,299.986,1786880068465.601,14856283.536,0.000000000,0.234599531,-0.707106650,-0.120692596,0.066187799,-0.442286581,1.671157122,0.205150530,-0.062772617,-2.118418217,2.451601505,0.089500710,0.268978566,-0.962295532,3.087745190,2.065369606,0.343688339,-0.455183327,-0.109143183,-0.248280823,-0.381382525,-0.193648979,-2.185620546,-2.767908335,0.553346217,-1.261742234,-3.357149601,-3.490439892,3.082881212,1.033915877
16,319.986,1786880068485.600,14856303.535,0.000000000,0.270450860,-0.651770651,-0.278796196,0.045787901,-0.212561473,0.738958299,0.238884106,-0.095562130,-1.657994390,2.112824202,0.082778558,-0.024015676,-0.940707743,2.672516346,2.293593168,0.351679444,-0.319147199,0.047549751,-0.143551230,-0.421181768,-0.245456204,-1.989140034,-2.791579485,0.602763712,-1.260141850,-3.524065971,-3.655782461,3.125815392,1.178722620
17,339.985,1786880068505.599,14856323.534,0.000000000,-0.277641743,-0.015257448,0.045383025,0.097428352,-0.092015594,-0.559327245,0.236973390,-0.053580809,-1.055485964,2.245625973,0.249459013,-0.160680249,-1.151178241,2.207233191,2.857793570,0.299804568,-0.140939087,0.228420094,-0.055163190,-0.496917099,-0.005930532,-1.660089970,-2.627987623,0.582006276,-1.249560118,-3.698833704,-3.702597380,2.949561596,1.033457875
18,359.984,1786880068525.598,14856343.533,0.000000000,-1.167051315,0.674596548,0.742725909,0.031555295,-0.099885628,-1.876038909,0.312126487,0.044063870,-0.207592472,2.396289349,0.653537929,-0.107770041,-1.387227416,1.061823010,3.426946402,0.292807639,-0.005127595,0.312947422,0.018130895,-0.493104309,0.409659445,-1.179142594,-2.244532108,0.438597858,-1.210166097,-3.705759048,-3.672497511,2.844715834,0.540816486
19,379.986,1786880068545.601,14856363.536,0.000000000,-1.905620575,1.076642036,1.110123038,-0.077645779,0.088143259,-2.021177530,0.374293715,-0.105828077,0.492000818,1.183540702,1.355190396,0.033245970,-1.586583495,-0.207527697,3.410153389,0.343802243,-0.026648777,0.246353447,0.145031840,-0.466820449,0.760088742,-0.758622646,-1.988224864,0.385664135,-1.125691056,-3.523076773,-3.820461512,2.972457886,-0.032608140
20,399.986,1786880068565.601,14856383.536,0.000000000,-1.665287971,0.747006536,0.847202063,0.111157089,0.150068030,-1.699375868,0.109230265,-0.241367802,0.593239248,0.513342798,1.947108388,0.183426663,-1.321293235,-0.292508721,3.173751593,0.316931337,0.070390657,0.171053901,0.251210123,-0.654787958,0.851569951,-0.528469622,-1.861431479,0.355358154,-1.133860707,-3.471436262,-4.038419724,3.125644684,-0.583965719
21,419.985,1786880068585.599,14856403.534,0.000000000,-0.869394004,-0.382461727,0.055732448,0.636867523,-0.042838685,-0.506877005,-0.618089318,-0.335768253,0.711929083,0.204573795,2.176524401,-0.020092171,-0.878049612,0.046281617,0.692504585,0.140144825,0.067966603,0.105047956,0.368643820,-0.931098282,0.795061529,-0.644403815,-1.873984456,0.344350904,-1.092654824,-3.688810825,-4.426564693,3.438317060,-0.886400163
22,439.984,1786880068605.598,14856423.533,0.000000000,-0.651677907,-0.900679767,-0.460058123,0.893757761,-0.851833403,0.534144640,-0.958988011,0.370837837,0.555167377,0.569115698,2.313554525,-0.094076708,-0.485069841,0.333030194,-1.539284945,0.144009113,-0.000874904,-0.004454736,0.083165437,-0.977952063,0.850937068,-0.814115047,-1.740345836,0.436593562,-1.093086958,-4.209607124,-4.848719120,3.880788803,-1.156499028
23,459.984,1786880068625.598,14856443.533,0.000000000,-0.423935413,-0.837626338,-0.421592593,1.205535769,-1.035553098,0.765076935,-1.084095001,0.414945155,-0.024779379,0.375416428,1.651486516,-0.050900858,-0.001980279,2.490235567,-1.402184725,0.170918554,-0.154808238,0.002214666,-0.000266619,-0.784304559,0.923403025,-1.131836176,-1.472073555,0.523423910,-1.160505652,-4.510775089,-4.925576210,4.077012539,-1.334734559
24,479.987,1786880068645.602,14856463.537,0.000000000,-0.550181150,-0.673821032,-0.460452944,1.210148215,-1.040345550,0.850357711,-0.924180388,0.498473197,-0.345826179,-0.079229638,1.394032359,-0.150448337,0.092121959,2.740566492,-1.251421571,0.217833310,-0.234876528,-0.023960594,-0.032358609,-0.542627335,1.001938820,-1.123273730,-1.281937480,0.534056902,-1.232233167,-4.746147156,-5.029705048,4.161331654,-1.439427376
25,499.986,1786880068665.600,14856483.535,0.000000000,-1.104647279,-0.359380543,-0.309541047,1.045253158,-1.254584789,0.540713370,-0.927129388,0.592411339,-0.378763169,0.315182924,1.239133954,0.043415446,-0.023540396,2.049119473,-0.846183300,0.104149602,-0.135243505,0.127754956,0.034098253,-0.368021935,1.066757083,-1.142946124,-1.097146273,0.539430201,-1.337337971,-4.796658516,-4.984917641,4.268379211,-1.761271834
