index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_q_0,right_hand_q_1,right_hand_q_2,right_hand_q_3,right_hand_q_4,right_hand_q_5,right_hand_q_6
0,0.000,1786752407299.049,29365221.449,0.000000000,-0.038084190,-0.075271405,-0.043529522,0.039917089,0.040308569,0.039924778,0.040311418
1,19.992,1786752407319.041,29365241.440,0.000000000,-0.037966549,-0.073888958,-0.047084067,0.043875583,0.044055395,0.044191699,0.044104274
2,39.988,1786752407339.037,29365261.437,0.000000000,-0.037849993,-0.070989400,-0.058971852,0.056532100,0.056363098,0.057749238,0.056546614
3,59.989,1786752407359.037,29365281.437,0.000000000,-0.037762534,-0.068332523,-0.071994834,0.070098124,0.069746166,0.071962975,0.070026450
4,79.987,1786752407379.036,29365301.436,0.000000000,-0.037642341,-0.065859847,-0.093727231,0.092658676,0.091779426,0.103729829,0.097342849
5,99.986,1786752407399.034,29365321.434,0.000000000,-0.037509955,-0.068875477,-0.120565206,0.122409135,0.117869645,0.234000817,0.181503728
6,119.987,1786752407419.036,29365341.436,0.000000000,-0.037393581,-0.069233201,-0.149854377,0.155192986,0.146593943,0.402553856,0.290328890
7,139.987,1786752407439.036,29365361.436,0.000000000,-0.037283007,-0.068488143,-0.180556804,0.189065263,0.177079484,0.564322650,0.396284193
8,159.988,1786752407459.037,29365381.437,0.000000000,-0.037168551,-0.066356018,-0.212203234,0.224241734,0.208929703,0.720861316,0.503548026
9,179.988,1786752407479.036,29365401.436,0.000000000,-0.037055079,-0.060897551,-0.244193912,0.261399448,0.241975382,0.929297626,0.652541995
10,199.986,1786752407499.035,29365421.435,0.000000000,-0.036942102,-0.056869756,-0.276975632,0.298371553,0.275609374,1.176762342,0.813822567
11,219.987,1786752407519.036,29365441.436,0.000000000,-0.036822278,-0.056498397,-0.311098546,0.332477629,0.309152603,1.383666754,0.932493985
12,239.990,1786752407539.039,29365461.439,0.000000000,-0.036709648,-0.056448162,-0.346008003,0.363668829,0.342528939,1.516433477,1.025064230
13,259.991,1786752407559.040,29365481.440,0.000000000,-0.036595445,-0.055705916,-0.380880833,0.396033704,0.376350969,1.603951097,1.102005363
14,279.990,1786752407579.038,29365501.438,0.000000000,-0.036498766,-0.054729804,-0.406931490,0.420809954,0.402007818,1.604359269,1.152157903
15,299.985,1786752407599.034,29365521.434,0.000000000,-0.036378182,-0.053968236,-0.441686839,0.453620166,0.436336756,1.591002584,1.211346984
16,319.992,1786752407619.040,29365541.440,0.000000000,-0.036269791,-0.053469211,-0.476463258,0.486812979,0.470822573,1.581681728,1.264040470
17,339.990,1786752407639.039,29365561.439,0.000000000,-0.036168929,-0.051086478,-0.510861456,0.522554219,0.505811155,1.576610208,1.311996698
18,359.990,1786752407659.039,29365581.439,0.000000000,-0.036065556,-0.048208728,-0.545040369,0.560083508,0.541115880,1.573918581,1.356420159
19,379.991,1786752407679.040,29365601.440,0.000000000,-0.035944775,-0.047588032,-0.579825044,0.594173312,0.575832367,1.571647048,1.398124218
20,399.987,1786752407699.036,29365621.436,0.000000000,-0.035819590,-0.047564115,-0.615234852,0.623857915,0.609908879,1.570263267,1.437904954
21,419.987,1786752407719.035,29365641.436,0.000000000,-0.035709105,-0.047412332,-0.650579214,0.654388368,0.644199371,1.570152879,1.476552963
22,439.988,1786752407739.037,29365661.437,0.000000000,-0.035602435,-0.047253992,-0.685824811,0.686004579,0.678704560,1.570169091,1.514375091
23,459.989,1786752407759.037,29365681.438,0.000000000,-0.035488829,-0.047143228,-0.721121788,0.717167556,0.713193536,1.570154548,1.551024437
24,479.990,1786752407779.039,29365701.439,0.000000000,-0.035374977,-0.047023930,-0.756457567,0.748233259,0.747717023,1.570144176,1.585113645
25,499.989,1786752407799.038,29365721.438,0.000000000,-0.035262909,-0.046887912,-0.791803956,0.779502928,0.782342970,1.570151687,1.615618348
26,519.989,1786752407819.038,29365741.438,0.000000000,-0.035176460,-0.046711035,-0.818278134,0.803343236,0.808371484,1.570152164,1.635668397
27,539.989,1786752407839.038,29365761.438,0.000000000,-0.035067946,-0.046535149,-0.853664875,0.834721863,0.843073726,1.570153236,1.658501625
28,559.992,1786752407859.041,29365781.441,0.000000000,-0.034957897,-0.046417862,-0.889123261,0.865794897,0.877777755,1.570150137,1.676847458
29,579.990,1786752407879.039,29365801.439,0.000000000,-0.034848422,-0.046293024,-0.924588919,0.897083282,0.912539005,1.570153713,1.690901756
30,599.988,1786752407899.037,29365821.437,0.000000000,-0.034736060,-0.045847673,-0.959973633,0.929189682,0.947427809,1.570168853,1.700993776
31,619.990,1786752407919.039,29365841.439,0.000000000,-0.034630012,-0.045655955,-0.995516956,0.960563421,0.982290626,1.570156336,1.707792640
32,639.988,1786752407939.036,29365861.436,0.000000000,-0.034521461,-0.045532301,-1.031024814,0.992245138,1.017150760,1.570146680,1.711686969
33,659.988,1786752407959.037,29365881.437,0.000000000,-0.034412306,-0.045421511,-1.066527843,1.024015546,1.052026033,1.570137024,1.713227272
34,679.987,1786752407979.036,29365901.436,0.000000000,-0.034316778,-0.045304306,-1.102085233,1.056108475,1.086968064,1.549325466,1.713278651
35,699.987,1786752407999.035,29365921.435,0.000000000,-0.034209549,-0.045191135,-1.137655139,1.088319898,1.121962428,1.498298764,1.713162422
36,719.987,1786752408019.035,29365941.435,0.000000000,-0.034100763,-0.045081247,-1.173209190,1.120602250,1.156981349,1.434031725,1.713092804
37,739.987,1786752408039.036,29365961.436,0.000000000,-0.034019697,-0.044998378,-1.199868798,1.144871116,1.183264017,1.390269637,1.713072538
38,759.987,1786752408059.036,29365981.436,0.000000000,-0.033911906,-0.044887099,-1.235407114,1.177326202,1.218334198,1.347211361,1.713099480
39,779.987,1786752408079.035,29366001.435,0.000000000,-0.033803880,-0.044776481,-1.270934224,1.209904075,1.253432512,1.318175197,1.713148952
40,799.990,1786752408099.039,29366021.439,0.000000000,-0.033694610,-0.044667851,-1.306445479,1.242562413,1.288552642,1.290534258,1.713187575
41,819.989,1786752408119.037,29366041.438,0.000000000,-0.033585414,-0.044561353,-1.341950536,1.275287032,1.323701143,1.258992434,1.713227153
42,839.988,1786752408139.037,29366061.437,0.000000000,-0.033477604,-0.044456348,-1.377462745,1.308080554,1.358879685,1.231462836,1.713291526
43,859.986,1786752408159.035,29366081.435,0.000000000,-0.033370826,-0.044352531,-1.412986040,1.340973735,1.394091845,1.216174364,1.713376999
44,879.987,1786752408179.036,29366101.436,0.000000000,-0.033262160,-0.044244319,-1.448505878,1.373303771,1.429345727,1.213322401,1.713483334
45,899.987,1786752408199.036,29366121.436,0.000000000,-0.033153135,-0.044136070,-1.483990073,1.403549433,1.464610934,1.219240189,1.713600516
46,919.987,1786752408219.035,29366141.436,0.000000000,-0.033046167,-0.044030529,-1.519460678,1.430744052,1.499905467,1.233819366,1.713720083
47,939.987,1786752408239.036,29366161.436,0.000000000,-0.032941408,-0.043928035,-1.554265857,1.454287410,1.535110354,1.260738373,1.713841319
48,959.988,1786752408259.036,29366181.436,0.000000000,-0.032862809,-0.043849722,-1.578984976,1.469426036,1.560716987,1.287396669,1.713932157
49,979.987,1786752408279.035,29366201.436,0.000000000,-0.032757405,-0.043743573,-1.609140754,1.486257076,1.592612863,1.325441837,1.714052677
50,999.996,1786752408299.044,29366221.445,0.000000000,-0.032650933,-0.043637615,-1.635411739,1.499351501,1.621036053,1.362491608,1.714171886
51,1019.988,1786752408319.036,29366241.437,0.000000000,-0.032545134,-0.043533098,-1.657448530,1.509011984,1.645414948,1.401630759,1.714291334
52,1039.990,1786752408339.039,29366261.439,0.000000000,-0.032440163,-0.043428984,-1.675216436,1.515646577,1.665540576,1.449635506,1.714410663
53,1059.990,1786752408359.039,29366281.439,0.000000000,-0.032335464,-0.043324266,-1.688896298,1.519684196,1.681473136,1.502343655,1.714528918
54,1079.987,1786752408379.036,29366301.436,0.000000000,-0.032230590,-0.043217704,-1.698835015,1.521599650,1.693475246,1.546707153,1.714647293
55,1099.990,1786752408399.039,29366321.439,0.000000000,-0.032125283,-0.043115184,-1.705491304,1.522055507,1.701949835,1.576481938,1.714765906
56,1119.990,1786752408419.039,29366341.439,0.000000000,-0.032021228,-0.043012112,-1.709403753,1.522216797,1.707392335,1.578890800,1.714887500
57,1139.988,1786752408439.037,29366361.437,0.000000000,-0.031918306,-0.042904623,-1.711077809,1.522354364,1.710303068,1.576516390,1.715005875
58,1159.987,1786752408459.036,29366381.436,0.000000000,-0.031814579,-0.042795695,-1.711415887,1.522490144,1.711228013,1.574508548,1.715122461
59,1179.990,1786752408479.038,29366401.438,0.000000000,-0.031736448,-0.042717762,-1.711527228,1.522589684,1.711390972,1.573755980,1.715210199
60,1199.987,1786752408499.036,29366421.436,0.000000000,-0.031634182,-0.042612270,-1.711658597,1.522725463,1.711530924,1.573510408,1.715328574
61,1219.985,1786752408519.034,29366441.434,0.000000000,-0.031531710,-0.042504121,-1.711785316,1.522858977,1.711659551,1.573117495,1.715443969
62,1239.987,1786752408539.036,29366461.436,0.000000000,-0.031428106,-0.042395812,-1.711910844,1.522992373,1.711786628,1.572566152,1.715558052
63,1259.989,1786752408559.037,29366481.438,0.000000000,-0.031325012,-0.042292517,-1.712037802,1.523126006,1.711914182,1.572641134,1.715674520
64,1279.987,1786752408579.035,29366501.435,0.000000000,-0.031225184,-0.042186841,-1.712165356,1.523261070,1.712041855,1.572846055,1.715791941
65,1299.986,1786752408599.035,29366521.435,0.000000000,-0.031122606,-0.042073607,-1.712287307,1.523391724,1.712166309,1.568384886,1.715901732
66,1319.984,1786752408619.032,29366541.433,0.000000000,-0.031013910,-0.041985467,-1.712407112,1.523507357,1.712289691,1.555462480,1.716009617
67,1339.988,1786752408639.036,29366561.436,0.000000000,-0.030914590,-0.041863829,-1.712536693,1.523681164,1.712418199,1.552315116,1.716129303
68,1359.988,1786752408659.037,29366581.437,0.000000000,-0.030814471,-0.041717932,-1.712656617,1.523826718,1.712542534,1.560194850,1.716234326
69,1379.989,1786752408679.038,29366601.438,0.000000000,-0.030713636,-0.041615061,-1.712778807,1.523954391,1.712666035,1.565673113,1.716345906
70,1399.996,1786752408699.045,29366621.445,0.000000000,-0.030654531,-0.041590989,-1.712879896,1.524029374,1.712759137,1.581491470,1.716447115
71,1419.987,1786752408719.036,29366641.436,0.000000000,-0.030552661,-0.041491088,-1.712998390,1.524152994,1.712880492,1.579341650,1.716555119
