index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28
0,0.000,1786752407299.049,29365221.449,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,19.992,1786752407319.041,29365241.440,0.000000000,-0.996821880,-1.112354875,-0.286271572,1.476551771,-1.383024096,0.157192409,-1.817664385,1.470838308,0.596725881,1.661907434,0.535191774,-0.310530245,-1.829439402,0.120452158,0.295826674,0.022472054,0.461832434,-0.158866405,-0.020283742,0.233851209,-0.282980144,-0.221060812,-0.598809123,0.231402770,-0.018844500,0.244021729,0.506031275,0.110096104,-0.133300692
2,39.988,1786752407339.037,29365261.437,0.000000000,-1.593955874,-1.025624752,0.094119854,1.800925612,-1.520813107,0.095624089,-1.735901833,1.443831205,0.973950446,1.620123506,0.597418785,-0.457107127,-2.982689381,0.381829202,0.459587187,-0.008268476,0.298906237,-0.171436369,-0.099160664,0.613095641,-0.498641759,-0.844516277,-1.034007668,0.170204878,0.230236992,0.200163200,0.749585867,0.547734022,-0.024712984
3,59.989,1786752407359.037,29365281.437,0.000000000,-1.589472055,-0.615387678,-0.004810825,1.632655621,-1.209554076,0.069222659,-1.286396265,1.175242305,0.809901595,1.666298866,0.583043575,-0.480672479,-3.176878929,0.354989439,0.468515188,-0.002598539,-0.008572333,-0.224099576,-0.104647852,0.640004039,-0.396419495,-1.366896033,-1.411050439,0.024164433,0.307083845,-0.235776380,0.883002937,0.717011929,-0.207029969
4,79.987,1786752407379.036,29365301.436,0.000000000,-1.468205571,-0.429913342,-0.169426411,1.397399306,-1.086960673,0.048148066,-0.877857089,1.033555388,0.696509778,1.904769778,0.455544770,-0.622774959,-3.135562658,0.305903912,0.422581971,0.167854801,-0.326920629,-0.229340971,-0.110332564,0.528152466,-0.347485542,-1.612576604,-1.747781754,0.026619161,0.473779678,-0.586042285,1.139297843,0.702590108,-0.563404560
5,99.986,1786752407399.034,29365321.434,0.000000000,-1.285924077,-0.207066402,-0.789590359,1.292184591,-0.873831511,0.105557397,-0.605393708,0.685750961,0.469931453,2.311127901,0.489046663,-0.738587677,-3.246691942,0.150889277,0.375968605,0.425748765,-0.667926848,-0.179828227,-0.031792790,0.430846572,-0.374484211,-1.578606486,-2.191200018,0.147771060,0.679258287,-0.743035555,1.305397153,0.535528541,-1.186576366
6,119.987,1786752407419.036,29365341.436,0.000000000,-1.366808295,0.045017026,-1.220790386,1.357435822,-0.726540029,-0.421090364,-0.282422155,0.449159831,0.661573172,2.396934509,0.473914921,-1.111609817,-3.545509100,0.173548162,0.521406651,1.172560334,-1.037246346,-0.131902128,0.037863053,0.871798873,-0.441806108,-1.169399619,-2.249898434,0.373015136,0.889579296,-0.463155657,1.249774456,0.569279194,-1.982330799
7,139.987,1786752407439.036,29365361.436,0.000000000,-1.698589444,-0.040706769,-0.666079402,1.511156082,-0.793845177,-1.269452572,-0.198289439,0.280492514,0.692443669,2.012316942,0.838948727,-1.100537419,-3.679773808,0.221283764,0.641772568,1.584829807,-0.985753596,-0.115239300,0.078544825,1.433876395,-0.401506215,-1.146782756,-2.298053265,0.260737270,0.956347764,-0.172138229,1.048883796,0.859987259,-2.150850773
8,159.988,1786752407459.037,29365381.437,0.000000000,-2.062715769,0.290759295,4.126248837,0.869531870,0.828507006,-1.436040163,0.419555008,-0.330590546,2.407994986,1.608211756,1.147951603,-0.308281124,-5.988362789,0.944339573,1.908528566,0.184349462,-1.028330445,-0.259098649,-0.374058425,2.750527143,-0.453110129,-1.458498478,-0.832727313,0.354082048,0.934830070,0.844220877,1.473744988,1.010104060,-2.395793200
9,179.988,1786752407479.036,29365401.436,0.000000000,-2.790397406,-0.664400697,4.963061333,1.094247818,0.322590321,-1.706490636,0.329592288,-0.433643371,1.866984129,2.271693707,1.553968549,1.080035090,-6.467853069,0.875374317,1.849078059,-0.417708158,-1.525072694,-0.334174246,-0.271190554,2.628752470,-0.478818446,-1.866292953,-0.678199232,-0.116077818,0.481733680,0.822110653,1.573068023,1.256394148,-2.894068003
