index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786883984622.468,18772440.403,0.000000000,0.963557899,-0.121190622,0.236198634,-0.032851204
1,19.979,1786883984642.447,18772460.382,0.000000000,0.965345979,-0.118056037,0.230635136,-0.031262297
2,39.977,1786883984662.445,18772480.380,0.000000000,0.970354676,-0.110748194,0.213548124,-0.023320574
3,59.978,1786883984682.446,18772500.381,0.000000000,0.972849190,-0.107594937,0.204218015,-0.016814824
4,79.979,1786883984702.447,18772520.382,0.000000000,0.978468299,-0.101537742,0.179693863,0.000063206
5,99.978,1786883984722.446,18772540.381,0.000000000,0.983119309,-0.093969196,0.156612694,0.010893489
6,119.977,1786883984742.445,18772560.380,0.000000000,0.987270057,-0.081945293,0.135003135,0.018894490
7,139.978,1786883984762.446,18772580.380,0.000000000,0.991396844,-0.060793445,0.113867074,0.021695605
8,159.980,1786883984782.448,18772600.383,0.000000000,0.992705941,-0.050563011,0.107823513,0.018772703
9,179.977,1786883984802.445,18772620.380,0.000000000,0.993831873,-0.036826808,0.104442671,0.005805051
10,199.981,1786883984822.448,18772640.383,0.000000000,0.993808031,-0.033659548,0.105871074,-0.001972300
11,219.981,1786883984842.448,18772660.383,0.000000000,0.991898417,-0.037519682,0.120404698,-0.015249135
12,239.990,1786883984862.458,18772680.392,0.000000000,0.988801062,-0.048028056,0.139331743,-0.023503197
13,259.982,1786883984882.449,18772700.385,0.000000000,0.985715747,-0.058516663,0.154266879,-0.033793930
14,279.977,1786883984902.444,18772720.379,0.000000000,0.984636605,-0.060111400,0.159834757,-0.036472354
15,299.984,1786883984922.452,18772740.387,0.000000000,0.983148873,-0.057721663,0.170845538,-0.029972013
16,319.977,1786883984942.445,18772760.380,0.000000000,0.982943237,-0.050066512,0.175972179,-0.018700862
17,339.978,1786883984962.446,18772780.381,0.000000000,0.983589470,-0.037950940,0.176214755,-0.007736235
