index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786883984622.468,18772440.403,0.000000000,5.054066658,-1.509148002,0.433429599,1.047252536,-0.062608741,-0.002865865,5.188240051,-1.455952764,0.439467132,1.482215285,-0.082605705,-0.002823693,0.942132235,5.343358994,-8.577879906,1.628676772,0.020879848,-0.105319291,-0.553977370,0.150861144,-0.167340472,-0.088721573,0.781835556,-1.816191554,-0.851117909,-0.459927171,-0.027637986,-0.271929502,-0.201182872
1,19.979,1786883984642.447,18772460.382,0.000000000,-33.770065308,25.033365250,-27.263410568,2.529352427,4.385607719,-0.486668855,17.802722931,-9.898771286,-1.823631763,56.017471313,4.929072857,0.633510828,13.941902161,-1.009290457,-15.010952950,4.465744019,-0.052479658,-0.802170873,-1.343299389,2.616974115,0.197580874,0.043233737,-7.448905945,0.367491364,0.639684021,-3.659955025,-1.010554910,-0.058125153,-0.584374011
2,39.977,1786883984662.445,18772480.380,0.000000000,-27.693532944,24.895174026,-14.561919212,-4.663143635,-1.216885924,0.152841657,44.990077972,-26.107194901,16.013210297,11.538194656,0.407541603,-0.714638174,18.934791565,-4.435416222,-16.561727524,4.915099144,0.476115644,-0.771513581,-1.505782723,0.291535527,-0.358522862,0.022752155,-13.248573303,0.847948492,-0.066250555,-8.103450775,-0.553542197,-2.114694118,-0.064073004
3,59.978,1786883984682.446,18772500.381,0.000000000,-39.281314850,15.123946190,-2.513323069,-15.916273117,-9.252461433,0.033339363,56.405818939,-25.480104446,20.248203278,6.715327740,-2.099863291,-2.127420425,16.773107529,2.047922611,-21.803337097,5.633825779,-1.003765821,-0.625261605,-2.502524137,-0.509721875,-0.483168811,0.103690349,-16.939727783,-1.532425404,-1.886925817,-13.586749077,-0.899729967,-2.965354204,0.161850333
4,79.979,1786883984702.447,18772520.382,0.000000000,-19.908199310,-5.606207848,12.113468170,-11.052904129,-1.171181202,-0.065991640,37.440734863,-6.206325531,1.517014265,9.750516891,-0.076652259,0.315672696,6.136076927,11.196293831,-21.783622742,3.253798962,-1.294283152,0.076850131,-2.297067404,-0.456159204,-0.717198491,-0.052914266,-19.231725693,-3.919104099,-3.114909887,-16.159822464,-0.571756005,-5.000000000,-0.404038846
5,99.978,1786883984722.446,18772540.381,0.000000000,32.989124298,-3.093302965,12.015792847,-3.688664198,0.771441758,2.156410933,-10.389371872,11.626056671,-9.978612900,-0.389589489,-3.331118107,2.959891796,5.529321194,14.419287682,-14.343390465,-1.260986686,-1.854363561,-0.807942271,-2.964944601,-1.205082297,-0.817825735,-0.266109347,-18.382709503,-3.740986347,-2.753279686,-14.894701004,-0.341132969,-5.000000000,-0.666139007
6,119.977,1786883984742.445,18772560.380,0.000000000,35.173538208,-9.832166672,2.581697702,10.755363464,0.169991836,-0.349923223,-41.932594299,11.707273483,-11.837078094,-9.256376266,-0.710329771,0.445289910,-1.026390195,8.702051163,-2.499259472,-5.167909622,-2.065952063,-1.197112560,-2.354663372,-0.914239585,-1.021970510,-0.415039539,-12.242407799,-1.234056234,0.637668371,-7.334574699,0.536103547,-5.000000000,-0.617164731
7,139.978,1786883984762.446,18772580.380,0.000000000,15.210871696,-11.606796265,6.116023064,8.950441360,1.132766366,-0.512314737,-37.715568542,11.934455872,-7.711554527,-12.959979057,-0.480861127,0.294899076,-8.683943748,-3.721817493,10.861762047,-8.256003380,-0.608434200,-0.893458426,-1.304421067,-0.248188257,-0.835354507,-0.333838910,-1.853850961,2.011188745,4.039945126,-0.244132042,0.519376814,-3.357332706,0.269367993
8,159.980,1786883984782.448,18772600.383,0.000000000,7.858864307,-15.245917320,4.240829468,-1.895680308,2.919705629,-0.401277959,-19.712984085,1.677405596,-7.279191017,-24.367918015,1.766570568,0.505472124,-14.587539673,-15.197841644,20.136474609,-9.412839890,0.718212068,-0.536459327,-0.754705608,0.656319201,-0.922490835,0.012704945,6.256841660,3.765429020,6.100846767,5.463696003,-0.176859200,-1.292000890,0.738898993
9,179.977,1786883984802.445,18772620.380,0.000000000,-0.041971792,-0.527320087,0.369367003,0.961397052,0.617993951,-0.166969746,-28.136480331,7.777363777,-3.734341621,-12.413130760,-0.496066421,0.173820689,-10.253495216,-16.145257950,20.280237198,-8.772636414,1.078560472,-0.346515030,-0.594055235,0.205814153,-0.423896730,0.108469784,12.758337021,4.353922367,4.712502480,6.913003445,-0.461194932,2.207312107,1.390427232
10,199.981,1786883984822.448,18772640.383,0.000000000,2.047492504,1.250679255,-0.272532672,1.991070628,-0.120710440,-0.102151595,-25.168035507,8.896862030,-4.109158993,-8.207857132,-0.660098553,0.179354072,-9.602296829,-14.598492622,19.687602997,-8.220059395,0.507865191,-0.355037659,-0.441490680,-0.030783759,-0.118251257,-0.068860382,13.633310318,3.888117075,4.152654171,6.256998539,-0.079689883,3.024366617,1.444448113
11,219.981,1786883984842.448,18772660.383,0.000000000,31.997121811,26.648174286,-8.394103050,-35.790821075,-16.164916992,3.722418070,-25.674592972,14.396476746,-7.815828800,-6.287605762,-0.896780670,0.288191736,-7.939648628,2.432704926,3.555079937,-2.328453779,-2.156341791,-1.499929428,-1.957217455,0.313449591,-1.029998302,0.200010091,14.200306892,2.402900219,3.831500292,4.492339611,-0.401274711,2.705311775,1.238241076
12,239.990,1786883984862.458,18772680.392,0.000000000,-2.245776415,45.866573334,-25.746946335,-65.407035828,-24.156175613,2.447080612,-26.245702744,22.511495590,-6.865647793,36.435436249,-8.872672081,0.548828661,-17.997446060,24.788986206,-19.771083832,-0.502485514,-3.750581503,-1.868225455,-1.691428065,1.066900969,-1.304332614,0.185279816,12.808810234,-2.414788723,1.773091316,1.325068951,-0.865213215,1.672981977,0.888839543
13,259.982,1786883984882.449,18772700.385,0.000000000,38.681106567,47.546112061,-46.426269531,-117.395263672,-8.671628952,-0.090826891,-1.233635068,7.991918087,-3.516953707,14.535223961,8.564972878,0.397479743,-14.553382874,39.955043793,-30.635086060,1.251300335,-4.948221207,-2.026491165,-6.431740761,0.439967752,-2.008313417,-0.294219434,9.511433601,-6.940441132,-3.288148880,-1.950404048,0.250847995,0.245771840,-0.160835311
14,279.977,1786883984902.444,18772720.379,0.000000000,64.680206299,43.824531555,-40.113452911,-116.741966248,19.007526398,-2.450853109,-17.161664963,-1.916578650,-2.775856495,13.183241844,3.168720722,-0.233489200,-6.020889759,50.000000000,-38.996013641,3.166597128,-4.084137440,-2.791331291,-10.296410561,0.687972128,-2.549323797,-0.049263529,5.307462215,-8.829662323,-6.884622097,-6.568863392,0.037517592,-0.066267408,0.401935250
15,299.984,1786883984922.452,18772740.387,0.000000000,72.932960510,20.018156052,-11.333559990,-57.570713043,36.837444305,1.116498590,-23.928522110,-6.538448334,-1.754893064,-16.770545959,3.079123259,-0.449838877,-4.015807629,44.669109344,-41.799510956,5.797613144,-1.340421438,-1.038148999,-10.812516212,0.254896820,-4.136193275,0.277093798,0.960033476,-7.471146584,-6.238070488,-6.281828403,-0.104386695,-1.367461085,-1.247964740
16,319.977,1786883984942.445,18772760.380,0.000000000,69.929466248,1.902708173,5.082934380,-11.952240944,46.349159241,4.236746311,-25.741018295,-9.918114662,-1.344449401,-36.067237854,25.823753357,-7.299181938,-5.356978416,32.569366455,-39.006153107,4.407629013,1.043255568,0.039393641,-8.107257843,0.011721942,-3.890557528,0.633576572,-0.740647674,-6.264723301,-5.496901989,-4.759821892,-0.355437487,-1.575389981,-1.281507015
17,339.978,1786883984962.446,18772780.381,0.000000000,72.803153992,-8.429600716,12.059745789,7.959949017,46.831066132,4.447589397,-29.723402023,-8.343038559,0.468942642,-41.319648743,33.349437714,-5.351536274,-7.692768574,18.910566330,-36.189548492,1.298187256,1.957127333,1.048320055,-6.574582100,0.050797965,-3.029332638,0.658848763,-2.255318403,-4.662791729,-4.529289722,-4.130266666,-0.152507216,-1.387043357,-1.319283843
18,359.977,1786883984982.445,18772800.379,0.000000000,71.600959778,-11.527713776,14.661338806,11.284097672,46.790546417,5.271109104,-33.359710693,-1.908058524,-0.265572250,-44.300895691,40.524814606,-4.893959999,-9.779246330,9.579611778,-33.927963257,-0.762177050,2.397410870,1.230981946,-5.519709110,0.466511697,-2.323430777,0.419544518,-2.871161938,-3.578664303,-4.433525562,-4.803316116,0.162357330,-1.133604288,-1.414963722
19,379.978,1786883985002.446,18772820.380,0.000000000,70.993438721,-8.128190994,11.394298553,-2.590009928,40.217136383,7.519355297,-22.631526947,6.845201015,-2.666808128,-43.343608856,43.985481262,-3.494838476,-8.938700676,1.126165271,-27.126596451,-1.777342558,2.103924751,1.043094873,-3.679998636,0.343610674,-2.011381149,-0.093975931,-4.014833927,-2.503983498,-3.777404308,-5.081494808,0.611687183,-1.262660742,-1.713214040
20,399.977,1786883985022.445,18772840.380,0.000000000,41.817089081,-6.767041206,9.657327652,4.539639950,30.411121368,7.721427917,-14.233016014,7.354770184,-6.054648399,-37.640163422,47.046768188,-2.296846628,-0.660395682,-11.816604614,-25.676475525,-0.577865243,2.232620716,0.630864203,-1.878266454,0.041555371,-0.817298830,0.014421637,-4.524215698,-1.343932986,-2.735827923,-5.513402939,0.396498352,-1.319493651,-1.443689108
21,419.979,1786883985042.446,18772860.381,0.000000000,6.411907196,-5.608480930,12.962279320,10.831601143,9.569173813,7.456614971,9.937060356,7.112671375,-2.705419540,-29.350051880,50.000000000,-1.513367176,11.549988747,-23.433002472,-13.417112350,0.504622102,2.354373455,0.761128962,0.432937294,-0.574909091,-0.424676299,0.060352713,-6.999215603,-0.785378218,-1.510871291,-5.581500053,0.560787797,-1.391383886,-1.657050371
22,439.977,1786883985062.445,18772880.380,0.000000000,-26.696025848,-15.272037506,12.319999695,-30.984933853,-3.672240496,0.665536761,20.131759644,11.197684288,-6.099108219,-18.974580765,41.784038544,-0.807243586,14.242871284,-21.192073822,-2.480189085,1.749437332,1.796429634,0.784765542,1.521360159,-0.439883918,0.475406289,0.446043700,-8.977692604,-0.699620426,-0.346920878,-5.195094109,0.274807781,-1.694348335,-1.148567080
23,459.977,1786883985082.445,18772900.380,0.000000000,-25.783420563,-13.002543449,10.424973488,-12.261702538,-1.682233214,-0.366368711,20.988557816,11.427377701,-5.059434891,-21.320669174,39.239612579,-0.725928962,15.070701599,-20.514196396,-2.155075550,2.128250122,1.632524610,0.975164771,0.959764242,-0.339318067,0.539130688,0.415520996,-9.048171043,-0.439251781,-0.362893224,-5.487148762,0.246806115,-1.681972146,-0.741105974
24,479.978,1786883985102.446,18772920.381,0.000000000,6.133289337,8.040010452,-9.879105568,-9.596873283,-0.142236933,0.190499887,-7.540162563,9.588988304,-12.352205276,-1.434280038,12.061327934,2.004184484,-2.532399416,-7.868365765,0.409111083,0.097464643,-0.404224724,-1.341868877,0.017097730,-0.165800318,0.131078988,0.181914553,-5.627615452,1.102324247,-0.149927124,-5.841176033,0.496350050,-2.265878916,-1.016499043
25,499.976,1786883985122.444,18772940.379,0.000000000,17.524589539,24.464441299,-16.959178925,11.409716606,4.232261658,-0.712802231,-26.210750580,-27.656454086,9.996553421,-9.050924301,-38.459491730,-2.154553890,-10.710332870,2.838093758,2.162494421,-0.536338747,-1.698060751,-2.149433851,-0.635563195,0.004029294,-0.698771179,0.224271402,-3.714185476,1.255466461,0.325746566,-4.898344040,0.335932881,-2.510187626,-1.184707761
26,519.983,1786883985142.451,18772960.386,0.000000000,27.752611160,30.317192078,-21.335479736,8.419032097,26.312385559,0.542137146,-28.536693573,-30.527915955,16.578683853,-13.305417061,-7.016108036,-0.928385615,-10.020339012,7.917563438,-2.672466040,-0.650667071,-0.712384701,-1.423892140,-1.568779826,0.352405936,-0.714128315,-0.346898258,-0.536935866,0.742610276,-0.012461006,-2.952648878,0.254380941,-1.979619741,-1.302851796
