index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_wx,torso_wy,torso_wz
0,0.000,1786752211270.039,29169192.439,0.000000000,-0.023600399,3.093066692,-0.003583620
1,19.988,1786752211290.027,29169212.427,0.000000000,-0.036349498,2.524986029,-0.454452306
2,39.985,1786752211310.024,29169232.424,0.000000000,0.255991608,1.466421485,-0.650835991
3,59.985,1786752211330.024,29169252.424,0.000000000,0.462730348,2.743392706,-0.870615602
4,79.986,1786752211350.025,29169272.425,0.000000000,-0.151576862,2.809956789,-0.662349164
5,99.984,1786752211370.023,29169292.423,0.000000000,-0.699220061,1.117869973,-0.810383558
6,119.983,1786752211390.022,29169312.422,0.000000000,-0.904604316,-1.168560147,-1.054707408
7,139.981,1786752211410.020,29169332.420,0.000000000,-0.890342951,-2.765212297,-0.280400336
8,159.985,1786752211430.024,29169352.424,0.000000000,0.371310830,-1.533590794,0.696457088
9,179.996,1786752211450.035,29169372.435,0.000000000,0.425882816,-1.435042739,1.498109579
10,199.991,1786752211470.030,29169392.430,0.000000000,0.404189527,-1.149643421,1.494111300
11,219.988,1786752211490.027,29169412.428,0.000000000,0.224278867,-0.320624053,1.208788991
12,239.984,1786752211510.023,29169432.423,0.000000000,-0.137462258,0.314911634,1.138438463
13,259.983,1786752211530.022,29169452.422,0.000000000,-0.222285300,0.932515383,0.978653610
14,279.984,1786752211550.023,29169472.423,0.000000000,-0.187369913,1.034669399,0.571316361
15,299.974,1786752211570.013,29169492.414,0.000000000,-0.007927230,0.362969548,0.343596280
16,319.980,1786752211590.019,29169512.419,0.000000000,-0.138144299,-0.314620942,0.346891403
17,339.980,1786752211610.019,29169532.419,0.000000000,-0.204248205,-0.562741876,0.153398514
18,359.981,1786752211630.020,29169552.420,0.000000000,-0.299137652,-0.660746992,-0.325979978
19,379.984,1786752211650.023,29169572.423,0.000000000,-0.230318993,-0.804818571,0.106879093
20,399.992,1786752211670.031,29169592.431,0.000000000,-0.168609664,-0.437951028,0.579290271
21,419.985,1786752211690.024,29169612.424,0.000000000,-0.503219187,-0.503489435,0.501449466
22,439.986,1786752211710.025,29169632.425,0.000000000,-0.722168028,-0.374000281,0.159483314
23,459.986,1786752211730.025,29169652.425,0.000000000,-1.111279488,-0.219724223,-0.347920835
24,479.981,1786752211750.020,29169672.420,0.000000000,-1.417497754,0.039264787,-0.771636009
25,499.981,1786752211770.020,29169692.420,0.000000000,-1.729044437,0.054509506,-1.099950910
26,519.984,1786752211790.023,29169712.423,0.000000000,-1.807966948,0.021771032,-1.259410977
27,539.983,1786752211810.022,29169732.422,0.000000000,-2.183475971,0.431020677,-0.969168901
28,559.980,1786752211830.020,29169752.420,0.000000000,-2.746892452,0.434771150,-0.258438796
29,579.980,1786752211850.019,29169772.419,0.000000000,-2.556518316,0.330576688,0.365819275
30,599.980,1786752211870.019,29169792.419,0.000000000,-2.138188124,-0.043532278,0.829492569
31,619.983,1786752211890.022,29169812.422,0.000000000,-0.853725195,-0.318686843,0.776918828
