index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_q_0,right_hand_q_1,right_hand_q_2,right_hand_q_3,right_hand_q_4,right_hand_q_5,right_hand_q_6
0,0.000,1786752211270.039,29169192.439,0.000000000,-0.033819191,-0.074639387,-0.043401103,0.039577149,0.040176585,0.068219580,0.042714082
1,19.988,1786752211290.027,29169212.427,0.000000000,-0.035215955,-0.089199588,-0.049749434,0.041403845,0.042020079,0.125392258,0.055153698
2,39.985,1786752211310.024,29169232.424,0.000000000,0.000000218,0.000087084,-0.004133927,0.004440893,0.004264073,0.005409864,0.004413420
3,59.985,1786752211330.024,29169252.424,0.000000000,-0.000002157,0.000193567,-0.016497858,0.017693941,0.017064711,0.019778242,0.017385084
4,79.986,1786752211350.025,29169272.425,0.000000000,-0.000006378,0.000212328,-0.034953631,0.036987484,0.035923470,0.039821837,0.036359522
5,99.984,1786752211370.023,29169292.423,0.000000000,-0.000011076,0.000142199,-0.058084104,0.060152065,0.059105601,0.063154653,0.059569746
6,119.983,1786752211390.022,29169312.422,0.000000000,-0.000014662,0.000016410,-0.084788442,0.085640639,0.085347645,0.088483825,0.085789748
7,139.981,1786752211410.020,29169332.420,0.000000000,-0.000015064,-0.000081139,-0.114034161,0.112760581,0.113801554,0.115299068,0.114198416
8,159.985,1786752211430.024,29169352.424,0.000000000,-0.000016082,-0.000122514,-0.144953251,0.141717061,0.143968463,0.143815041,0.144301593
9,179.996,1786752211450.035,29169372.435,0.000000000,-0.000020350,-0.000120983,-0.176957533,0.172175452,0.175416365,0.173915878,0.175703719
10,199.991,1786752211470.030,29169392.430,0.000000000,-0.000025113,-0.000115732,-0.201485470,0.195563704,0.199601069,0.197109595,0.199868739
11,219.988,1786752211490.027,29169412.428,0.000000000,-0.000032051,-0.000115687,-0.234737709,0.227064967,0.232408687,0.228412330,0.232660607
12,239.984,1786752211510.023,29169432.423,0.000000000,-0.000038637,-0.000123764,-0.268495739,0.258609682,0.265658051,0.259707153,0.265884310
13,259.983,1786752211530.022,29169452.422,0.000000000,-0.000044397,-0.000137033,-0.302629530,0.290496141,0.299274087,0.291227460,0.299449205
14,279.984,1786752211550.023,29169472.423,0.000000000,-0.000048834,-0.000154625,-0.337023079,0.323176116,0.333234280,0.323714942,0.333370984
15,299.974,1786752211570.013,29169492.414,0.000000000,-0.000051724,-0.000163517,-0.371564925,0.356915325,0.367514193,0.357497692,0.367634922
16,319.980,1786752211590.019,29169512.419,0.000000000,-0.000053621,-0.000161830,-0.406162471,0.391840726,0.402087420,0.392598897,0.402203500
17,339.980,1786752211610.019,29169532.419,0.000000000,-0.000054528,-0.000151885,-0.440770894,0.427889854,0.436905622,0.428889930,0.437022090
18,359.981,1786752211630.020,29169552.420,0.000000000,-0.000054884,-0.000131555,-0.475354940,0.464805484,0.471912593,0.465997845,0.472026497
19,379.984,1786752211650.023,29169572.423,0.000000000,-0.000056686,-0.000123747,-0.509974360,0.501788378,0.506973982,0.502973735,0.507075012
20,399.992,1786752211670.031,29169592.431,0.000000000,-0.000060761,-0.000143914,-0.544729650,0.537893951,0.541935742,0.538935602,0.542033911
21,419.985,1786752211690.024,29169612.424,0.000000000,-0.000063971,-0.000179267,-0.570916235,0.564147830,0.568044543,0.565181792,0.568167210
22,439.986,1786752211710.025,29169632.425,0.000000000,-0.000066771,-0.000251889,-0.606001198,0.598199725,0.602698624,0.599336028,0.602872670
23,459.986,1786752211730.025,29169652.425,0.000000000,-0.000067250,-0.000335361,-0.641219079,0.631711781,0.637225151,0.632979989,0.637445390
24,479.981,1786752211750.020,29169672.420,0.000000000,-0.000065725,-0.000405199,-0.676467955,0.665255010,0.671704173,0.666693032,0.671955645
25,499.981,1786752211770.020,29169692.420,0.000000000,-0.000062832,-0.000444840,-0.711643398,0.699388564,0.706230938,0.700913072,0.706481040
26,519.984,1786752211790.023,29169712.423,0.000000000,-0.000059325,-0.000450524,-0.746653020,0.734663606,0.740895689,0.735998452,0.741091490
27,539.983,1786752211810.022,29169732.422,0.000000000,-0.000057137,-0.000474566,-0.781556129,0.770551682,0.775610805,0.771539986,0.775734782
28,559.980,1786752211830.020,29169752.420,0.000000000,-0.000056176,-0.000521968,-0.816480279,0.806069791,0.810246706,0.806710780,0.810316265
