index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,left_hand_dq_0,left_hand_dq_1,left_hand_dq_2,left_hand_dq_3,left_hand_dq_4,left_hand_dq_5,left_hand_dq_6
0,0.000,1786752211270.039,29169192.439,0.000000000,0.005839042,0.098930597,-0.003534808,0.005432560,0.006124806,-1.894105792,-0.144864172
1,19.988,1786752211290.027,29169212.427,0.000000000,-0.224777579,2.247407436,0.987906218,-0.250267059,-0.252647340,-4.031199455,-1.303616881
2,39.985,1786752211310.024,29169232.424,0.000000000,0.000555539,-0.002940383,0.394153327,-0.439573050,-0.403653502,-0.470330626,-0.407572448
3,59.985,1786752211330.024,29169252.424,0.000000000,0.000246212,0.000366529,0.762797773,-0.833968580,-0.776063621,-0.851848066,-0.778139770
4,79.986,1786752211350.025,29169272.425,0.000000000,0.000007331,0.003024364,1.038798332,-1.082559943,-1.041105986,-1.089477658,-1.041716456
5,99.984,1786752211370.023,29169292.423,0.000000000,-0.000091981,0.003012334,1.241093040,-1.234324813,-1.229003549,-1.238422155,-1.229316711
6,119.983,1786752211390.022,29169312.422,0.000000000,-0.000303233,0.001798425,1.384806037,-1.334991336,-1.364179492,-1.365323067,-1.368479609
7,139.981,1786752211410.020,29169332.420,0.000000000,-0.000470297,0.001403169,1.485767245,-1.443307757,-1.467933893,-1.501618266,-1.476541996
8,159.985,1786752211430.024,29169352.424,0.000000000,-0.000547501,0.002981748,1.564198732,-1.556223392,-1.547466040,-1.605660081,-1.555101633
9,179.996,1786752211450.035,29169372.435,0.000000000,-0.000395239,0.003134208,1.621164203,-1.672756433,-1.609839320,-1.691880703,-1.613030910
10,199.991,1786752211470.030,29169392.430,0.000000000,-0.000296260,0.002372505,1.651717782,-1.747758150,-1.646449685,-1.745148897,-1.646364093
11,219.988,1786752211490.027,29169412.428,0.000000000,-0.000209816,0.000445097,1.677481055,-1.842104554,-1.686879516,-1.828187108,-1.684913754
12,239.984,1786752211510.023,29169432.423,0.000000000,-0.000190357,-0.000192668,1.692653537,-1.911985040,-1.717051387,-1.905935645,-1.715949774
13,259.983,1786752211530.022,29169452.422,0.000000000,-0.000168978,0.000535362,1.706215739,-1.920408368,-1.732509971,-1.918265104,-1.731752157
14,279.984,1786752211550.023,29169472.423,0.000000000,-0.000150764,0.000890066,1.718994141,-1.880677462,-1.736925364,-1.872073293,-1.735053420
15,299.974,1786752211570.013,29169492.414,0.000000000,-0.000186738,0.001411957,1.731131554,-1.813369274,-1.734484076,-1.805978417,-1.732526183
16,319.980,1786752211590.019,29169512.419,0.000000000,-0.000130980,0.001245552,1.739512324,-1.762044549,-1.732854486,-1.755725503,-1.730329871
17,339.980,1786752211610.019,29169532.419,0.000000000,-0.000045706,0.000457540,1.744314432,-1.736836553,-1.733920217,-1.718821526,-1.729017973
18,359.981,1786752211630.020,29169552.420,0.000000000,-0.000035239,-0.001012039,1.743466735,-1.739987373,-1.738450646,-1.704584360,-1.731434941
19,379.984,1786752211650.023,29169572.423,0.000000000,-0.000097927,0.000799251,1.745229483,-1.739834309,-1.738869905,-1.708793163,-1.733677268
20,399.992,1786752211670.031,29169592.431,0.000000000,-0.000147675,0.003058423,1.750534177,-1.733742118,-1.734998941,-1.713498354,-1.732908487
21,419.985,1786752211690.024,29169612.424,0.000000000,-0.000068955,0.002838126,1.751641631,-1.748439908,-1.733781695,-1.751059294,-1.735033512
22,439.986,1786752211710.025,29169632.425,0.000000000,-0.000032319,0.002111783,1.750193477,-1.766650438,-1.734471917,-1.783785462,-1.737436295
23,459.986,1786752211730.025,29169652.425,0.000000000,-0.000009507,0.001269965,1.747215509,-1.789613724,-1.736437082,-1.812815428,-1.739966273
24,479.981,1786752211750.020,29169672.420,0.000000000,0.000048232,0.000308134,1.744450808,-1.801501513,-1.738969564,-1.823918343,-1.741747856
25,499.981,1786752211770.020,29169692.420,0.000000000,0.000113211,-0.000755103,1.741883993,-1.808266878,-1.743315220,-1.823469400,-1.744150877
26,519.984,1786752211790.023,29169712.423,0.000000000,0.000118631,-0.000355166,1.741476893,-1.806825280,-1.746645212,-1.806551576,-1.745135665
27,539.983,1786752211810.022,29169732.422,0.000000000,0.000102015,0.002416895,1.747317195,-1.767090917,-1.741575360,-1.755853057,-1.739401460
28,559.980,1786752211830.020,29169752.420,0.000000000,0.000146524,0.004928533,1.756906390,-1.697223186,-1.730420709,-1.685163736,-1.728643894
29,579.980,1786752211850.019,29169772.419,0.000000000,0.000151503,0.006203661,1.766915441,-1.615762472,-1.717783809,-1.614765048,-1.717242599
30,599.980,1786752211870.019,29169792.419,0.000000000,0.000127073,0.005384787,1.771650910,-1.564409852,-1.710371852,-1.579817176,-1.711097598
31,619.983,1786752211890.022,29169812.422,0.000000000,0.000132905,0.002284005,1.769695044,-1.570460200,-1.712657571,-1.585441709,-1.712992191
32,639.992,1786752211910.031,29169832.431,0.000000000,0.000056838,-0.000363598,1.763574839,-1.621739507,-1.721697450,-1.620172501,-1.721562982
33,659.986,1786752211930.025,29169852.425,0.000000000,0.000028296,-0.001271759,1.758231401,-1.666561842,-1.728956342,-1.655449748,-1.728899717
34,679.985,1786752211950.024,29169872.424,0.000000000,0.000078766,-0.001101764,1.753538251,-1.709658027,-1.737282038,-1.693273544,-1.736915588
35,699.982,1786752211970.021,29169892.421,0.000000000,0.000106142,0.000724167,1.753621101,-1.708797932,-1.739833355,-1.697442293,-1.738881350
36,719.981,1786752211990.020,29169912.420,0.000000000,0.000054470,0.003949604,1.758512378,-1.648822427,-1.733579040,-1.658891439,-1.733596444
37,739.982,1786752212010.021,29169932.421,0.000000000,0.000004078,0.005425965,1.765329957,-1.568066120,-1.725403190,-1.602819920,-1.726789594
38,759.983,1786752212030.022,29169952.423,0.000000000,0.000030870,0.005051500,1.770663857,-1.513487816,-1.721118093,-1.556736827,-1.723792195
39,779.982,1786752212050.021,29169972.421,0.000000000,0.000162915,0.003556871,1.773525596,-1.499027729,-1.722034693,-1.534573913,-1.725408912
40,799.980,1786752212070.019,29169992.419,0.000000000,0.000266685,0.000371979,1.769997597,-1.555350304,-1.727591395,-1.561481237,-1.732220292
41,819.979,1786752212090.019,29170012.419,0.000000000,0.000457038,-0.001723949,1.758154869,-1.645017982,-1.730664253,-1.621857405,-1.734922290
42,839.983,1786752212110.022,29170032.422,0.000000000,0.000458409,-0.002183910,1.747021437,-1.716327906,-1.733162999,-1.679758549,-1.734649658
43,859.994,1786752212130.034,29170052.434,0.000000000,0.000269136,-0.001639692,1.741141558,-1.757553577,-1.737198591,-1.723679423,-1.735056281
44,879.986,1786752212150.025,29170072.425,0.000000000,0.000095465,0.002121008,1.743306518,-1.696450114,-1.737863541,-1.677320361,-1.733733177
45,899.987,1786752212170.026,29170092.426,0.000000000,0.000083238,0.004372433,1.749492764,-1.566251040,-1.740274310,-1.564515352,-1.733228207
46,919.985,1786752212190.024,29170112.424,0.000000000,0.000021421,0.006135421,1.759847999,-1.339954138,-1.744217277,-1.350751519,-1.736296415
47,939.982,1786752212210.021,29170132.421,0.000000000,0.000079334,0.006187759,1.767801523,-1.104373217,-1.746991992,-1.114262819,-1.741754293
48,959.983,1786752212230.022,29170152.422,0.000000000,0.000100749,0.003578890,1.771313906,-0.916150272,-1.748721123,-0.915095627,-1.749559879
49,979.986,1786752212250.025,29170172.425,0.000000000,0.000114702,-0.000011342,1.740297198,-0.790456772,-1.739999175,-0.775406778,-1.749019623
50,999.980,1786752212270.020,29170192.420,0.000000000,0.000365601,-0.001506617,1.621052623,-0.680107713,-1.654887438,-0.653575063,-1.665771008
51,1019.979,1786752212290.019,29170212.419,0.000000000,0.000534329,-0.001950140,1.442940116,-0.563811362,-1.503400445,-0.525759816,-1.508818030
52,1039.981,1786752212310.020,29170232.420,0.000000000,0.000328414,-0.002896157,1.238488555,-0.471104741,-1.316313148,-0.424187988,-1.316175699
53,1059.983,1786752212330.022,29170252.422,0.000000000,0.000157335,-0.001673375,1.030564904,-0.368026108,-1.116729021,-0.325845182,-1.112615824
54,1079.992,1786752212350.031,29170272.431,0.000000000,0.000123646,0.002048311,0.828455627,-0.211962163,-0.919026792,-0.184995860,-0.906216264
55,1099.986,1786752212370.025,29170292.426,0.000000000,-0.000020192,0.005346401,0.639931679,-0.039685603,-0.728836119,-0.032827679,-0.711683691
56,1119.987,1786752212390.026,29170312.427,0.000000000,-0.000172803,0.005805553,0.511423588,-0.007917580,-0.593613863,-0.007502701,-0.580197215
57,1139.984,1786752212410.023,29170332.424,0.000000000,-0.000267907,0.004191079,0.358996630,-0.004774550,-0.425851583,-0.005329617,-0.424973249
58,1159.983,1786752212430.022,29170352.422,0.000000000,-0.000136368,0.001931531,0.226058930,-0.006477653,-0.276470840,-0.006942862,-0.286367923
59,1179.983,1786752212450.022,29170372.422,0.000000000,0.000175603,-0.000372742,0.108142495,-0.007988357,-0.146416247,-0.007918684,-0.158263683
60,1199.988,1786752212470.027,29170392.427,0.000000000,0.000431458,-0.002087449,0.020000396,-0.009075365,-0.038186852,-0.008412373,-0.043842524
61,1219.979,1786752212490.018,29170412.418,0.000000000,0.000271647,-0.004206459,0.006968340,-0.022991743,-0.008414889,-0.012298758,-0.008788919
