index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,motion_name
0,0.000,1786879600174.486,14387992.421,0.000000000,"s_batido_v8_landing_sonic"
1,19.995,1786879600194.482,14388012.417,0.000000000,"s_batido_v8_landing_sonic"
2,39.993,1786879600214.479,14388032.414,0.000000000,"s_batido_v8_landing_sonic"
3,60.029,1786879600234.516,14388052.451,0.000000000,"s_batido_v8_landing_sonic"
4,80.007,1786879600254.493,14388072.428,0.000000000,"s_batido_v8_landing_sonic"
5,99.999,1786879600274.485,14388092.420,0.000000000,"s_batido_v8_landing_sonic"
6,120.002,1786879600294.489,14388112.424,0.000000000,"s_batido_v8_landing_sonic"
7,140.000,1786879600314.486,14388132.421,0.000000000,"s_batido_v8_landing_sonic"
8,159.998,1786879600334.484,14388152.419,0.000000000,"s_batido_v8_landing_sonic"
9,179.998,1786879600354.485,14388172.420,0.000000000,"s_batido_v8_landing_sonic"
10,199.998,1786879600374.484,14388192.419,0.000000000,"s_batido_v8_landing_sonic"
11,219.999,1786879600394.485,14388212.420,0.000000000,"s_batido_v8_landing_sonic"
12,240.001,1786879600414.487,14388232.422,0.000000000,"s_batido_v8_landing_sonic"
13,259.999,1786879600434.485,14388252.420,0.000000000,"s_batido_v8_landing_sonic"
14,280.000,1786879600454.486,14388272.421,0.000000000,"s_batido_v8_landing_sonic"
15,299.998,1786879600474.484,14388292.419,0.000000000,"s_batido_v8_landing_sonic"
16,320.000,1786879600494.486,14388312.421,0.000000000,"s_batido_v8_landing_sonic"
17,340.000,1786879600514.486,14388332.421,0.000000000,"s_batido_v8_landing_sonic"
18,359.999,1786879600534.485,14388352.420,0.000000000,"s_batido_v8_landing_sonic"
19,379.999,1786879600554.486,14388372.421,0.000000000,"s_batido_v8_landing_sonic"
20,400.001,1786879600574.487,14388392.422,0.000000000,"s_batido_v8_landing_sonic"
21,420.002,1786879600594.489,14388412.424,0.000000000,"s_batido_v8_landing_sonic"
22,440.002,1786879600614.489,14388432.423,0.000000000,"s_batido_v8_landing_sonic"
23,460.003,1786879600634.490,14388452.425,0.000000000,"s_batido_v8_landing_sonic"
24,480.002,1786879600654.489,14388472.424,0.000000000,"s_batido_v8_landing_sonic"
25,499.999,1786879600674.485,14388492.420,0.000000000,"s_batido_v8_landing_sonic"
26,519.999,1786879600694.485,14388512.420,0.000000000,"s_batido_v8_landing_sonic"
27,539.999,1786879600714.485,14388532.420,0.000000000,"s_batido_v8_landing_sonic"
28,560.001,1786879600734.487,14388552.422,0.000000000,"s_batido_v8_landing_sonic"
29,579.995,1786879600754.482,14388572.416,0.000000000,"s_batido_v8_landing_sonic"
30,600.000,1786879600774.486,14388592.421,0.000000000,"s_batido_v8_landing_sonic"
31,620.004,1786879600794.490,14388612.425,0.000000000,"s_batido_v8_landing_sonic"
32,639.996,1786879600814.483,14388632.418,0.000000000,"s_batido_v8_landing_sonic"
33,659.997,1786879600834.483,14388652.418,0.000000000,"s_batido_v8_landing_sonic"
34,679.995,1786879600854.482,14388672.417,0.000000000,"s_batido_v8_landing_sonic"
35,699.997,1786879600874.483,14388692.418,0.000000000,"s_batido_v8_landing_sonic"
36,719.997,1786879600894.483,14388712.418,0.000000000,"s_batido_v8_landing_sonic"
37,739.999,1786879600914.485,14388732.420,0.000000000,"s_batido_v8_landing_sonic"
38,759.998,1786879600934.484,14388752.419,0.000000000,"s_batido_v8_landing_sonic"
39,780.000,1786879600954.487,14388772.422,0.000000000,"s_batido_v8_landing_sonic"
40,800.004,1786879600974.490,14388792.425,0.000000000,"s_batido_v8_landing_sonic"
41,820.001,1786879600994.487,14388812.422,0.000000000,"s_batido_v8_landing_sonic"
42,840.002,1786879601014.489,14388832.424,0.000000000,"s_batido_v8_landing_sonic"
43,859.999,1786879601034.485,14388852.420,0.000000000,"s_batido_v8_landing_sonic"
44,880.000,1786879601054.486,14388872.421,0.000000000,"s_batido_v8_landing_sonic"
45,900.003,1786879601074.489,14388892.424,0.000000000,"s_batido_v8_landing_sonic"
46,920.000,1786879601094.486,14388912.421,0.000000000,"s_batido_v8_landing_sonic"
47,939.996,1786879601114.482,14388932.417,0.000000000,"s_batido_v8_landing_sonic"
48,960.000,1786879601134.486,14388952.421,0.000000000,"s_batido_v8_landing_sonic"
49,979.998,1786879601154.484,14388972.419,0.000000000,"s_batido_v8_landing_sonic"
50,1000.004,1786879601174.490,14388992.425,0.000000000,"s_batido_v8_landing_sonic"
51,1020.000,1786879601194.486,14389012.421,0.000000000,"s_batido_v8_landing_sonic"
