index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,playing_0
0,0.000,1786879600174.486,14387992.421,0.000000000,0.000000000
1,19.995,1786879600194.482,14388012.417,0.000000000,0.000000000
2,39.993,1786879600214.479,14388032.414,0.000000000,0.000000000
3,60.029,1786879600234.516,14388052.451,0.000000000,0.000000000
4,80.007,1786879600254.493,14388072.428,0.000000000,0.000000000
5,99.999,1786879600274.485,14388092.420,0.000000000,0.000000000
6,120.002,1786879600294.489,14388112.424,0.000000000,0.000000000
7,140.000,1786879600314.486,14388132.421,0.000000000,0.000000000
8,159.998,1786879600334.484,14388152.419,0.000000000,0.000000000
9,179.998,1786879600354.485,14388172.420,0.000000000,0.000000000
10,199.998,1786879600374.484,14388192.419,0.000000000,0.000000000
11,219.999,1786879600394.485,14388212.420,0.000000000,0.000000000
12,240.001,1786879600414.487,14388232.422,0.000000000,0.000000000
13,259.999,1786879600434.485,14388252.420,0.000000000,0.000000000
14,280.000,1786879600454.486,14388272.421,0.000000000,0.000000000
15,299.998,1786879600474.484,14388292.419,0.000000000,0.000000000
16,320.000,1786879600494.486,14388312.421,0.000000000,0.000000000
17,340.000,1786879600514.486,14388332.421,0.000000000,0.000000000
18,359.999,1786879600534.485,14388352.420,0.000000000,0.000000000
19,379.999,1786879600554.486,14388372.421,0.000000000,0.000000000
20,400.001,1786879600574.487,14388392.422,0.000000000,0.000000000
21,420.002,1786879600594.489,14388412.424,0.000000000,0.000000000
22,440.002,1786879600614.489,14388432.423,0.000000000,0.000000000
23,460.003,1786879600634.490,14388452.425,0.000000000,0.000000000
24,480.002,1786879600654.489,14388472.424,0.000000000,0.000000000
25,499.999,1786879600674.485,14388492.420,0.000000000,0.000000000
26,519.999,1786879600694.485,14388512.420,0.000000000,0.000000000
27,539.999,1786879600714.485,14388532.420,0.000000000,0.000000000
28,560.001,1786879600734.487,14388552.422,0.000000000,0.000000000
29,579.995,1786879600754.482,14388572.416,0.000000000,0.000000000
30,600.000,1786879600774.486,14388592.421,0.000000000,0.000000000
31,620.004,1786879600794.490,14388612.425,0.000000000,0.000000000
32,639.996,1786879600814.483,14388632.418,0.000000000,0.000000000
33,659.997,1786879600834.483,14388652.418,0.000000000,0.000000000
34,679.995,1786879600854.482,14388672.417,0.000000000,0.000000000
35,699.997,1786879600874.483,14388692.418,0.000000000,0.000000000
36,719.997,1786879600894.483,14388712.418,0.000000000,0.000000000
37,739.999,1786879600914.485,14388732.420,0.000000000,0.000000000
38,759.998,1786879600934.484,14388752.419,0.000000000,0.000000000
39,780.000,1786879600954.487,14388772.422,0.000000000,0.000000000
40,800.004,1786879600974.490,14388792.425,0.000000000,0.000000000
41,820.001,1786879600994.487,14388812.422,0.000000000,0.000000000
42,840.002,1786879601014.489,14388832.424,0.000000000,0.000000000
43,859.999,1786879601034.485,14388852.420,0.000000000,0.000000000
44,880.000,1786879601054.486,14388872.421,0.000000000,0.000000000
45,900.003,1786879601074.489,14388892.424,0.000000000,0.000000000
46,920.000,1786879601094.486,14388912.421,0.000000000,0.000000000
47,939.996,1786879601114.482,14388932.417,0.000000000,0.000000000
48,960.000,1786879601134.486,14388952.421,0.000000000,0.000000000
49,979.998,1786879601154.484,14388972.419,0.000000000,0.000000000
50,1000.004,1786879601174.490,14388992.425,0.000000000,0.000000000
51,1020.000,1786879601194.486,14389012.421,0.000000000,0.000000000
52,1039.998,1786879601214.484,14389032.419,0.000000000,0.000000000
53,1060.004,1786879601234.490,14389052.425,0.000000000,0.000000000
54,1080.000,1786879601254.486,14389072.421,0.000000000,0.000000000
55,1100.003,1786879601274.489,14389092.424,0.000000000,0.000000000
56,1120.000,1786879601294.486,14389112.421,0.000000000,0.000000000
57,1139.999,1786879601314.485,14389132.420,0.000000000,0.000000000
58,1160.003,1786879601334.489,14389152.424,0.000000000,0.000000000
59,1180.003,1786879601354.489,14389172.424,0.000000000,0.000000000
60,1200.003,1786879601374.489,14389192.424,0.000000000,0.000000000
61,1220.000,1786879601394.486,14389212.421,0.000000000,0.000000000
62,1240.003,1786879601414.489,14389232.424,0.000000000,0.000000000
63,1259.998,1786879601434.484,14389252.419,0.000000000,0.000000000
64,1280.001,1786879601454.488,14389272.422,0.000000000,0.000000000
65,1300.004,1786879601474.490,14389292.425,0.000000000,0.000000000
66,1319.998,1786879601494.484,14389312.419,0.000000000,0.000000000
67,1340.002,1786879601514.488,14389332.423,0.000000000,0.000000000
68,1359.997,1786879601534.483,14389352.418,0.000000000,0.000000000
69,1379.999,1786879601554.485,14389372.420,0.000000000,0.000000000
70,1400.000,1786879601574.486,14389392.421,0.000000000,0.000000000
71,1419.997,1786879601594.483,14389412.418,0.000000000,0.000000000
72,1440.001,1786879601614.487,14389432.422,0.000000000,0.000000000
73,1459.996,1786879601634.482,14389452.417,0.000000000,0.000000000
74,1479.998,1786879601654.485,14389472.420,0.000000000,0.000000000
75,1500.004,1786879601674.490,14389492.425,0.000000000,0.000000000
76,1520.003,1786879601694.489,14389512.424,0.000000000,0.000000000
77,1540.001,1786879601714.487,14389532.422,0.000000000,0.000000000
78,1560.000,1786879601734.486,14389552.421,0.000000000,0.000000000
79,1580.001,1786879601754.487,14389572.422,0.000000000,0.000000000
80,1600.003,1786879601774.489,14389592.424,0.000000000,0.000000000
81,1619.996,1786879601794.483,14389612.417,0.000000000,0.000000000
82,1640.001,1786879601814.487,14389632.422,0.000000000,0.000000000
83,1660.000,1786879601834.487,14389652.422,0.000000000,0.000000000
84,1680.002,1786879601854.489,14389672.424,0.000000000,0.000000000
85,1699.996,1786879601874.482,14389692.417,0.000000000,0.000000000
86,1720.002,1786879601894.489,14389712.423,0.000000000,0.000000000
87,1739.996,1786879601914.483,14389732.418,0.000000000,0.000000000
88,1759.996,1786879601934.483,14389752.418,0.000000000,0.000000000
89,1779.998,1786879601954.484,14389772.419,0.000000000,0.000000000
90,1799.998,1786879601974.484,14389792.419,0.000000000,0.000000000
91,1820.001,1786879601994.487,14389812.422,0.000000000,0.000000000
92,1840.001,1786879602014.488,14389832.423,0.000000000,0.000000000
93,1860.003,1786879602034.489,14389852.424,0.000000000,0.000000000
94,1879.999,1786879602054.485,14389872.420,0.000000000,0.000000000
95,1900.005,1786879602074.491,14389892.426,0.000000000,0.000000000
96,1920.005,1786879602094.491,14389912.426,0.000000000,1.000000000
97,1940.000,1786879602114.486,14389932.421,0.000000000,1.000000000
98,1959.998,1786879602134.484,14389952.419,0.000000000,1.000000000
99,1979.998,1786879602154.485,14389972.420,0.000000000,1.000000000
100,2000.003,1786879602174.489,14389992.424,0.000000000,1.000000000
101,2020.002,1786879602194.489,14390012.423,0.000000000,1.000000000
102,2040.003,1786879602214.489,14390032.424,0.000000000,1.000000000
103,2059.997,1786879602234.483,14390052.418,0.000000000,1.000000000
104,2080.000,1786879602254.486,14390072.421,0.000000000,1.000000000
105,2100.002,1786879602274.488,14390092.423,0.000000000,1.000000000
106,2119.997,1786879602294.483,14390112.418,0.000000000,1.000000000
107,2139.998,1786879602314.484,14390132.419,0.000000000,1.000000000
108,2160.000,1786879602334.486,14390152.421,0.000000000,1.000000000
109,2180.000,1786879602354.486,14390172.422,0.000000000,1.000000000
110,2200.001,1786879602374.487,14390192.422,0.000000000,1.000000000
111,2219.998,1786879602394.484,14390212.419,0.000000000,1.000000000
112,2240.004,1786879602414.490,14390232.426,0.000000000,1.000000000
113,2260.002,1786879602434.488,14390252.423,0.000000000,1.000000000
114,2280.000,1786879602454.486,14390272.421,0.000000000,1.000000000
115,2300.004,1786879602474.490,14390292.425,0.000000000,1.000000000
116,2320.000,1786879602494.486,14390312.421,0.000000000,1.000000000
117,2340.001,1786879602514.487,14390332.422,0.000000000,1.000000000
118,2360.001,1786879602534.487,14390352.422,0.000000000,1.000000000
119,2379.998,1786879602554.485,14390372.420,0.000000000,1.000000000
120,2400.002,1786879602574.488,14390392.423,0.000000000,1.000000000
121,2420.001,1786879602594.487,14390412.422,0.000000000,1.000000000
122,2439.998,1786879602614.484,14390432.419,0.000000000,1.000000000
123,2460.000,1786879602634.486,14390452.421,0.000000000,1.000000000
124,2480.001,1786879602654.487,14390472.422,0.000000000,1.000000000
125,2499.996,1786879602674.482,14390492.417,0.000000000,1.000000000
126,2519.998,1786879602694.484,14390512.419,0.000000000,1.000000000
127,2539.997,1786879602714.483,14390532.418,0.000000000,1.000000000
