index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_wx,base_wy,base_wz
0,0.000,1786878880296.440,13668114.375,0.000000000,-0.184839398,1.124300122,-0.071028747
1,19.990,1786878880316.430,13668134.365,0.000000000,-0.767124593,1.786676407,0.222625792
2,39.989,1786878880336.429,13668154.364,0.000000000,-1.148413658,1.103384495,0.627090573
3,59.990,1786878880356.430,13668174.365,0.000000000,-0.674666464,1.181735039,0.722492695
4,79.989,1786878880376.428,13668194.363,0.000000000,-1.203132749,1.214289427,0.836173952
5,99.989,1786878880396.429,13668214.364,0.000000000,-1.189181685,0.254796386,-0.581174910
6,119.992,1786878880416.431,13668234.366,0.000000000,-0.866099596,-1.065169096,-1.405702829
7,139.989,1786878880436.429,13668254.364,0.000000000,-0.128179342,-1.695745945,-1.170285702
8,159.989,1786878880456.428,13668274.363,0.000000000,0.204946190,-1.386608005,-0.575534403
9,179.988,1786878880476.428,13668294.363,0.000000000,1.744273782,-0.306255966,1.103932738
10,199.987,1786878880496.427,13668314.362,0.000000000,2.286136150,-0.956643879,0.117765822
11,219.989,1786878880516.428,13668334.363,0.000000000,-0.491811663,1.087558985,0.360195756
12,239.988,1786878880536.427,13668354.362,0.000000000,-0.666328430,0.935107291,-0.795301080
13,259.988,1786878880556.428,13668374.363,0.000000000,-1.744741559,0.559666216,-0.084756263
14,279.987,1786878880576.427,13668394.362,0.000000000,-1.737368822,1.317417979,0.809340000
15,299.988,1786878880596.427,13668414.362,0.000000000,-0.840776622,1.759658456,0.780677021
16,319.988,1786878880616.428,13668434.363,0.000000000,0.592129350,0.559227943,-0.216218874
17,339.988,1786878880636.428,13668454.363,0.000000000,1.057126880,0.187924877,-1.695719481
18,359.988,1786878880656.428,13668474.363,0.000000000,1.702573895,-0.613317609,-3.251271486
19,379.986,1786878880676.426,13668494.361,0.000000000,2.091393948,-0.722269177,-2.759320021
20,399.987,1786878880696.427,13668514.362,0.000000000,0.759074926,-0.114191748,-0.838539660
21,419.986,1786878880716.426,13668534.361,0.000000000,-0.067757048,-0.268178344,0.565916419
22,439.987,1786878880736.427,13668554.361,0.000000000,0.209562451,-0.876750231,0.675608695
23,459.987,1786878880756.427,13668574.362,0.000000000,0.434156895,-0.899104178,0.382033467
24,479.998,1786878880776.438,13668594.372,0.000000000,0.007200100,-0.604221702,0.249818534
25,499.988,1786878880796.428,13668614.363,0.000000000,-0.712302864,-0.366343290,-0.169830605
26,519.991,1786878880816.431,13668634.366,0.000000000,-0.270622343,-0.440785706,-0.856641114
27,539.989,1786878880836.428,13668654.363,0.000000000,-0.122849137,-0.119281814,-0.063470565
28,559.987,1786878880856.427,13668674.362,0.000000000,-0.131734937,-0.253138870,0.148996904
29,579.991,1786878880876.431,13668694.366,0.000000000,-0.099301197,0.017635275,-0.168062821
30,599.988,1786878880896.427,13668714.362,0.000000000,0.099314116,0.172117904,-0.426189095
31,619.990,1786878880916.430,13668734.365,0.000000000,0.402882785,0.017460812,-0.462573200
32,639.989,1786878880936.429,13668754.364,0.000000000,0.731259108,-0.234516591,-0.140552267
33,659.991,1786878880956.431,13668774.366,0.000000000,0.108336441,-0.119223677,0.109745026
34,679.991,1786878880976.431,13668794.366,0.000000000,0.391038001,-0.057772737,-0.243614078
35,699.990,1786878880996.429,13668814.365,0.000000000,0.383799970,-0.627947330,-0.257010043
36,719.990,1786878881016.430,13668834.365,0.000000000,0.269382834,-0.608121216,0.008417925
37,739.992,1786878881036.431,13668854.366,0.000000000,0.129934549,-0.280986696,0.385637999
38,759.996,1786878881056.436,13668874.371,0.000000000,0.012485403,0.053575587,0.613061905
39,779.989,1786878881076.429,13668894.364,0.000000000,0.061653685,0.281911165,0.624451578
40,799.989,1786878881096.429,13668914.364,0.000000000,0.129168555,0.288235188,0.583640873
