index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786876859563.461,11647381.396,0.000000000,6.141785622,-0.785108566,0.086463183,-1.750897169,-0.065247916,-0.000767529,5.986680508,-0.790123701,0.027663665,-1.206523538,-0.131175786,-0.000743761,1.053660989,5.672979832,-10.262696266,2.120684147,-0.097537301,-0.327970326,-0.589296401,0.164247438,-0.175103694,-0.193122074,1.457016349,-2.036570549,-0.760565042,-0.651365697,-0.056134742,-0.266739577,-0.203941524
1,19.993,1786876859583.453,11647401.388,0.000000000,-11.766901970,30.475952148,-19.079820633,-7.659300327,1.343411684,0.287911803,41.763351440,-8.393864632,0.442397714,22.647130966,3.364604235,0.237754792,14.690003395,-1.385280013,-12.082453728,3.948021412,-0.083797984,-0.641102910,-1.095895052,1.601023555,-0.100401819,-0.019411430,-7.576405525,0.219445392,0.559328616,-3.333171844,-0.699645519,-0.508421421,-0.361603260
2,39.992,1786876859603.453,11647421.388,0.000000000,-24.967222214,21.686721802,-12.356168747,-4.173166752,-1.556998253,0.180294603,41.262596130,-25.901617050,15.638587952,8.241630554,0.144683555,-0.653978467,18.456188202,-4.309955120,-17.338731766,4.801334858,0.034745727,-0.785937667,-1.267408133,0.200330034,-0.345143706,0.074555464,-12.685050011,0.353912562,-0.329960197,-7.512222290,-0.476182759,-2.051868677,-0.064956896
3,59.995,1786876859623.456,11647441.391,0.000000000,-32.569885254,4.740194798,-0.028886281,-10.748694420,-2.196513414,-0.379438311,45.513149261,-20.532907486,15.800100327,7.382342339,-0.337283045,-0.677369416,11.910778046,3.294492722,-19.081001282,4.939880848,-1.437100172,-0.742904305,-0.949451506,-0.038042139,-0.282799721,-0.123910338,-16.657674789,-2.093903542,-1.863709331,-12.420674324,-0.430223167,-3.833912134,-0.134262338
4,79.991,1786876859643.452,11647461.387,0.000000000,1.279284358,-11.082494736,15.514859200,-5.336802006,-0.073580094,0.004035325,13.307307243,4.881671429,-7.423604488,5.845336437,-0.706347883,0.692788303,0.712863922,15.300495148,-17.014917374,2.329646349,-1.780393004,-0.592432737,-1.146672606,-0.417980909,-0.211175248,-0.116592556,-17.927534103,-3.679271698,-3.170333624,-15.356552124,-0.704498410,-5.000000000,-0.545124531
5,99.991,1786876859663.451,11647481.386,0.000000000,33.673297882,-16.044572830,8.262266159,9.192497253,1.102704167,0.009256754,-29.895372391,11.801416397,-10.108855247,-6.574288845,-1.061599255,0.545777738,-0.491797417,15.552212715,-9.508080482,-2.172853470,-1.606954098,-0.993132114,-2.090735435,-0.846025765,-0.584150493,-0.250199437,-14.698761940,-2.190955639,-1.261381865,-11.223762512,-0.140801892,-5.000000000,-0.781442583
6,119.992,1786876859683.453,11647501.388,0.000000000,31.398097992,-9.107294083,4.047156811,12.995392799,2.143820286,-0.150034294,-45.224514008,9.920438766,-8.918404579,-13.802506447,-0.629656792,0.375216186,-7.793198586,4.788417339,2.997526884,-6.425121784,-0.624865592,-0.773376226,-2.369649649,-0.354776055,-0.905452251,-0.247615501,-4.707390785,0.705041289,2.793167591,-3.623551607,0.379406780,-5.000000000,-0.171527624
7,139.991,1786876859703.452,11647521.387,0.000000000,10.692093849,-2.927535057,2.470994234,5.768771648,0.174486414,-0.260097086,-30.899507523,7.234482288,-3.831956148,-11.648015976,-0.652009845,0.155164227,-11.365848541,-8.822232246,14.226202965,-9.220398903,0.723137617,-0.242315322,-2.051637411,0.118612014,-0.880418301,-0.050482742,7.015099525,2.968667507,4.884678364,2.670019627,0.201148644,-0.067390345,1.112870336
8,159.990,1786876859723.451,11647541.386,0.000000000,5.706670284,6.911528111,-3.314013004,4.231131077,-0.169968337,0.290034771,-26.853242874,4.089939594,-1.679188728,-9.699693680,-0.661969602,0.118145898,-11.334592819,-15.976507187,16.977092743,-9.098170280,1.391923308,0.415319324,-1.176569819,0.373623908,-0.590581119,0.186013848,14.558583260,3.210668564,4.035258770,7.175951958,-0.176470667,2.644764423,1.449804425
9,179.990,1786876859743.451,11647561.386,0.000000000,11.401906967,15.113334656,-8.936205864,-8.967048645,39.730781555,3.671106815,-30.338726044,5.983817101,-1.631559372,-9.145015717,-0.863640368,0.156810388,-9.903619766,-15.007926941,18.521741867,-7.096376419,1.372130156,1.259357452,-0.231967539,0.447248548,-0.191962168,0.372386217,17.137100220,1.544357657,2.011840105,8.097844124,-0.195946813,3.712999344,1.083210945
