index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28
0,0.000,1786876859563.461,11647381.396,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,19.993,1786876859583.453,11647401.388,0.000000000,-1.022969961,0.431848794,0.584998429,0.760612786,-0.256093889,-0.446462452,-1.238180876,-0.103561945,-0.663359225,0.071661949,1.536190629,0.482496172,-1.245198011,0.363138288,0.370459855,-0.049929701,0.285959065,-0.048268538,0.049745675,-0.148384362,0.238597825,-0.141209483,-0.486742616,0.406085491,-0.165070564,0.276340842,0.158818722,0.101457223,-0.320526242
2,39.992,1786876859603.453,11647421.388,0.000000000,-1.286520481,0.875332296,0.795090556,0.585277617,-0.680866122,-0.456429720,-1.544718742,0.421968192,-1.005085707,0.363843441,1.461705446,0.731361449,-2.065398693,-0.056192543,0.225373358,-0.035271674,0.253110737,-0.069405615,-0.098119289,-0.319391459,0.091441065,-0.381344616,-1.238584399,0.421080738,-0.259438127,0.351966590,-0.087345183,0.292070389,-0.347881794
3,59.995,1786876859623.456,11647441.391,0.000000000,-1.565534592,1.339285731,0.618661761,0.202557385,-0.609550238,0.097197652,-1.021946669,0.664114356,-1.350055099,0.118955322,1.395859838,0.954949737,-2.628021002,-0.507558346,0.020242184,-0.249217093,-0.124545082,-0.239544421,-0.255301893,-0.399873465,-0.210435838,-0.592158139,-2.270112753,0.314651996,-0.373886794,0.328352571,-0.193144694,0.350035310,-0.203740776
4,79.991,1786876859643.452,11647461.387,0.000000000,-0.870546579,0.726563990,0.096756205,0.263857663,0.056309491,1.124568343,0.271126390,-0.268979460,-1.503023744,-0.097265489,1.299520969,0.833787560,-2.734777689,-0.438759357,-0.195685476,-0.340317786,-0.427782863,0.032319065,-0.017282117,-0.434231371,-0.540954232,-0.853347242,-3.296034336,0.182542443,-0.574927747,0.258006096,-0.221761927,0.194261506,0.041021813
5,99.991,1786876859663.451,11647481.386,0.000000000,0.177934229,-0.095109209,-0.009061670,0.436710775,0.218858764,1.440477967,0.285965264,-0.552274466,-0.942888141,0.091131002,0.928252399,0.342295855,-2.311854601,-0.247816950,-0.286250710,-0.447327435,-0.347975403,0.081516564,0.146417990,-0.534617841,-0.362668902,-1.176428437,-3.338277102,-0.015656196,-0.607963920,-0.083112083,-0.461040735,0.057878729,0.099376544
6,119.992,1786876859683.453,11647501.388,0.000000000,0.745767832,-0.141219124,-0.264145851,0.591384292,0.032122239,0.831911564,0.012524219,-0.608937740,0.310535818,0.077101961,0.482610375,-0.253509462,-1.106649399,0.230337203,-0.170160472,-0.421987414,-0.105402909,0.024879891,0.186686888,-0.534064472,0.338137776,-1.347039461,-2.429800034,-0.069728009,-0.524174631,-0.409297049,-0.562420726,0.058681536,-0.041372035
7,139.991,1786876859703.452,11647521.387,0.000000000,0.496390492,0.468439072,-0.530249715,0.582310557,-0.356586486,-0.226533622,-0.118781835,-0.522592902,1.462696910,-0.027888343,0.142678320,-0.681791902,0.259455413,0.694879711,0.030453432,-0.209790885,0.056559142,-0.030276585,0.211694136,-0.455941409,1.035815120,-1.438282251,-1.219140887,0.033191748,-0.541792214,-0.706151605,-0.512013674,0.348973006,-0.121214569
8,159.990,1786876859723.451,11647541.386,0.000000000,0.369580388,0.618557632,-0.691957474,0.596533239,-0.658462644,-0.947130561,-0.533194304,-0.497823119,1.833436608,0.065151922,-0.226389125,-0.737795651,1.060589790,1.642017126,0.195022941,0.011152163,0.097364232,0.038884159,0.205491856,-0.340139300,1.222223878,-1.387793541,-0.218866125,0.143038809,-0.705861270,-0.983177185,-0.755906701,0.813599169,-0.232006744
9,179.990,1786876859743.451,11647561.386,0.000000000,0.079474561,0.383669049,-0.790072024,0.614220262,-0.749056578,-1.192458868,-0.894969225,-0.554591894,2.046157360,0.642606556,-0.650195539,-0.621299922,1.243889809,2.146868229,0.062134199,0.206340969,0.092389181,-0.049579937,0.162935197,-0.112353586,1.019206285,-1.239747643,0.177435964,0.264151007,-0.821205437,-1.344218493,-1.218310475,1.378257990,-0.686972201
10,199.991,1786876859763.452,11647581.387,0.000000000,0.515995383,-0.120526567,-0.887848139,0.505266070,-0.572520137,-0.473040611,-1.424570680,-0.886266470,1.049543858,1.386510968,-0.042717930,-0.190370500,1.009321094,4.311947346,-0.785150886,0.275932044,-0.130721614,-0.240352035,0.096137688,-0.126057073,0.900390863,-1.627879024,-0.079334602,0.462123454,-0.838738084,-1.690477610,-1.859657645,1.678568482,-0.701421261
11,219.993,1786876859783.454,11647601.389,0.000000000,0.502818346,-0.691020668,-0.312702537,0.628654480,-0.303354710,1.162842155,-1.398414016,-0.823070407,-1.296165705,1.063941121,-0.005286526,0.574048698,0.220068231,4.446203232,0.752142787,0.152339071,-0.366646081,-0.626873076,-0.123615623,-0.191060141,0.620043278,-2.267161369,-1.248175740,0.603902876,-0.995105743,-2.021718025,-2.526048660,2.041090012,-0.516305625
12,239.991,1786876859803.452,11647621.387,0.000000000,0.641016483,-0.543488622,0.045154855,0.264511585,0.079698518,2.461532116,-0.891977251,-0.684235096,-2.443855286,0.823518097,0.431354582,0.836325228,-0.464830101,4.208449841,1.619766474,0.222025901,-0.697418332,-1.249030113,-0.452810913,-0.297088444,0.184223324,-2.844256163,-2.343724728,0.858711183,-1.182660222,-2.240004778,-3.231153250,2.390538454,0.072686777
