index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,encoder_mode_0
0,0.000,1786879646525.458,14434343.394,0.000000000,0.000000000
1,19.989,1786879646545.448,14434363.383,0.000000000,0.000000000
2,39.987,1786879646565.446,14434383.381,0.000000000,0.000000000
3,59.987,1786879646585.445,14434403.380,0.000000000,0.000000000
4,79.991,1786879646605.449,14434423.384,0.000000000,0.000000000
5,99.989,1786879646625.448,14434443.383,0.000000000,0.000000000
6,119.988,1786879646645.446,14434463.381,0.000000000,0.000000000
7,139.987,1786879646665.445,14434483.380,0.000000000,0.000000000
8,159.986,1786879646685.445,14434503.380,0.000000000,0.000000000
9,179.986,1786879646705.445,14434523.380,0.000000000,0.000000000
10,199.989,1786879646725.448,14434543.383,0.000000000,0.000000000
11,219.988,1786879646745.447,14434563.382,0.000000000,0.000000000
12,239.987,1786879646765.446,14434583.381,0.000000000,0.000000000
13,259.987,1786879646785.446,14434603.381,0.000000000,0.000000000
14,279.988,1786879646805.447,14434623.382,0.000000000,0.000000000
15,299.986,1786879646825.445,14434643.380,0.000000000,0.000000000
16,319.989,1786879646845.448,14434663.383,0.000000000,0.000000000
17,339.988,1786879646865.447,14434683.382,0.000000000,0.000000000
18,359.988,1786879646885.446,14434703.381,0.000000000,0.000000000
19,379.987,1786879646905.446,14434723.381,0.000000000,0.000000000
20,399.986,1786879646925.445,14434743.380,0.000000000,0.000000000
21,419.990,1786879646945.449,14434763.384,0.000000000,0.000000000
22,439.989,1786879646965.448,14434783.383,0.000000000,0.000000000
23,459.990,1786879646985.448,14434803.383,0.000000000,0.000000000
24,479.989,1786879647005.447,14434823.382,0.000000000,0.000000000
25,499.987,1786879647025.446,14434843.381,0.000000000,0.000000000
26,519.991,1786879647045.449,14434863.384,0.000000000,0.000000000
27,539.987,1786879647065.446,14434883.381,0.000000000,0.000000000
28,559.986,1786879647085.445,14434903.380,0.000000000,0.000000000
29,579.991,1786879647105.450,14434923.385,0.000000000,0.000000000
30,599.988,1786879647125.447,14434943.382,0.000000000,0.000000000
31,619.987,1786879647145.445,14434963.380,0.000000000,0.000000000
32,639.986,1786879647165.445,14434983.380,0.000000000,0.000000000
33,659.990,1786879647185.448,14435003.383,0.000000000,0.000000000
34,679.988,1786879647205.447,14435023.381,0.000000000,0.000000000
35,699.988,1786879647225.446,14435043.381,0.000000000,0.000000000
36,719.987,1786879647245.445,14435063.380,0.000000000,0.000000000
37,739.986,1786879647265.445,14435083.380,0.000000000,0.000000000
38,759.986,1786879647285.445,14435103.380,0.000000000,0.000000000
39,779.987,1786879647305.446,14435123.381,0.000000000,0.000000000
40,799.987,1786879647325.446,14435143.381,0.000000000,0.000000000
41,819.990,1786879647345.448,14435163.383,0.000000000,0.000000000
42,839.988,1786879647365.447,14435183.382,0.000000000,0.000000000
43,859.987,1786879647385.446,14435203.381,0.000000000,0.000000000
44,879.987,1786879647405.445,14435223.380,0.000000000,0.000000000
45,899.986,1786879647425.445,14435243.380,0.000000000,0.000000000
46,919.986,1786879647445.445,14435263.379,0.000000000,0.000000000
47,939.989,1786879647465.448,14435283.383,0.000000000,0.000000000
48,959.989,1786879647485.448,14435303.382,0.000000000,0.000000000
49,979.987,1786879647505.446,14435323.381,0.000000000,0.000000000
50,999.986,1786879647525.445,14435343.380,0.000000000,0.000000000
51,1019.986,1786879647545.445,14435363.380,0.000000000,0.000000000
52,1039.987,1786879647565.446,14435383.381,0.000000000,0.000000000
53,1059.986,1786879647585.445,14435403.380,0.000000000,0.000000000
54,1079.986,1786879647605.445,14435423.380,0.000000000,0.000000000
55,1099.986,1786879647625.444,14435443.379,0.000000000,0.000000000
56,1119.990,1786879647645.448,14435463.383,0.000000000,0.000000000
57,1139.989,1786879647665.447,14435483.382,0.000000000,0.000000000
58,1159.988,1786879647685.447,14435503.382,0.000000000,0.000000000
59,1179.987,1786879647705.446,14435523.381,0.000000000,0.000000000
60,1199.987,1786879647725.445,14435543.380,0.000000000,0.000000000
61,1219.986,1786879647745.445,14435563.379,0.000000000,0.000000000
62,1239.991,1786879647765.450,14435583.385,0.000000000,0.000000000
63,1259.989,1786879647785.447,14435603.382,0.000000000,0.000000000
64,1279.989,1786879647805.447,14435623.382,0.000000000,0.000000000
65,1299.987,1786879647825.445,14435643.380,0.000000000,0.000000000
66,1319.987,1786879647845.446,14435663.381,0.000000000,0.000000000
67,1339.986,1786879647865.445,14435683.379,0.000000000,0.000000000
68,1359.987,1786879647885.445,14435703.380,0.000000000,0.000000000
69,1379.990,1786879647905.448,14435723.383,0.000000000,0.000000000
70,1399.989,1786879647925.447,14435743.382,0.000000000,0.000000000
71,1419.988,1786879647945.446,14435763.381,0.000000000,0.000000000
72,1439.988,1786879647965.447,14435783.382,0.000000000,0.000000000
73,1459.987,1786879647985.446,14435803.380,0.000000000,0.000000000
74,1479.985,1786879648005.444,14435823.379,0.000000000,0.000000000
75,1499.990,1786879648025.448,14435843.383,0.000000000,0.000000000
76,1519.989,1786879648045.448,14435863.383,0.000000000,0.000000000
77,1539.988,1786879648065.447,14435883.382,0.000000000,0.000000000
78,1559.989,1786879648085.448,14435903.382,0.000000000,0.000000000
79,1579.987,1786879648105.446,14435923.381,0.000000000,0.000000000
80,1599.987,1786879648125.445,14435943.380,0.000000000,0.000000000
81,1619.986,1786879648145.444,14435963.379,0.000000000,0.000000000
82,1639.989,1786879648165.448,14435983.382,0.000000000,0.000000000
83,1659.988,1786879648185.446,14436003.381,0.000000000,0.000000000
84,1679.986,1786879648205.445,14436023.380,0.000000000,0.000000000
85,1699.984,1786879648225.443,14436043.378,0.000000000,0.000000000
86,1719.984,1786879648245.442,14436063.377,0.000000000,0.000000000
87,1739.988,1786879648265.447,14436083.382,0.000000000,0.000000000
88,1759.986,1786879648285.444,14436103.379,0.000000000,0.000000000
89,1779.985,1786879648305.444,14436123.379,0.000000000,0.000000000
90,1799.985,1786879648325.443,14436143.378,0.000000000,0.000000000
91,1819.984,1786879648345.443,14436163.378,0.000000000,0.000000000
92,1839.984,1786879648365.442,14436183.377,0.000000000,0.000000000
93,1859.984,1786879648385.442,14436203.377,0.000000000,0.000000000
94,1879.984,1786879648405.442,14436223.377,0.000000000,0.000000000
95,1899.984,1786879648425.442,14436243.377,0.000000000,0.000000000
96,1919.987,1786879648445.446,14436263.380,0.000000000,0.000000000
97,1939.986,1786879648465.445,14436283.380,0.000000000,0.000000000
98,1959.985,1786879648485.444,14436303.379,0.000000000,0.000000000
99,1979.985,1786879648505.443,14436323.378,0.000000000,0.000000000
100,1999.984,1786879648525.443,14436343.378,0.000000000,0.000000000
101,2019.984,1786879648545.443,14436363.378,0.000000000,0.000000000
