index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,left_hand_q_0,left_hand_q_1,left_hand_q_2,left_hand_q_3,left_hand_q_4,left_hand_q_5,left_hand_q_6
0,0.000,1786752485723.025,29443645.425,0.000000000,-0.037492890,0.074517511,0.043507602,-0.039899163,-0.040308509,-0.039894499,-0.040310066
1,19.991,1786752485743.015,29443665.415,0.000000000,-0.037376277,0.073982164,0.045318749,-0.041849602,-0.042162459,-0.041751441,-0.042150088
2,39.990,1786752485763.015,29443685.415,0.000000000,-0.037260342,0.072934717,0.055610761,-0.052591637,-0.052565947,-0.052224550,-0.052513402
3,59.988,1786752485783.013,29443705.413,0.000000000,-0.037143596,0.071544558,0.072583862,-0.070472531,-0.069753990,-0.070057496,-0.069693983
4,79.994,1786752485803.018,29443725.418,0.000000000,-0.037024785,0.070698485,0.094595276,-0.093135417,-0.091803767,-0.100924216,-0.096284375
5,99.994,1786752485823.018,29443745.418,0.000000000,-0.036902338,0.073032640,0.121449143,-0.120088905,-0.117466219,-0.196634799,-0.163815528
6,119.990,1786752485843.015,29443765.415,0.000000000,-0.036791179,0.073229998,0.150903657,-0.150396436,-0.145795524,-0.307022005,-0.247024387
7,139.989,1786752485863.014,29443785.414,0.000000000,-0.036683571,0.072604574,0.181859255,-0.182990015,-0.176055938,-0.417391449,-0.333018690
8,159.989,1786752485883.013,29443805.413,0.000000000,-0.036552552,0.068561777,0.213358089,-0.220589235,-0.208324686,-0.513338506,-0.407082647
9,179.988,1786752485903.013,29443825.413,0.000000000,-0.000001491,0.000025948,0.006019832,-0.007585397,-0.006178277,-0.008049386,-0.006332327
10,199.992,1786752485923.016,29443845.417,0.000000000,0.000001005,0.000067640,0.016418757,-0.021001231,-0.016916756,-0.021898091,-0.017203348
11,219.988,1786752485943.013,29443865.413,0.000000000,0.000006470,0.000102885,0.035472371,-0.044002060,-0.036375616,-0.044787519,-0.036715299
12,239.988,1786752485963.012,29443885.413,0.000000000,0.000010157,0.000094526,0.058871988,-0.069900669,-0.059991278,-0.069933653,-0.060269233
13,259.988,1786752485983.012,29443905.412,0.000000000,0.000010138,0.000043952,0.085287414,-0.097685918,-0.086610653,-0.097105727,-0.086834379
14,279.989,1786752486003.014,29443925.414,0.000000000,0.000006253,0.000000707,0.113887303,-0.126796782,-0.115419023,-0.126137957,-0.115660690
15,299.989,1786752486023.014,29443945.414,0.000000000,-0.000002887,0.000007583,0.144209832,-0.156869024,-0.145802259,-0.156426296,-0.146103457
16,319.989,1786752486043.014,29443965.414,0.000000000,-0.000011938,0.000077739,0.175971791,-0.187785074,-0.177319691,-0.187458113,-0.177663714
17,339.991,1786752486063.015,29443985.415,0.000000000,-0.000018384,0.000161307,0.208850712,-0.219859064,-0.209725231,-0.219258383,-0.210045919
18,359.990,1786752486083.015,29444005.415,0.000000000,-0.000023418,0.000199440,0.242397979,-0.253652245,-0.242925271,-0.252786905,-0.243211001
19,379.988,1786752486103.013,29444025.413,0.000000000,-0.000027221,0.000195095,0.276275963,-0.289215922,-0.276807159,-0.288371056,-0.277087390
20,399.991,1786752486123.016,29444045.416,0.000000000,-0.000030536,0.000185329,0.310373127,-0.325650811,-0.311129689,-0.324903727,-0.311411232
21,419.991,1786752486143.016,29444065.416,0.000000000,-0.000034236,0.000180282,0.344679415,-0.361924291,-0.345653981,-0.361197859,-0.345926732
22,439.991,1786752486163.015,29444085.415,0.000000000,-0.000037097,0.000180256,0.370525718,-0.388761878,-0.371606559,-0.388017386,-0.371866196
23,459.989,1786752486183.014,29444105.414,0.000000000,-0.000040404,0.000193134,0.405147016,-0.424047470,-0.406241953,-0.423280358,-0.406476885
