index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28
0,0.000,1786752132848.024,29090770.424,0.000000000,-0.079120733,-0.000800123,-0.003677408,0.133891001,-0.082551539,-0.000003972,-0.079123765,0.000799879,0.003683656,0.133894250,-0.082550950,0.000003985,-0.000000813,0.000000131,-0.032681443,-0.005629213,0.006557117,-0.003039589,0.028002398,-0.000099733,-0.020199008,0.000309155,-0.005636433,-0.006550495,0.003027268,0.028007651,0.000099703,-0.020206295,-0.000300080
1,19.994,1786752132868.018,29090790.418,0.000000000,-0.185580701,-0.012574811,-0.073312283,0.323812872,-0.184589922,-0.018063722,-0.179834083,0.021167859,0.082558945,0.303380460,-0.161097080,0.018200543,0.001822788,0.001061371,-0.076925099,-0.015724221,0.020793611,-0.010998267,0.075151652,0.006852853,-0.039476115,0.001761629,-0.018061245,-0.015486643,0.004024629,0.078634188,-0.001718492,-0.041416638,0.000177491
2,39.995,1786752132888.018,29090810.418,0.000000000,-0.318912268,-0.026123606,-0.205560699,0.602055252,-0.272169620,-0.032078736,-0.305819690,0.050931729,0.209627777,0.522973299,-0.254167497,0.041434627,0.016057204,0.000247422,-0.128630236,-0.031335153,0.047536548,-0.028516872,0.143044457,0.021462228,-0.048435070,0.007575599,-0.048046406,-0.021408303,-0.004373337,0.163708091,-0.004877546,-0.053397857,-0.002658613
3,59.994,1786752132908.018,29090830.418,0.000000000,-0.405596763,-0.015812123,-0.323376715,0.858827353,-0.339602679,-0.030401122,-0.384529978,0.053062160,0.284266293,0.696186364,-0.317106903,0.061790951,0.030857967,-0.006925771,-0.164708465,-0.037111659,0.074019238,-0.049018688,0.200992048,0.021056958,-0.043972213,0.016818065,-0.075325966,-0.030817693,-0.005929063,0.244349420,-0.000213630,-0.046090819,-0.011903364
4,79.992,1786752132928.016,29090850.416,0.000000000,-0.443125725,0.030924834,-0.416789442,1.058091879,-0.392190218,-0.027561473,-0.396956623,0.026235521,0.320151925,0.783474326,-0.399848729,0.088167429,0.022159740,-0.009971220,-0.187185481,-0.022699768,0.092066854,-0.058511626,0.247975409,0.009670836,-0.034283251,0.026957586,-0.086829282,-0.046235524,0.012606304,0.299928993,0.011753846,-0.023771565,-0.021371858
5,99.992,1786752132948.016,29090870.416,0.000000000,-0.452853262,0.114406094,-0.477259547,1.180664539,-0.421195328,-0.023154048,-0.356057167,-0.004151914,0.313445061,0.779629171,-0.510007739,0.107703611,0.003343703,-0.004314502,-0.200442359,0.003702003,0.100485981,-0.060415208,0.289855391,-0.013264408,-0.018071460,0.035197858,-0.075525567,-0.070022538,0.045779333,0.318306297,0.027842091,0.001368698,-0.029691109
6,119.993,1786752132968.017,29090890.417,0.000000000,-0.459604740,0.212596625,-0.510594189,1.266537666,-0.443370491,-0.022222267,-0.328700274,0.002954617,0.301187366,0.803364396,-0.612200439,0.120528400,0.015533449,0.018824305,-0.198035657,0.016106112,0.091406427,-0.065344669,0.346161693,-0.028666362,0.005118057,0.038089339,-0.049903646,-0.119811662,0.076544546,0.313221693,0.044115666,0.016912187,-0.036562495
7,139.992,1786752132988.016,29090910.416,0.000000000,-0.463139355,0.281478733,-0.546772122,1.337151051,-0.471691370,-0.029132027,-0.296148300,0.012183412,0.287866950,0.849212706,-0.645003617,0.137947217,0.030432252,0.061067138,-0.156780645,0.013583974,0.067192778,-0.072757408,0.410760462,-0.030118950,0.032273002,0.036978476,-0.027008217,-0.196674719,0.099716648,0.300991684,0.053655595,0.029524170,-0.044764291
8,159.994,1786752133008.018,29090930.418,0.000000000,-0.471628785,0.317886531,-0.549934924,1.404348612,-0.497916520,-0.038060050,-0.252276689,-0.000272640,0.306531072,0.862660170,-0.654774606,0.160403788,0.059010047,0.090372100,-0.103321373,0.015734974,0.044971272,-0.080950126,0.459775686,-0.027859686,0.057500526,0.030849287,-0.005161647,-0.280710995,0.118921421,0.286005288,0.054872561,0.046739865,-0.058421087
9,179.992,1786752133028.016,29090950.416,0.000000000,-0.488018930,0.337744713,-0.537415862,1.457788229,-0.503945291,-0.041682050,-0.211337969,-0.014288600,0.378562212,0.876034677,-0.654751062,0.168110192,0.081485793,0.098619618,-0.036416747,0.026263956,0.041774869,-0.080117188,0.481691182,-0.032768611,0.073632799,0.021399524,-0.000583690,-0.351087838,0.143560767,0.272733182,0.052362856,0.070669144,-0.076370344
