index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786752328892.971,29286815.371,0.000000000,-0.899620771,0.209862739,0.334484488,4.915284634,0.739039600,0.002199912,-0.894854903,-0.210759386,-0.338244438,4.908202171,0.739278316,-0.002198937,0.000357749,-0.000051376,2.162032604,3.544077396,2.385786057,0.144726977,6.596440315,0.007608722,1.756865978,-0.047435764,3.545419931,-2.386583567,-0.144073009,6.595423222,-0.007614056,1.757158041,0.045993306
1,19.994,1786752328912.965,29286835.365,0.000000000,19.682891846,55.313323975,-16.808637619,-4.712755680,3.215868950,-0.026006773,22.565475464,-49.609218597,15.430481911,-5.682982922,3.138053656,0.177010298,5.761160851,-4.257917404,3.200866699,4.276714325,2.441049576,0.576851130,4.413264751,0.966187060,1.973758459,0.368525594,-2.263318777,0.765475869,-1.212126970,3.912560463,-0.373847991,1.584150910,-0.346918613
2,39.992,1786752328932.963,29286855.363,0.000000000,6.783283234,56.091476440,-21.058109283,2.279324532,0.857743621,1.155949354,10.218105316,-51.210319519,16.080728531,3.288963079,1.374508262,-0.488475025,5.743011951,-9.492789268,-3.796963453,4.782841206,1.002506852,0.366279155,1.543556809,-0.460750997,1.094902873,0.500123560,-1.550261021,-0.538322270,-0.022978159,0.298769444,0.408194005,0.628084779,-0.324503452
3,59.991,1786752328952.962,29286875.362,0.000000000,4.864261627,37.651634216,-14.139957428,5.001088142,-0.139068738,0.603459239,10.359493256,-49.328533173,14.616599083,4.073060989,11.550137520,-3.843639612,-1.929877162,-5.237798691,-10.853634834,4.022372246,-0.026831910,0.715242267,0.478429914,-0.472901821,0.445658326,0.497154444,0.661790371,-1.089893341,0.885435462,-2.940919399,0.468361378,-0.521361351,-0.005464054
4,79.993,1786752328972.964,29286895.364,0.000000000,-0.667573214,17.540374756,0.733645260,-4.349486351,-0.539340675,-0.169244096,6.482866764,-28.651313782,8.248516083,-2.475634813,3.380924702,-1.213375568,-5.385237217,1.351810217,-9.017674446,1.622129679,-0.283805102,0.661313713,-0.804051161,-0.866488278,0.143115863,0.280866474,0.829121768,-1.215503693,0.751203418,-5.082994938,0.396754414,-1.517207980,-0.031232283
5,99.991,1786752328992.962,29286915.362,0.000000000,-12.678865433,-10.757025719,12.297633171,-1.229820967,-0.365627140,-0.150490418,7.803948879,-32.488624573,11.490199089,-28.964635849,50.000000000,-10.833897591,5.559144497,-4.078815937,0.178397864,-2.755977631,2.100533724,1.366328597,-2.546591997,-0.239334285,-0.403893709,0.327611446,-3.623961210,-2.368560553,0.007809607,-5.158162594,0.303743631,-1.867012739,-0.005162177
6,119.992,1786752329012.962,29286935.363,0.000000000,-25.880784988,-17.733739853,5.941950321,-3.278810978,-1.315814853,-0.473424464,24.571035385,-42.826488495,28.543489456,-48.555511475,50.000000000,-15.703539848,5.705084324,-6.407346725,8.043866158,-5.734746456,5.134682178,2.809877872,-4.776403427,0.241865575,-1.337943316,0.434459299,-7.528463840,-2.319987774,-0.413101345,-4.912917614,0.107001871,-1.452471614,-0.113730595
7,139.992,1786752329032.963,29286955.363,0.000000000,-33.660999298,-6.427602768,2.515735388,1.404585719,-0.919513524,-0.389719784,24.156223297,-55.249095917,52.267250061,-64.995819092,50.000000000,-16.076251984,9.089291573,-13.670107841,5.356663227,-5.501853943,7.205600739,3.592966318,-6.876834869,0.417322159,-2.352298975,0.551334739,-9.246498108,-0.155271113,0.322048962,-5.928922176,-0.101750731,-1.485422492,-0.239595860
8,159.993,1786752329052.964,29286975.364,0.000000000,-31.074607849,6.031726837,-9.236523628,1.192129135,-0.556921542,-0.059890755,21.760522842,-51.960563660,56.404750824,-48.041255951,50.000000000,-16.730752945,5.322090149,-19.297689438,3.334226131,-6.286412716,8.792927742,4.386278629,-7.003797531,-0.100018755,-2.687705278,0.627719998,-9.601675034,1.982827663,1.064814568,-6.783836842,-0.067381196,-1.826100349,-0.075198449
9,179.989,1786752329072.959,29286995.360,0.000000000,-25.219072342,12.624740601,-12.819945335,-2.484401703,-0.279826850,0.215924650,24.439413071,-41.046722412,38.761684418,-22.371681213,50.000000000,-16.757392883,0.219550297,-22.439228058,-1.922851324,-7.826941490,8.318760872,4.242031097,-5.773822784,-0.281343877,-2.412310839,0.767552435,-8.170443535,3.111128092,1.374784827,-6.634012699,-0.223473549,-2.185940266,0.126916096
