index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_ax,torso_ay,torso_az
166,3320.013,1786884194026.519,18981844.454,0.000000000,0.000000000,0.000000000,0.000000000
167,3339.998,1786884194046.504,18981864.439,0.000000000,0.000000000,0.000000000,0.000000000
168,3359.994,1786884194066.500,18981884.435,0.000000000,0.000000000,0.000000000,0.000000000
169,3379.997,1786884194086.503,18981904.438,0.000000000,0.000000000,0.000000000,0.000000000
170,3400.016,1786884194106.522,18981924.457,0.000000000,0.000000000,0.000000000,0.000000000
171,3419.998,1786884194126.504,18981944.439,0.000000000,0.000000000,0.000000000,0.000000000
172,3439.995,1786884194146.500,18981964.435,0.000000000,0.000000000,0.000000000,0.000000000
173,3460.002,1786884194166.508,18981984.443,0.000000000,0.000000000,0.000000000,0.000000000
174,3479.998,1786884194186.503,18982004.438,0.000000000,0.000000000,0.000000000,0.000000000
175,3499.992,1786884194206.498,18982024.432,0.000000000,0.000000000,0.000000000,0.000000000
176,3519.996,1786884194226.502,18982044.437,0.000000000,0.000000000,0.000000000,0.000000000
177,3540.014,1786884194246.520,18982064.455,0.000000000,0.000000000,0.000000000,0.000000000
178,3560.009,1786884194266.515,18982084.450,0.000000000,0.000000000,0.000000000,0.000000000
179,3580.004,1786884194286.510,18982104.445,0.000000000,0.000000000,0.000000000,0.000000000
180,3599.999,1786884194306.505,18982124.440,0.000000000,0.000000000,0.000000000,0.000000000
181,3620.005,1786884194326.510,18982144.446,0.000000000,0.000000000,0.000000000,0.000000000
182,3640.003,1786884194346.509,18982164.443,0.000000000,0.000000000,0.000000000,0.000000000
183,3659.991,1786884194366.497,18982184.432,0.000000000,0.000000000,0.000000000,0.000000000
184,3679.992,1786884194386.498,18982204.433,0.000000000,0.000000000,0.000000000,0.000000000
185,3700.015,1786884194406.521,18982224.456,0.000000000,0.000000000,0.000000000,0.000000000
186,3720.015,1786884194426.521,18982244.456,0.000000000,0.000000000,0.000000000,0.000000000
187,3739.996,1786884194446.502,18982264.437,0.000000000,0.000000000,0.000000000,0.000000000
188,3760.004,1786884194466.510,18982284.445,0.000000000,0.000000000,0.000000000,0.000000000
189,3779.999,1786884194486.505,18982304.440,0.000000000,0.000000000,0.000000000,0.000000000
190,3800.002,1786884194506.508,18982324.443,0.000000000,0.000000000,0.000000000,0.000000000
191,3819.999,1786884194526.505,18982344.440,0.000000000,0.000000000,0.000000000,0.000000000
192,3840.003,1786884194546.509,18982364.444,0.000000000,0.000000000,0.000000000,0.000000000
193,3859.999,1786884194566.505,18982384.440,0.000000000,0.000000000,0.000000000,0.000000000
194,3880.003,1786884194586.509,18982404.444,0.000000000,0.000000000,0.000000000,0.000000000
195,3900.000,1786884194606.506,18982424.441,0.000000000,0.000000000,0.000000000,0.000000000
196,3920.001,1786884194626.506,18982444.442,0.000000000,0.000000000,0.000000000,0.000000000
197,3939.996,1786884194646.502,18982464.437,0.000000000,0.000000000,0.000000000,0.000000000
198,3960.001,1786884194666.507,18982484.442,0.000000000,0.000000000,0.000000000,0.000000000
199,3980.000,1786884194686.505,18982504.440,0.000000000,0.000000000,0.000000000,0.000000000
200,3999.999,1786884194706.505,18982524.440,0.000000000,0.000000000,0.000000000,0.000000000
201,4019.999,1786884194726.505,18982544.440,0.000000000,0.000000000,0.000000000,0.000000000
202,4039.999,1786884194746.504,18982564.439,0.000000000,0.000000000,0.000000000,0.000000000
203,4060.001,1786884194766.507,18982584.442,0.000000000,0.000000000,0.000000000,0.000000000
204,4080.001,1786884194786.507,18982604.442,0.000000000,0.000000000,0.000000000,0.000000000
205,4099.997,1786884194806.503,18982624.438,0.000000000,0.000000000,0.000000000,0.000000000
206,4120.005,1786884194826.511,18982644.446,0.000000000,0.000000000,0.000000000,0.000000000
207,4140.003,1786884194846.509,18982664.444,0.000000000,0.000000000,0.000000000,0.000000000
208,4160.013,1786884194866.519,18982684.454,0.000000000,0.000000000,0.000000000,0.000000000
209,4179.999,1786884194886.505,18982704.440,0.000000000,0.000000000,0.000000000,0.000000000
210,4199.997,1786884194906.503,18982724.438,0.000000000,0.000000000,0.000000000,0.000000000
211,4220.036,1786884194926.542,18982744.477,0.000000000,0.000000000,0.000000000,0.000000000
212,4240.027,1786884194946.533,18982764.468,0.000000000,0.000000000,0.000000000,0.000000000
213,4260.028,1786884194966.534,18982784.469,0.000000000,0.000000000,0.000000000,0.000000000
214,4280.033,1786884194986.539,18982804.474,0.000000000,0.000000000,0.000000000,0.000000000
215,4299.999,1786884195006.505,18982824.440,0.000000000,0.000000000,0.000000000,0.000000000
216,4319.994,1786884195026.500,18982844.435,0.000000000,0.000000000,0.000000000,0.000000000
217,4339.994,1786884195046.500,18982864.435,0.000000000,0.000000000,0.000000000,0.000000000
218,4360.028,1786884195066.534,18982884.469,0.000000000,0.000000000,0.000000000,0.000000000
219,4379.999,1786884195086.505,18982904.440,0.000000000,0.000000000,0.000000000,0.000000000
220,4400.002,1786884195106.508,18982924.443,0.000000000,0.000000000,0.000000000,0.000000000
221,4420.003,1786884195126.509,18982944.443,0.000000000,0.000000000,0.000000000,0.000000000
222,4439.998,1786884195146.504,18982964.439,0.000000000,0.000000000,0.000000000,0.000000000
223,4459.998,1786884195166.504,18982984.439,0.000000000,0.000000000,0.000000000,0.000000000
224,4480.025,1786884195186.531,18983004.466,0.000000000,0.000000000,0.000000000,0.000000000
225,4500.010,1786884195206.516,18983024.451,0.000000000,0.000000000,0.000000000,0.000000000
226,4519.996,1786884195226.501,18983044.436,0.000000000,0.000000000,0.000000000,0.000000000
227,4540.005,1786884195246.510,18983064.445,0.000000000,0.000000000,0.000000000,0.000000000
228,4560.015,1786884195266.521,18983084.456,0.000000000,0.000000000,0.000000000,0.000000000
229,4580.031,1786884195286.537,18983104.472,0.000000000,0.000000000,0.000000000,0.000000000
230,4599.995,1786884195306.500,18983124.435,0.000000000,0.000000000,0.000000000,0.000000000
231,4620.024,1786884195326.530,18983144.465,0.000000000,0.000000000,0.000000000,0.000000000
232,4639.997,1786884195346.503,18983164.437,0.000000000,0.000000000,0.000000000,0.000000000
233,4659.990,1786884195366.496,18983184.431,0.000000000,0.000000000,0.000000000,0.000000000
234,4680.045,1786884195386.551,18983204.486,0.000000000,0.000000000,0.000000000,0.000000000
235,4700.019,1786884195406.525,18983224.460,0.000000000,0.000000000,0.000000000,0.000000000
236,4720.024,1786884195426.530,18983244.465,0.000000000,0.000000000,0.000000000,0.000000000
237,4740.005,1786884195446.511,18983264.446,0.000000000,0.000000000,0.000000000,0.000000000
238,4760.027,1786884195466.533,18983284.468,0.000000000,0.000000000,0.000000000,0.000000000
239,4780.027,1786884195486.533,18983304.468,0.000000000,0.000000000,0.000000000,0.000000000
240,4800.022,1786884195506.528,18983324.463,0.000000000,0.000000000,0.000000000,0.000000000
241,4820.027,1786884195526.533,18983344.468,0.000000000,0.000000000,0.000000000,0.000000000
242,4840.004,1786884195546.510,18983364.445,0.000000000,0.000000000,0.000000000,0.000000000
243,4859.995,1786884195566.501,18983384.436,0.000000000,0.000000000,0.000000000,0.000000000
244,4880.004,1786884195586.510,18983404.445,0.000000000,0.000000000,0.000000000,0.000000000
