index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,dq_7,dq_8,dq_9,dq_10,dq_11,dq_12,dq_13,dq_14,dq_15,dq_16,dq_17,dq_18,dq_19,dq_20,dq_21,dq_22,dq_23,dq_24,dq_25,dq_26,dq_27,dq_28
0,0.000,1786884190706.506,18978524.441,0.000000000,-1.124831319,0.169359133,-0.083200537,0.072306089,-0.038146175,0.000751513,-1.116662741,0.159607649,-0.108506612,0.005430530,-0.028243763,0.000647683,-0.154032692,0.732058764,-1.976971984,0.725909889,-0.364488512,-0.346123338,0.013154032,0.013216832,0.041887544,-0.125537351,0.910627186,-0.400134802,-0.008233441,-0.209251031,-0.001000555,-0.007047083,0.000448496
1,20.002,1786884190726.508,18978544.443,0.000000000,-3.639728308,-0.665743589,-3.005605698,1.708892584,1.550335050,-0.410134763,-4.091246128,-0.115717277,-0.983767629,4.777787685,0.650564075,0.194278985,-0.424566001,1.202068925,-4.559847832,1.547589302,-0.573588610,-0.794037223,-0.334915817,1.123981595,0.269592255,-0.110033751,1.735250115,-0.717381716,0.130608097,-0.459269673,-0.357434243,0.364145607,-0.209344655
2,39.996,1786884190746.502,18978564.437,0.000000000,-2.302557230,-0.992127001,-7.224563122,3.144474506,0.067526519,-1.061571121,-0.537033200,0.077003255,-0.539415538,4.987630844,0.909342110,-0.664723039,0.008602369,1.821835995,-2.731825829,1.998082638,-0.216305286,-1.850378036,-2.099467993,2.105942965,0.631679058,0.020925036,1.374608278,-0.825419784,-0.004884177,-1.752258897,-1.241972804,1.710326076,-0.403104961
3,59.995,1786884190766.500,18978584.436,0.000000000,-2.427107096,-0.274314195,-5.991677761,2.618009806,-3.148833275,-0.897666872,0.466225684,-0.139220670,0.024760837,3.807707787,0.271282613,-1.473728657,0.144436464,1.704672337,-3.204436064,2.413800240,-0.305571616,-1.689089298,-2.783791780,1.145205021,0.499867380,0.304980725,1.571102142,-0.737014353,-0.274388641,-2.689944506,-1.577146888,2.359861612,-0.143948078
4,79.999,1786884190786.504,18978604.439,0.000000000,-3.235470295,2.230754614,0.189438537,0.580880642,-4.927816391,0.002931409,2.127292633,-0.855427265,0.070038885,1.950834155,0.114734337,-0.605734825,-0.204024106,1.783288479,-4.296688557,3.805489779,-0.454732329,-1.543480754,-4.045786858,0.453719497,0.448627025,-0.059482526,1.984997272,-0.893761754,-1.043135643,-6.026747704,-2.193420887,3.594289541,0.703522980
5,100.015,1786884190806.521,18978624.456,0.000000000,-2.257923365,3.240868568,2.516171217,-1.096417427,-3.862318039,1.281012416,2.601058483,-0.799514055,0.002805897,2.413815737,-1.648840308,1.023267269,0.294139206,2.052368164,-3.923057079,4.119822502,-0.640372992,-1.370452404,-4.439327240,-0.237258717,0.357690036,-0.147083744,1.678765893,-1.160918236,-1.354987621,-7.791778564,-2.209930420,4.064486504,0.922744453
6,120.007,1786884190826.513,18978644.448,0.000000000,0.308351159,3.082595110,1.329654098,-1.826975226,-2.413769722,0.842044115,2.876859426,-0.502875865,-1.146726608,1.997927547,-1.530303478,1.287290454,0.892380059,3.393748999,-2.526464224,3.951464415,-1.256685376,-1.163834929,-4.314432621,-1.277174115,0.029774370,-0.109573387,-0.396311909,-2.289178133,-0.990980983,-8.548629761,-1.441425443,2.724618196,0.316101342
7,140.017,1786884190846.522,18978664.458,0.000000000,3.046690941,2.037671804,0.213056907,-1.728620887,0.686855257,-0.141525716,4.460485935,-1.085167408,-1.885787964,0.191009656,-0.446269631,1.141643286,0.528517902,3.548960924,0.256593287,3.016433001,-1.362396479,-0.901054978,-3.840671062,-1.273512602,-0.370864242,-0.047819573,-2.979852915,-2.887763739,-0.180858210,-6.597347736,-0.860609591,-0.572664201,-0.406588078
8,160.018,1786884190866.524,18978684.459,0.000000000,2.836252451,0.531465948,0.532245040,-0.524209082,9.524986267,-0.879383624,4.418586254,-2.303239107,-2.126644850,-1.631460071,0.727103531,1.133709192,-0.716776907,2.078824759,1.249937177,2.128570080,-0.605903029,-0.751672328,-3.212555408,-0.317742318,-0.979049623,0.170667633,-4.679662228,-2.928659678,1.630982161,-2.991897345,-1.016153336,-4.512314320,-1.205792308
9,180.017,1786884190886.522,18978704.458,0.000000000,1.359530807,-0.999010742,-1.338176489,0.927042782,18.085231781,-0.648078918,2.781374693,-2.331439972,-1.430444002,-2.998113632,-0.617995739,0.738884807,-1.284579754,0.613965392,1.102848291,0.806581676,0.440452784,-0.600153625,-2.215602875,0.395913035,-1.283131123,0.480946451,-5.347695827,-1.744463921,2.397722244,-0.418009281,-1.816242099,-5.569267273,-0.989863157
10,200.008,1786884190906.514,18978724.449,0.000000000,-5.834463120,-3.515655994,-5.548695564,11.891838074,-1.541079879,-0.292576611,0.118205585,-2.874902725,-3.712987900,-4.565597057,0.722320378,-0.402681887,-2.955772877,0.721340299,-2.090800047,0.670297921,0.685441017,-0.564233840,-1.791880131,0.435434371,-1.411368847,0.433330685,-4.456539154,-1.204211712,2.030175686,-0.041450262,-1.897797465,-5.502632141,-0.919411838
