index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786878787666.414,13575484.349,0.000000000,-3.621511698,-0.121208414,0.068316534,1.470734000,-0.156241462,-0.000616978,-3.606710911,-0.110457830,0.018271806,1.466034293,-0.156573117,-0.000694097,0.490846425,6.271754742,-13.561195374,2.577640533,-0.255003870,-0.510344684,-0.535020590,0.173836395,-0.131576061,-0.268544376,2.002135277,-2.165281773,-0.764888465,-0.679197609,-0.055840056,-0.273009032,-0.200380281
1,19.992,1786878787686.406,13575504.341,0.000000000,-10.885432243,29.479520798,-18.479101181,-7.899394512,1.391296268,0.274222851,41.591743469,-8.158678055,0.358949393,21.420911789,3.144363165,0.253578454,14.868666649,-0.558287680,-14.023790359,4.190495968,-0.390321881,-1.017274857,-0.995366335,1.717093945,-0.049627453,-0.065149531,-6.798709393,-0.273408711,0.472131521,-3.229973555,-0.711702645,-0.514036894,-0.369620711
2,39.990,1786878787706.405,13575524.339,0.000000000,-20.987602234,21.470396042,-11.770835876,-1.895816326,-1.369289398,0.187541172,41.654537201,-27.624795914,16.504648209,8.327689171,-0.109772071,-0.681812525,18.548688889,-2.533004999,-20.433397293,5.333845139,0.000868195,-1.471238971,-1.055528641,0.995994508,-0.148774013,-0.295211643,-11.695139885,-0.078285627,-0.336895823,-7.107905865,-0.545399368,-1.956020236,-0.063733928
3,59.992,1786878787726.406,13575544.341,0.000000000,-25.752286911,5.117700577,0.642266452,-6.147253036,-1.579218149,-0.426078647,42.923271179,-25.134504318,17.958089828,4.885573387,-0.490773767,-0.760781407,12.349182129,5.418048859,-23.442796707,5.353387833,-1.605464220,-0.755877376,-1.092809558,-0.145508885,-0.331107080,0.030604590,-15.325186729,-2.368328810,-1.937982678,-11.917757988,-0.430674881,-3.697083235,-0.123835221
4,79.994,1786878787746.408,13575564.343,0.000000000,3.899604797,-9.887578964,15.298258781,-4.462604046,-0.485022575,-0.084809415,13.297433853,1.310135603,-6.107255936,4.479815960,0.672572970,0.270430744,0.110172160,15.875700951,-19.907108307,2.876003027,-1.331761718,-0.173362553,-1.825017810,-0.200630769,-0.328785926,-0.101083845,-16.958805084,-3.770295620,-3.570733547,-15.403922081,-0.650424063,-5.000000000,-0.581845045
5,99.993,1786878787766.407,13575584.342,0.000000000,38.715572357,-17.450319290,9.701857567,4.657629013,2.135111094,0.148263291,-30.622468948,21.074640274,-15.937129021,-3.207890034,-1.861162901,0.798793018,-5.620332718,18.208169937,-10.544379234,-2.591945648,-0.856043220,-0.429443538,-2.671889544,-0.564185679,-0.648934186,-0.182167411,-14.343685150,-2.802223682,-2.546817780,-12.253918648,-0.448965162,-5.000000000,-0.953608930
6,119.989,1786878787786.403,13575604.338,0.000000000,34.084934235,-10.856763840,5.452446938,13.713741302,3.786432028,0.056684498,-45.313262939,14.151485443,-9.373475075,-11.132975578,-1.428681970,0.365261704,-9.761868477,7.304322720,2.514156818,-6.561851978,0.471567482,-0.219061494,-2.244001627,-0.355129510,-0.906624377,-0.132284001,-4.812650681,-0.547809482,1.635613322,-4.033869267,-0.072814666,-5.000000000,-0.509243369
7,139.988,1786878787806.402,13575624.337,0.000000000,15.502856255,-3.429791689,1.835423946,12.096524239,3.126343966,-0.216387793,-40.168270111,5.380245209,-2.631278515,-15.067989349,-0.891208708,0.166214570,-12.856297493,-8.405261993,12.453702927,-8.819518089,2.158969164,0.677371860,-1.688986778,0.669555604,-0.801869094,0.176700503,7.295603752,1.253481150,3.522774458,3.565292597,-0.185278207,-0.872211993,0.362741202
8,159.990,1786878787826.405,13575644.339,0.000000000,-32.150485992,2.863093853,0.734503806,0.936568737,-1.111566186,-0.211665854,-9.538503647,-13.317256927,13.962064743,-13.065772057,-0.252404302,-0.609935224,3.663731575,-29.726053238,33.325595856,-9.346618652,4.744634628,4.073610306,0.738086939,0.363721341,0.027653784,1.033362985,10.920379639,3.335094929,3.186629534,8.590329170,0.002563150,3.080408573,1.192377448
9,179.992,1786878787846.406,13575664.341,0.000000000,-59.014888763,16.432607651,-14.537137032,-14.097817421,-1.375292897,0.445584536,14.712768555,-11.105199814,9.888501167,4.584890366,0.472508729,-0.342466980,12.651231766,-31.760389328,38.787803650,-4.987243652,4.545152664,4.897150040,3.291202784,0.397890747,1.038326859,1.318805814,10.202484131,1.680921555,4.423296928,8.908613205,-0.050843339,3.892308950,1.923190951
10,199.993,1786878787866.407,13575684.342,0.000000000,-19.245849609,18.932125092,-19.304397583,-32.354846954,0.236409694,0.179582715,-1.683742166,20.218542099,-14.565814972,4.777751446,-1.351014614,0.590266049,7.291625500,-19.205280304,13.933680534,-0.274403840,3.318547249,2.632704735,0.597054601,0.527022123,0.660089195,0.989246607,6.720638752,-1.349650979,3.929950237,3.761826277,-0.208082750,2.667989492,2.026381016
11,219.990,1786878787886.404,13575704.339,0.000000000,-3.486087561,-6.090205669,1.084372878,-28.982515335,3.006804228,-0.345635921,4.326306820,15.922541618,-8.174896240,-32.927154541,50.000000000,-14.299089432,14.532617569,-2.746776819,-9.002327919,6.132709503,-0.696313500,-0.128743455,-2.935994148,0.632526159,-0.528691888,0.666108787,4.766536713,1.819724321,2.908002615,1.030087352,-0.550795436,1.297974348,1.632079124
12,239.990,1786878787906.405,13575724.340,0.000000000,42.723686218,-29.041347504,20.950199127,30.330535889,0.882853568,-0.638147771,-4.381750107,-14.694233894,2.089191437,-21.662076950,50.000000000,-14.950873375,7.360947132,7.151435852,-29.511026382,4.503845215,-0.087034509,-0.506811440,-6.621070862,0.619969070,-1.620373130,0.394787371,0.961188495,2.071650982,0.717293918,-2.169744730,-0.718373179,-0.380779237,0.817859888
13,259.990,1786878787926.404,13575744.339,0.000000000,88.000000000,7.800792217,12.220036507,-59.369468689,50.000000000,9.351746559,-13.001934052,24.901241302,-3.876529932,-5.736991882,50.000000000,-9.816180229,-16.542089462,25.873586655,-50.000000000,0.813424230,0.765062153,-0.339598060,-9.161255836,-0.258300006,-2.354647636,0.167081431,3.469574213,0.365622938,-0.583264232,-6.037846088,-0.425509423,-1.221795678,-0.011696909
14,279.986,1786878787946.400,13575764.335,0.000000000,88.000000000,9.423553467,22.971223831,-90.701828003,50.000000000,6.143219471,-28.368177414,44.984085083,-29.108137131,-7.932697296,50.000000000,-8.288462639,-15.701686859,35.807800293,-50.000000000,-0.844796836,1.444056511,-0.573789716,-12.890498161,-0.270488799,-3.409265280,0.565220773,3.105482101,-2.854185343,-3.031558037,-8.355915070,-0.000332165,-1.969677925,-0.828423262
15,299.992,1786878787966.406,13575784.342,0.000000000,88.000000000,16.122972488,34.138408661,-84.823638916,37.627624512,3.208475351,-17.169281006,33.321334839,-21.526086807,-2.501348734,21.871286392,-4.078813076,-16.353349686,36.961303711,-46.004215240,-1.013902664,1.314808249,-0.663554966,-10.930021286,-0.426511735,-4.054557800,0.817046702,1.356308937,-5.272594929,-4.092683792,-7.441967487,0.362153977,-2.177945614,-1.148489118
16,319.988,1786878787986.403,13575804.337,0.000000000,88.000000000,25.891656876,37.545413971,-57.089607239,31.014608383,2.462905884,-13.012497902,17.109907150,-8.362924576,-7.485432148,0.755418479,0.040793471,-17.071310043,28.526214600,-42.684902191,0.327445835,-0.716746330,-0.839493275,-5.117997646,-0.407172084,-3.159468412,0.538161099,2.078300238,-6.870204449,-4.704822063,-5.018972874,0.724070191,-1.797851324,-1.161260605
17,339.990,1786878788006.404,13575824.339,0.000000000,88.000000000,24.975502014,24.186796188,-21.610046387,38.217971802,7.487825394,-20.459079742,2.667578220,-1.785385132,-12.109344482,-1.903347015,0.371766478,-22.465211868,23.021190643,-43.766029358,1.661892891,-2.356549025,-2.737026215,-1.496725917,0.360842347,-1.811997294,-0.113579072,3.437276125,-7.486744881,-5.767973423,-3.409327269,0.194383815,-1.111053228,-1.262044311
18,359.989,1786878788026.403,13575844.338,0.000000000,88.000000000,30.072340012,0.254698396,2.857421398,45.988513947,10.268356323,-24.734743118,-7.689525604,0.181105956,-5.728560925,-1.491375327,0.397053719,-25.537828445,20.295883179,-41.772190094,1.583365798,-2.194837332,-3.925837040,-0.577300251,0.602218568,-1.091580868,-0.651693463,3.784164190,-7.968300343,-7.153431892,-2.514703512,0.149301678,-0.668560028,-1.532205224
19,379.990,1786878788046.404,13575864.339,0.000000000,79.605941772,32.875461578,-15.173260689,7.970387936,48.605895996,10.422022820,-24.133882523,-11.689756393,1.702328563,-3.856717587,-0.947671711,0.186751872,-22.318529129,16.928274155,-35.589164734,0.038645469,-2.166056156,-3.668802500,-1.860757113,-0.093040094,-1.270484805,-0.643744409,3.208680868,-6.713670254,-7.393017292,-2.464649200,-0.163869902,-0.255421251,-1.836644650
20,399.989,1786878788066.403,13575884.338,0.000000000,56.984737396,31.400453568,-14.341231346,6.516458988,39.486484528,11.303752899,-20.312570572,-16.482067108,3.072991133,-26.036745071,5.331742764,-2.322439671,-16.324947357,10.609133720,-27.715679169,-1.167399764,-1.730135083,-3.102729082,-2.886797428,-0.136530966,-1.568075895,-0.438265383,0.785623193,-4.175406456,-5.997056484,-3.732212067,0.182475120,-0.042202413,-1.881431937
21,419.988,1786878788086.402,13575904.337,0.000000000,31.003601074,18.769495010,-3.077500343,-1.915391803,24.591045380,7.410624981,-11.249349594,-11.039618492,1.230121732,-18.242710114,2.208351851,-0.561005712,-8.118845940,1.199268103,-20.400671005,-1.499680400,-0.118978500,-1.146851301,-2.746197701,-0.143939182,-1.429095745,-0.071439326,-2.203497648,-2.832689524,-4.458232880,-5.329096317,0.519161224,-0.448926270,-1.798698187
22,439.988,1786878788106.403,13575924.338,0.000000000,8.350034714,-1.305699944,8.169394493,-12.802728653,11.410502434,3.157606602,5.777262688,-3.513824463,-2.733957052,-30.176837921,36.114673615,-9.826707840,1.865888000,-6.048423290,-17.272235870,-1.625690222,1.105322838,-0.066554338,-3.387165546,-0.249133900,-1.286597610,0.324835658,-2.898517132,-1.273867249,-1.763024569,-4.642343998,0.792219460,-0.756888509,-1.330204368
23,459.988,1786878788126.402,13575944.337,0.000000000,-8.344490051,-15.820558548,14.329793930,-18.075683594,3.391527653,0.546611905,19.791149139,5.703646660,-1.246339917,-24.541242599,47.759727478,-11.972380638,7.735731602,-11.339995384,-15.059691429,-2.270103455,1.889613271,1.531575084,-4.227593899,-0.359831452,-1.399987459,0.808532000,-4.225435257,0.549781024,0.207957268,-4.714437008,0.814640164,-1.102515340,-0.963640630
