index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,right_hand_q_0,right_hand_q_1,right_hand_q_2,right_hand_q_3,right_hand_q_4,right_hand_q_5,right_hand_q_6
0,0.000,1786752446515.189,29404437.589,0.000000000,-0.035491087,-0.072950631,-0.043483533,0.039675523,0.040311649,0.039593223,0.040313162
1,19.988,1786752446535.177,29404457.577,0.000000000,-0.035373520,-0.073299937,-0.045732535,0.041561119,0.042164315,0.056316655,0.045157366
2,39.987,1786752446555.176,29404477.576,0.000000000,-0.035254154,-0.074478827,-0.057441521,0.052365351,0.052607868,0.129578650,0.071746834
3,59.987,1786752446575.176,29404497.576,0.000000000,-0.000001252,0.000067209,-0.000864695,0.000933208,0.000894038,0.001435855,0.001025331
4,79.987,1786752446595.176,29404517.576,0.000000000,-0.000006821,0.000236343,-0.009662217,0.010555940,0.010076721,0.012912248,0.010670326
5,99.987,1786752446615.176,29404537.576,0.000000000,-0.000009688,0.000283794,-0.025461271,0.027444068,0.026337437,0.030981082,0.027243579
6,119.986,1786752446635.175,29404557.576,0.000000000,-0.000011910,0.000243504,-0.046577521,0.048992392,0.047651567,0.052806005,0.048698679
7,139.986,1786752446655.175,29404577.576,0.000000000,-0.000014971,0.000118516,-0.071796522,0.073290929,0.072539032,0.077184536,0.073670261
8,159.986,1786752446675.175,29404597.575,0.000000000,-0.000015306,0.000010008,-0.099985652,0.099868111,0.100064754,0.103895873,0.101267725
9,179.986,1786752446695.175,29404617.575,0.000000000,-0.000015758,-0.000031328,-0.130130738,0.128750682,0.129614621,0.132853195,0.130868182
10,199.989,1786752446715.178,29404637.579,0.000000000,-0.000018770,-0.000017446,-0.161543414,0.159082904,0.160606056,0.163083956,0.161879316
11,219.994,1786752446735.183,29404657.583,0.000000000,-0.000022628,-0.000001885,-0.185718164,0.182164401,0.184495822,0.185959771,0.185763404
12,239.985,1786752446755.174,29404677.574,0.000000000,-0.000029003,0.000005422,-0.218605414,0.213047892,0.216957092,0.216495872,0.218203411
13,259.985,1786752446775.174,29404697.574,0.000000000,-0.000035894,-0.000006934,-0.252116084,0.243805885,0.249900058,0.246858090,0.251111865
14,279.984,1786752446795.174,29404717.574,0.000000000,-0.000042199,-0.000032530,-0.286105692,0.274901360,0.283254653,0.277531654,0.284415722
15,299.984,1786752446815.173,29404737.573,0.000000000,-0.000046570,-0.000059989,-0.320421159,0.307058007,0.317028135,0.309408516,0.318141222
16,319.984,1786752446835.173,29404757.574,0.000000000,-0.000049460,-0.000073501,-0.354911089,0.340575516,0.351194292,0.342935979,0.352285206
17,339.984,1786752446855.174,29404777.574,0.000000000,-0.000051446,-0.000071241,-0.389467865,0.375463098,0.385701656,0.378055871,0.386793196
18,359.984,1786752446875.173,29404797.573,0.000000000,-0.000052222,-0.000051478,-0.424007416,0.411825776,0.420524776,0.414832562,0.421639293
19,379.982,1786752446895.171,29404817.572,0.000000000,-0.000052192,-0.000027696,-0.458519429,0.449257493,0.455577850,0.452495813,0.456696928
20,399.984,1786752446915.173,29404837.573,0.000000000,-0.000054023,-0.000023965,-0.493099302,0.486579597,0.490666062,0.489715546,0.491766065
21,419.984,1786752446935.173,29404857.574,0.000000000,-0.000058957,-0.000048529,-0.527851582,0.522664189,0.525609970,0.525591314,0.526710093
22,439.984,1786752446955.174,29404877.574,0.000000000,-0.000063973,-0.000104199,-0.562808752,0.557328463,0.560358107,0.560258985,0.561506987
23,459.984,1786752446975.174,29404897.574,0.000000000,-0.000066190,-0.000164591,-0.589153767,0.582673848,0.586305380,0.585706115,0.587503076
24,479.985,1786752446995.174,29404917.574,0.000000000,-0.000066804,-0.000254441,-0.624396026,0.616100669,0.620798409,0.619289041,0.622049749
25,499.984,1786752447015.173,29404937.573,0.000000000,-0.000065685,-0.000333250,-0.659677327,0.649584234,0.655241609,0.652968526,0.656530738
26,519.985,1786752447035.175,29404957.575,0.000000000,-0.000063614,-0.000388267,-0.694910407,0.683512390,0.689706385,0.687049806,0.691009164
27,539.985,1786752447055.174,29404977.574,0.000000000,-0.000060726,-0.000405118,-0.730000734,0.718412757,0.724285066,0.721891344,0.725557983
28,559.984,1786752447075.174,29404997.574,0.000000000,-0.000057489,-0.000381314,-0.764875472,0.754700541,0.759060502,0.757774174,0.760248840
29,579.985,1786752447095.174,29405017.574,0.000000000,-0.000054824,-0.000350584,-0.799586654,0.791904986,0.793990076,0.794352949,0.795064628
30,599.984,1786752447115.173,29405037.573,0.000000000,-0.000053422,-0.000352181,-0.834294856,0.828788102,0.828923464,0.830774963,0.829908609
31,619.984,1786752447135.173,29405057.573,0.000000000,-0.000051963,-0.000394743,-0.869122624,0.864514053,0.863739133,0.866368473,0.864674389
32,639.984,1786752447155.173,29405077.573,0.000000000,-0.000049626,-0.000441413,-0.904042065,0.899356186,0.898438513,0.901213408,0.899336040
33,659.986,1786752447175.175,29405097.575,0.000000000,-0.000046729,-0.000453358,-0.938909173,0.934268475,0.933121026,0.936190665,0.933972180
34,679.985,1786752447195.175,29405117.575,0.000000000,-0.000045123,-0.000433501,-0.964957178,0.960980952,0.959176838,0.962965846,0.959990323
35,699.984,1786752447215.173,29405137.573,0.000000000,-0.000044289,-0.000408093,-0.999575734,0.997158051,0.993958294,0.999273300,0.994738758
36,719.984,1786752447235.173,29405157.573,0.000000000,-0.000044209,-0.000417624,-1.034194112,1.033060670,1.028679729,1.035435796,1.029469252
37,739.984,1786752447255.174,29405177.574,0.000000000,-0.000042675,-0.000451595,-1.068854809,1.068379641,1.063287377,1.070942163,1.064114571
38,760.007,1786752447275.197,29405197.597,0.000000000,-0.000038726,-0.000486336,-1.103538632,1.103317618,1.097809911,1.105756760,1.098661661
39,779.989,1786752447295.179,29405217.579,0.000000000,-0.000036536,-0.000528231,-1.138277888,1.137836099,1.132296324,1.139868140,1.133157969
40,799.987,1786752447315.177,29405237.577,0.000000000,-0.000038961,-0.000569326,-1.173139095,1.171724081,1.166802287,1.173495412,1.167712569
41,819.989,1786752447335.178,29405257.578,0.000000000,-0.000039740,-0.000594775,-1.208024740,1.205370188,1.201331377,1.207181811,1.202300310
42,839.988,1786752447355.177,29405277.578,0.000000000,-0.000035368,-0.000573991,-1.242729545,1.239616036,1.235836506,1.241511583,1.236803055
43,859.988,1786752447375.177,29405297.577,0.000000000,-0.000029392,-0.000522538,-1.277153254,1.275050998,1.270295501,1.276771665,1.271196604
44,879.989,1786752447395.178,29405317.579,0.000000000,-0.000026412,-0.000502867,-1.311443686,1.310676455,1.304692864,1.312269926,1.305505395
45,899.987,1786752447415.176,29405337.577,0.000000000,-0.000027341,-0.000517518,-1.345786691,1.345628619,1.339068770,1.347402930,1.339832783
46,919.991,1786752447435.180,29405357.580,0.000000000,-0.000028143,-0.000528969,-1.371602178,1.371018171,1.364858747,1.372959733,1.365630865
47,939.990,1786752447455.180,29405377.580,0.000000000,-0.000027199,-0.000555127,-1.406088591,1.402640700,1.399259090,1.404667497,1.400083423
48,959.988,1786752447475.177,29405397.577,0.000000000,-0.000024398,-0.000591875,-1.440636516,1.430530310,1.433657885,1.432549000,1.434550047
49,979.987,1786752447495.176,29405417.576,0.000000000,-0.000019654,-0.000597261,-1.475128412,1.454685450,1.468019962,1.456528068,1.468964696
50,999.987,1786752447515.176,29405437.576,0.000000000,-0.000014328,-0.000574936,-1.509489536,1.475225568,1.502328038,1.476739168,1.503271699
51,1019.990,1786752447535.179,29405457.579,0.000000000,-0.000010170,-0.000537199,-1.543389201,1.492158055,1.536393166,1.493241191,1.537292242
52,1039.986,1786752447555.176,29405477.576,0.000000000,-0.000006498,-0.000481748,-1.575355768,1.505834222,1.568866611,1.506215692,1.569730759
53,1059.987,1786752447575.176,29405497.576,0.000000000,-0.000006747,-0.000456854,-1.604276419,1.515809536,1.598519683,1.515628815,1.599321604
54,1079.996,1786752447595.186,29405517.586,0.000000000,-0.000010124,-0.000463866,-1.629556775,1.521941304,1.624640584,1.521677613,1.625366807
55,1099.990,1786752447615.179,29405537.579,0.000000000,-0.000012241,-0.000492844,-1.650907278,1.524714351,1.646858454,1.524734855,1.647513628
56,1119.987,1786752447635.176,29405557.576,0.000000000,-0.000011864,-0.000532467,-1.668258667,1.525191426,1.665046692,1.525414944,1.665652394
