index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,base_wx,base_wy,base_wz
0,0.000,1786877044670.459,11832488.395,0.000000000,-0.214834273,1.114606738,-0.093855657
1,20.334,1786877044690.793,11832508.728,0.000000000,-1.116733670,1.655705810,0.297828615
2,40.006,1786877044710.466,11832528.401,0.000000000,-0.969482481,1.285117865,0.311680287
3,60.016,1786877044730.475,11832548.410,0.000000000,-0.771991909,1.279803395,0.561076581
4,79.999,1786877044750.458,11832568.393,0.000000000,-1.200896621,0.998338223,0.684290469
5,99.994,1786877044770.454,11832588.389,0.000000000,-1.318702221,0.147832721,-0.110383973
6,119.992,1786877044790.452,11832608.387,0.000000000,-0.881600738,-1.198497534,-1.489961743
7,139.994,1786877044810.454,11832628.389,0.000000000,-0.338163793,-1.957551599,-1.483806849
8,159.994,1786877044830.454,11832648.389,0.000000000,0.532478750,-1.603456497,-0.546597719
9,179.990,1786877044850.449,11832668.384,0.000000000,2.098926306,-1.351169348,0.528926492
10,199.990,1786877044870.449,11832688.385,0.000000000,3.067464113,-1.227701902,0.170687988
11,219.998,1786877044890.458,11832708.393,0.000000000,-0.186786294,1.106315017,0.304866344
12,239.991,1786877044910.451,11832728.386,0.000000000,-1.460953474,1.121839523,-0.278430492
13,259.992,1786877044930.452,11832748.387,0.000000000,-1.812924743,1.549140811,-0.283636063
14,279.991,1786877044950.451,11832768.386,0.000000000,-1.210145712,0.993283689,-0.028926590
15,299.991,1786877044970.451,11832788.386,0.000000000,-0.182725534,0.070315205,-0.308280349
16,319.992,1786877044990.451,11832808.386,0.000000000,0.739287555,-0.154129669,-0.691653252
17,339.994,1786877045010.454,11832828.389,0.000000000,0.988802314,-0.246969938,-1.291405320
18,359.993,1786877045030.452,11832848.387,0.000000000,0.880658031,-0.528616905,-2.045274496
19,379.993,1786877045050.452,11832868.387,0.000000000,0.838800073,-0.417663425,-2.180640459
20,399.993,1786877045070.453,11832888.388,0.000000000,0.613544345,0.200511277,-0.854604900
21,419.992,1786877045090.452,11832908.387,0.000000000,0.004791421,0.198348761,0.928479433
22,439.992,1786877045110.452,11832928.387,0.000000000,-0.317941666,-0.170522660,1.473386526
23,459.992,1786877045130.452,11832948.387,0.000000000,-0.919418216,0.008336627,1.500519872
24,479.992,1786877045150.451,11832968.386,0.000000000,-1.185546994,-0.162458062,-0.227001756
25,499.993,1786877045170.453,11832988.388,0.000000000,0.283377975,-0.074703820,-0.227343217
26,519.997,1786877045190.456,11833008.391,0.000000000,0.425527573,0.108214140,0.431763202
27,539.995,1786877045210.454,11833028.389,0.000000000,0.310097277,-0.084129356,0.462918550
28,559.993,1786877045230.452,11833048.387,0.000000000,0.176264524,-0.071856409,0.167122856
29,579.990,1786877045250.449,11833068.384,0.000000000,0.333486706,-0.471978694,-0.279640228
30,599.993,1786877045270.452,11833088.387,0.000000000,0.202549204,-1.026578069,-0.029967446
31,619.993,1786877045290.452,11833108.387,0.000000000,0.119035378,-0.231496930,-0.365590602
32,639.992,1786877045310.451,11833128.386,0.000000000,0.389106601,-0.316921204,-0.764809370
33,659.990,1786877045330.449,11833148.385,0.000000000,0.302608281,-0.639141381,-0.641175091
34,679.992,1786877045350.451,11833168.386,0.000000000,0.135769412,-0.569132924,-0.323939502
35,699.991,1786877045370.451,11833188.386,0.000000000,0.048676584,-0.175050259,0.053085327
36,719.991,1786877045390.451,11833208.386,0.000000000,-0.006371156,0.106031887,0.340184331
37,739.994,1786877045410.454,11833228.389,0.000000000,-0.022238446,0.311071724,0.486224204
38,759.995,1786877045430.455,11833248.390,0.000000000,0.070146881,0.260640740,0.546218157
39,779.992,1786877045450.452,11833268.387,0.000000000,0.075425290,0.135308817,0.531730056
40,799.996,1786877045470.456,11833288.391,0.000000000,0.076439016,0.142664775,0.475058794
41,819.994,1786877045490.453,11833308.388,0.000000000,0.075063348,0.055868801,0.365404218
42,839.995,1786877045510.454,11833328.389,0.000000000,0.148263708,-0.058392167,0.219525039
43,859.989,1786877045530.449,11833348.384,0.000000000,0.121768601,-0.085503809,0.119674839
44,879.991,1786877045550.451,11833368.386,0.000000000,0.109185517,-0.080550835,0.050258629
45,899.993,1786877045570.452,11833388.387,0.000000000,0.089051589,-0.088746876,-0.004762594
46,919.993,1786877045590.452,11833408.387,0.000000000,0.071157634,-0.104614146,-0.046509724
47,939.992,1786877045610.451,11833428.386,0.000000000,0.049713615,-0.071030021,-0.006257184
48,959.989,1786877045630.448,11833448.383,0.000000000,0.084914438,0.095320359,0.379140228
49,979.992,1786877045650.452,11833468.387,0.000000000,-0.067111909,0.153015271,0.904075444
50,999.995,1786877045670.454,11833488.389,0.000000000,-0.355832845,-0.151955336,0.789286494
51,1019.995,1786877045690.455,11833508.390,0.000000000,-0.405368477,0.427372813,0.708783448
52,1039.994,1786877045710.454,11833528.389,0.000000000,0.570427060,0.471619934,0.202251285
53,1059.993,1786877045730.453,11833548.388,0.000000000,0.524297833,-0.138123348,0.271208644
54,1079.989,1786877045750.449,11833568.384,0.000000000,0.045073822,0.087390326,-0.038196500
55,1099.993,1786877045770.452,11833588.387,0.000000000,0.074560858,0.146620855,-0.650308549
56,1119.992,1786877045790.451,11833608.386,0.000000000,-0.106895119,-0.056024745,-0.723263204
57,1139.992,1786877045810.452,11833628.387,0.000000000,-0.220722929,-0.070925906,-0.488544464
58,1159.992,1786877045830.451,11833648.386,0.000000000,-0.218815312,-0.073556721,-0.244320557
59,1179.992,1786877045850.452,11833668.386,0.000000000,-0.163491398,0.031444516,0.255346835
60,1199.994,1786877045870.454,11833688.389,0.000000000,-0.374358296,0.060433339,0.766413867
61,1219.995,1786877045890.455,11833708.390,0.000000000,-0.396561831,-0.163045093,0.722790718
62,1239.994,1786877045910.453,11833728.388,0.000000000,-0.341937304,-0.157563120,0.413973838
63,1259.994,1786877045930.453,11833748.388,0.000000000,-0.060700011,-0.066290982,0.357524186
64,1279.989,1786877045950.449,11833768.384,0.000000000,-0.011351793,-0.057557903,0.329407185
65,1299.993,1786877045970.452,11833788.387,0.000000000,-0.013978154,-0.042653166,0.155849323
66,1319.991,1786877045990.451,11833808.386,0.000000000,-0.053610906,-0.038946446,0.008505148
67,1339.992,1786877046010.451,11833828.386,0.000000000,-0.031973276,-0.008261184,-0.137754574
68,1359.992,1786877046030.452,11833848.387,0.000000000,-0.024134882,0.025942134,-0.204786241
69,1379.991,1786877046050.451,11833868.386,0.000000000,0.017873600,0.077025451,-0.242702395
70,1399.993,1786877046070.452,11833888.387,0.000000000,0.049141027,0.075290941,-0.263808638
71,1419.989,1786877046090.449,11833908.384,0.000000000,0.075518094,0.091284588,-0.302810907
72,1439.992,1786877046110.452,11833928.387,0.000000000,0.065635510,0.130068630,-0.295898050
73,1459.992,1786877046130.452,11833948.387,0.000000000,-0.001727733,0.150817990,-0.184100196
74,1479.990,1786877046150.450,11833968.385,0.000000000,-0.027830381,0.120437331,-0.093716100
