index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786880254452.642,15042270.577,0.000000000,0.962649584,-0.110458978,0.245132267,-0.031855747
1,19.994,1786880254472.636,15042290.571,0.000000000,0.963946879,-0.108577833,0.241051733,-0.030187853
2,39.993,1786880254492.635,15042310.571,0.000000000,0.967542708,-0.105488680,0.228699759,-0.020729573
3,59.994,1786880254512.636,15042330.571,0.000000000,0.972162127,-0.103897333,0.209995747,-0.002821947
4,79.998,1786880254532.640,15042350.575,0.000000000,0.977924943,-0.101060092,0.182052419,0.017509488
5,100.008,1786880254552.650,15042370.585,0.000000000,0.984339893,-0.090804763,0.148015693,0.030345131
6,120.028,1786880254572.670,15042390.605,0.000000000,0.989802957,-0.071193852,0.119283527,0.031512197
7,140.010,1786880254592.652,15042410.587,0.000000000,0.993338048,-0.047839370,0.103171095,0.018619465
8,160.027,1786880254612.670,15042430.605,0.000000000,0.994898260,-0.028876619,0.096626408,-0.002640134
9,180.054,1786880254632.696,15042450.631,0.000000000,0.994973361,-0.018617693,0.095169954,-0.024982475
10,200.004,1786880254652.646,15042470.581,0.000000000,0.993811369,-0.020007703,0.103148043,-0.036043942
11,220.073,1786880254672.715,15042490.650,0.000000000,0.990592778,-0.032318275,0.128279090,-0.035013124
12,240.016,1786880254692.658,15042510.593,0.000000000,0.986588299,-0.046241786,0.155699298,-0.016216177
13,260.018,1786880254712.661,15042530.596,0.000000000,0.983049631,-0.057512414,0.173627108,0.012625444
14,280.015,1786880254732.657,15042550.592,0.000000000,0.977381468,-0.067973003,0.196233884,0.039966870
15,299.998,1786880254752.640,15042570.575,0.000000000,0.968353391,-0.081360616,0.226980925,0.064434364
16,319.997,1786880254772.639,15042590.574,0.000000000,0.958280921,-0.090818822,0.257971466,0.083068259
17,340.000,1786880254792.642,15042610.577,0.000000000,0.950752616,-0.091187827,0.282492340,0.089176007
18,360.030,1786880254812.673,15042630.608,0.000000000,0.948477149,-0.086526662,0.292836428,0.084564038
19,380.013,1786880254832.655,15042650.590,0.000000000,0.948878348,-0.077371515,0.299020767,0.065039620
20,400.006,1786880254852.648,15042670.583,0.000000000,0.951479256,-0.067407466,0.298370302,0.033446092
21,420.031,1786880254872.673,15042690.608,0.000000000,0.956496477,-0.058376249,0.285828203,-0.002995079
22,440.037,1786880254892.679,15042710.614,0.000000000,0.963663161,-0.050440777,0.259880483,-0.035653174
23,460.028,1786880254912.670,15042730.605,0.000000000,0.971660435,-0.041541085,0.226505488,-0.053344235
24,480.029,1786880254932.671,15042750.606,0.000000000,0.978294075,-0.038676698,0.195443451,-0.056980107
25,500.007,1786880254952.649,15042770.584,0.000000000,0.982620180,-0.039839249,0.173403829,-0.052929349
26,520.041,1786880254972.684,15042790.619,0.000000000,0.985083461,-0.043543924,0.159730777,-0.046909872
27,540.041,1786880254992.684,15042810.619,0.000000000,0.986342788,-0.050043374,0.151131704,-0.042222667
28,560.030,1786880255012.673,15042830.608,0.000000000,0.986500084,-0.061061565,0.146378964,-0.040770795
29,580.029,1786880255032.672,15042850.607,0.000000000,0.985274494,-0.072143890,0.149347097,-0.041532297
30,600.007,1786880255052.649,15042870.584,0.000000000,0.983673811,-0.077460364,0.156684592,-0.042844340
31,620.159,1786880255072.802,15042890.736,0.000000000,0.981423914,-0.079651132,0.168181896,-0.046665229
32,640.011,1786880255092.654,15042910.589,0.000000000,0.979573607,-0.076216742,0.177922621,-0.054498475
33,660.029,1786880255112.671,15042930.606,0.000000000,0.978400886,-0.068491004,0.183315516,-0.066604383
34,680.028,1786880255132.670,15042950.605,0.000000000,0.978040218,-0.059018448,0.182687208,-0.081114076
35,700.005,1786880255152.647,15042970.582,0.000000000,0.978974521,-0.048964739,0.175545022,-0.091626011
36,720.041,1786880255172.684,15042990.619,0.000000000,0.980829954,-0.041104950,0.166436076,-0.092639208
37,740.009,1786880255192.651,15043010.586,0.000000000,0.982423067,-0.036357295,0.161131755,-0.086946309
38,760.078,1786880255212.721,15043030.656,0.000000000,0.983705819,-0.034839198,0.158436775,-0.077504009
39,780.030,1786880255232.672,15043050.607,0.000000000,0.984755516,-0.037099946,0.156349123,-0.066596970
