index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,encoder_mode_0
0,0.000,1786879507027.471,14294845.406,0.000000000,0.000000000
1,20.004,1786879507047.475,14294865.410,0.000000000,0.000000000
2,39.991,1786879507067.462,14294885.397,0.000000000,0.000000000
3,59.987,1786879507087.458,14294905.393,0.000000000,0.000000000
4,79.987,1786879507107.458,14294925.393,0.000000000,0.000000000
5,99.985,1786879507127.456,14294945.391,0.000000000,0.000000000
6,119.986,1786879507147.457,14294965.392,0.000000000,0.000000000
7,139.985,1786879507167.457,14294985.392,0.000000000,0.000000000
8,159.985,1786879507187.457,14295005.391,0.000000000,0.000000000
9,179.986,1786879507207.457,14295025.392,0.000000000,0.000000000
10,199.986,1786879507227.457,14295045.392,0.000000000,0.000000000
11,219.986,1786879507247.458,14295065.392,0.000000000,0.000000000
12,239.988,1786879507267.459,14295085.394,0.000000000,0.000000000
13,259.989,1786879507287.460,14295105.395,0.000000000,0.000000000
14,279.992,1786879507307.463,14295125.398,0.000000000,0.000000000
15,299.987,1786879507327.458,14295145.393,0.000000000,0.000000000
16,319.990,1786879507347.461,14295165.396,0.000000000,0.000000000
17,339.993,1786879507367.464,14295185.399,0.000000000,0.000000000
18,359.989,1786879507387.460,14295205.395,0.000000000,0.000000000
19,379.991,1786879507407.462,14295225.397,0.000000000,0.000000000
20,399.990,1786879507427.462,14295245.396,0.000000000,0.000000000
21,419.991,1786879507447.462,14295265.397,0.000000000,0.000000000
22,439.991,1786879507467.462,14295285.397,0.000000000,0.000000000
23,459.990,1786879507487.461,14295305.396,0.000000000,0.000000000
24,480.007,1786879507507.479,14295325.414,0.000000000,0.000000000
25,500.000,1786879507527.471,14295345.407,0.000000000,0.000000000
26,519.995,1786879507547.466,14295365.401,0.000000000,0.000000000
27,539.995,1786879507567.466,14295385.401,0.000000000,0.000000000
28,559.982,1786879507587.453,14295405.388,0.000000000,0.000000000
29,579.993,1786879507607.464,14295425.399,0.000000000,0.000000000
30,599.991,1786879507627.462,14295445.397,0.000000000,0.000000000
31,619.990,1786879507647.461,14295465.396,0.000000000,0.000000000
32,639.990,1786879507667.461,14295485.396,0.000000000,0.000000000
