index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,torso_qw,torso_qx,torso_qy,torso_qz
0,0.000,1786880349981.470,15137799.405,0.000000000,0.964845717,-0.106998608,0.238209903,-0.029666109
1,19.991,1786880350001.461,15137819.396,0.000000000,0.968834579,-0.101568356,0.224411309,-0.026133507
2,39.988,1786880350021.458,15137839.393,0.000000000,0.973744035,-0.095705330,0.205826133,-0.017280431
3,59.986,1786880350041.456,15137859.391,0.000000000,0.978701532,-0.092276484,0.183378011,-0.000934955
4,79.989,1786880350061.459,15137879.394,0.000000000,0.983458757,-0.088780627,0.156884015,0.017727286
5,99.986,1786880350081.456,15137899.391,0.000000000,0.987735212,-0.078804769,0.131684527,0.028777417
6,119.987,1786880350101.457,15137919.392,0.000000000,0.991249502,-0.061793167,0.112620421,0.030375857
7,139.986,1786880350121.456,15137939.391,0.000000000,0.993491709,-0.043527577,0.102912448,0.022103872
8,159.989,1786880350141.459,15137959.394,0.000000000,0.994071245,-0.032359775,0.103475146,0.008254278
9,179.988,1786880350161.458,15137979.393,0.000000000,0.992370725,-0.037749831,0.117359020,-0.001465321
10,199.989,1786880350181.460,15137999.395,0.000000000,0.989771605,-0.047916252,0.133155018,-0.018054795
11,219.987,1786880350201.458,15138019.392,0.000000000,0.987324893,-0.054873958,0.145081267,-0.033613596
12,239.987,1786880350221.458,15138039.393,0.000000000,0.986247540,-0.054764114,0.151292175,-0.037780657
13,259.988,1786880350241.458,15138059.393,0.000000000,0.986521482,-0.049064334,0.153418049,-0.028826160
14,279.985,1786880350261.455,15138079.390,0.000000000,0.988132417,-0.036189724,0.148494497,-0.015295819
15,299.988,1786880350281.458,15138099.393,0.000000000,0.989765763,-0.018862991,0.141339689,-0.005564672
16,319.986,1786880350301.457,15138119.392,0.000000000,0.990826249,-0.001188689,0.135006219,-0.005935303
17,339.986,1786880350321.456,15138139.391,0.000000000,0.991392493,0.014512287,0.129426643,-0.013380203
18,359.984,1786880350341.455,15138159.389,0.000000000,0.991428912,0.025327219,0.126215532,-0.022292024
19,379.989,1786880350361.459,15138179.394,0.000000000,0.991402686,0.029540701,0.122927465,-0.033718497
20,399.987,1786880350381.457,15138199.392,0.000000000,0.990893304,0.030605232,0.120983630,-0.050564233
21,419.988,1786880350401.458,15138219.393,0.000000000,0.988764405,0.033573046,0.121013984,-0.081076734
22,439.986,1786880350421.457,15138239.391,0.000000000,0.985651553,0.037975345,0.123554215,-0.108550802
23,459.987,1786880350441.457,15138259.392,0.000000000,0.983162522,0.040629305,0.127622455,-0.124311171
24,479.986,1786880350461.456,15138279.391,0.000000000,0.982875407,0.042550508,0.131053418,-0.122353420
25,499.985,1786880350481.455,15138299.390,0.000000000,0.984533727,0.041751046,0.132257432,-0.107043035
26,519.985,1786880350501.455,15138319.390,0.000000000,0.986692607,0.038439918,0.131541774,-0.087503344
27,539.986,1786880350521.456,15138339.391,0.000000000,0.988498211,0.033355869,0.130184442,-0.069359221
28,559.986,1786880350541.456,15138359.391,0.000000000,0.989953637,0.026582344,0.128510922,-0.052631889
29,579.987,1786880350561.457,15138379.392,0.000000000,0.990828395,0.014728638,0.129063040,-0.037214544
30,599.991,1786880350581.461,15138399.396,0.000000000,0.991118193,0.000788277,0.130443051,-0.025858641
31,619.989,1786880350601.459,15138419.394,0.000000000,0.990925670,-0.009154156,0.132378086,-0.021413548
32,639.991,1786880350621.461,15138439.396,0.000000000,0.990543187,-0.012192106,0.134705454,-0.023022734
33,659.989,1786880350641.460,15138459.395,0.000000000,0.989914238,-0.011054597,0.137978941,-0.030155897
34,679.988,1786880350661.458,15138479.393,0.000000000,0.989506006,-0.006374250,0.138596743,-0.040350705
35,699.987,1786880350681.458,15138499.393,0.000000000,0.989659846,-0.000914877,0.135163456,-0.047993109
36,719.989,1786880350701.459,15138519.394,0.000000000,0.990203738,0.003208358,0.130906567,-0.048474379
37,739.988,1786880350721.458,15138539.393,0.000000000,0.990989685,0.003768383,0.127193868,-0.041797038
38,759.985,1786880350741.455,15138559.390,0.000000000,0.991617203,0.003037653,0.125266507,-0.031534530
39,779.987,1786880350761.458,15138579.393,0.000000000,0.991799355,0.002086622,0.125863597,-0.022091392
40,799.984,1786880350781.455,15138599.389,0.000000000,0.991680384,0.000463379,0.127805129,-0.015352143
41,819.987,1786880350801.457,15138619.392,0.000000000,0.991433203,-0.001841030,0.130216107,-0.010029412
42,839.986,1786880350821.457,15138639.392,0.000000000,0.991173685,-0.005045108,0.132381871,-0.004925792
43,859.986,1786880350841.456,15138659.391,0.000000000,0.990854979,-0.008726670,0.134648457,0.000217226
44,879.987,1786880350861.457,15138679.392,0.000000000,0.990576386,-0.011448042,0.136439279,0.003413002
45,899.990,1786880350881.460,15138699.395,0.000000000,0.990283430,-0.014628504,0.138149664,0.006278502
46,919.987,1786880350901.457,15138719.392,0.000000000,0.990135074,-0.016989922,0.138878122,0.007535103
47,939.988,1786880350921.458,15138739.393,0.000000000,0.990010262,-0.018512134,0.139546543,0.007986398
48,959.988,1786880350941.458,15138759.393,0.000000000,0.989877105,-0.019271299,0.140383720,0.008021948
49,979.989,1786880350961.459,15138779.394,0.000000000,0.989696860,-0.019409448,0.141630709,0.008005703
50,999.989,1786880350981.459,15138799.394,0.000000000,0.989421666,-0.019308625,0.143554300,0.008009384
51,1019.988,1786880351001.458,15138819.393,0.000000000,0.989049554,-0.019148907,0.146109387,0.008145806
52,1039.989,1786880351021.459,15138839.394,0.000000000,0.988617182,-0.019051470,0.148998827,0.008514198
53,1059.984,1786880351041.454,15138859.389,0.000000000,0.988132656,-0.019069832,0.152135253,0.009224257
54,1079.987,1786880351061.457,15138879.392,0.000000000,0.987618685,-0.019192351,0.155360311,0.010207455
55,1099.984,1786880351081.454,15138899.389,0.000000000,0.987105370,-0.019392533,0.158493429,0.011257246
56,1119.985,1786880351101.455,15138919.390,0.000000000,0.986738741,-0.019565282,0.160686597,0.011985119
57,1139.987,1786880351121.457,15138939.392,0.000000000,0.986297786,-0.019770261,0.163283169,0.012821076
58,1159.985,1786880351141.455,15138959.390,0.000000000,0.985926390,-0.019920424,0.165439367,0.013494270
59,1179.986,1786880351161.456,15138979.391,0.000000000,0.985631585,-0.020040045,0.167125568,0.014062980
60,1199.987,1786880351181.457,15138999.392,0.000000000,0.985414386,-0.020128235,0.168352500,0.014519775
61,1219.986,1786880351201.456,15139019.391,0.000000000,0.985248625,-0.020199845,0.169280767,0.014872202
62,1239.989,1786880351221.459,15139039.394,0.000000000,0.985114217,-0.020262074,0.170027241,0.015170382
63,1259.985,1786880351241.456,15139059.390,0.000000000,0.984991193,-0.020314502,0.170702934,0.015497498
64,1279.985,1786880351261.455,15139079.390,0.000000000,0.984862864,-0.020347271,0.171405867,0.015849734
65,1299.994,1786880351281.464,15139099.399,0.000000000,0.984720051,-0.020349873,0.172192335,0.016189195
66,1319.987,1786880351301.457,15139119.392,0.000000000,0.984561086,-0.020320250,0.173075259,0.016479012
67,1339.984,1786880351321.454,15139139.389,0.000000000,0.984390378,-0.020268718,0.174024493,0.016739335
68,1359.986,1786880351341.457,15139159.392,0.000000000,0.984259009,-0.020237399,0.174747854,0.016964883
69,1379.983,1786880351361.453,15139179.388,0.000000000,0.984089851,-0.020198029,0.175680995,0.017185321
70,1399.983,1786880351381.453,15139199.388,0.000000000,0.983930051,-0.020133156,0.176584244,0.017154597
71,1419.983,1786880351401.453,15139219.388,0.000000000,0.983773112,-0.020039503,0.177479506,0.017027300
72,1439.983,1786880351421.453,15139239.388,0.000000000,0.983620107,-0.019911848,0.178357914,0.016836911
73,1459.984,1786880351441.454,15139259.389,0.000000000,0.983471036,-0.019747742,0.179218844,0.016594103
74,1479.984,1786880351461.454,15139279.389,0.000000000,0.983325183,-0.019550810,0.180064350,0.016314799
75,1499.985,1786880351481.455,15139299.390,0.000000000,0.983184099,-0.019327268,0.180883616,0.016017724
76,1519.997,1786880351501.467,15139319.402,0.000000000,0.983046770,-0.019095067,0.181680873,0.015699066
77,1539.990,1786880351521.460,15139339.395,0.000000000,0.982918084,-0.018888339,0.182428151,0.015336273
78,1559.988,1786880351541.458,15139359.393,0.000000000,0.982801020,-0.018735899,0.183111057,0.014881249
79,1579.989,1786880351561.459,15139379.394,0.000000000,0.982682467,-0.018631317,0.183800399,0.014332389
80,1599.985,1786880351581.455,15139399.390,0.000000000,0.982590675,-0.018590190,0.184325755,0.013926881
81,1619.987,1786880351601.457,15139419.392,0.000000000,0.982471287,-0.018599173,0.184999675,0.013392911
82,1639.986,1786880351621.457,15139439.391,0.000000000,0.982362151,-0.018717341,0.185604945,0.012849047
83,1659.984,1786880351641.454,15139459.389,0.000000000,0.982273400,-0.019017661,0.186086088,0.012217833
84,1679.984,1786880351661.455,15139479.389,0.000000000,0.982219398,-0.019574849,0.186361253,0.011461576
85,1699.985,1786880351681.455,15139499.390,0.000000000,0.982218504,-0.020467360,0.186312407,0.010749421
86,1719.984,1786880351701.454,15139519.389,0.000000000,0.982283950,-0.021626253,0.185845494,0.010584358
87,1739.987,1786880351721.457,15139539.392,0.000000000,0.982420027,-0.022876946,0.184866935,0.012318333
88,1759.986,1786880351741.456,15139559.391,0.000000000,0.982343793,-0.024181535,0.184633628,0.018065309
89,1779.984,1786880351761.454,15139579.389,0.000000000,0.981727600,-0.025676630,0.186437443,0.028154351
90,1799.985,1786880351781.455,15139599.390,0.000000000,0.980616689,-0.027373424,0.189656198,0.040891346
91,1819.985,1786880351801.455,15139619.390,0.000000000,0.979615390,-0.028822251,0.192408383,0.050019763
92,1839.991,1786880351821.461,15139639.396,0.000000000,0.978043199,-0.033143457,0.197178259,0.058768839
93,1859.988,1786880351841.458,15139659.393,0.000000000,0.976522088,-0.039655104,0.202629760,0.061426800
94,1879.987,1786880351861.457,15139679.392,0.000000000,0.975714862,-0.043091275,0.206880450,0.057655148
95,1899.987,1786880351881.457,15139699.392,0.000000000,0.975284100,-0.042180520,0.211506367,0.048029222
96,1919.988,1786880351901.458,15139719.393,0.000000000,0.975466192,-0.037046723,0.214189917,0.034869555
97,1939.986,1786880351921.456,15139739.391,0.000000000,0.976342499,-0.029979985,0.212955505,0.022503993
98,1959.989,1786880351941.459,15139759.394,0.000000000,0.977314234,-0.022936812,0.210165814,0.012695352
99,1979.988,1786880351961.458,15139779.393,0.000000000,0.978058875,-0.017378137,0.207503438,0.006415721
100,1999.987,1786880351981.457,15139799.392,0.000000000,0.978754759,-0.014136997,0.204528555,0.002707020
101,2019.988,1786880352001.458,15139819.393,0.000000000,0.979476273,-0.013543215,0.201103896,0.000093060
102,2039.987,1786880352021.458,15139839.393,0.000000000,0.980195582,-0.015754061,0.197390825,-0.002292384
103,2059.986,1786880352041.456,15139859.391,0.000000000,0.980708182,-0.018949190,0.194525689,-0.003489922
104,2079.986,1786880352061.456,15139879.391,0.000000000,0.981195033,-0.024603277,0.191396028,-0.004312794
105,2099.992,1786880352081.462,15139899.397,0.000000000,0.981446803,-0.030786475,0.189198911,-0.004252752
106,2119.989,1786880352101.459,15139919.394,0.000000000,0.981507123,-0.036708973,0.187832743,-0.003888294
107,2139.989,1786880352121.459,15139939.394,0.000000000,0.981383860,-0.041664638,0.187448010,-0.003602620
108,2159.990,1786880352141.460,15139959.395,0.000000000,0.981136203,-0.045181651,0.187924132,-0.003860768
