index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28
0,0.000,1786879788149.489,14575967.424,0.000000000,-0.282441050,0.001757078,-0.001761267,0.656570435,-0.357717842,0.000021751,-0.282739937,0.001609969,-0.000483539,0.656143844,-0.357540399,0.000024521,-0.013402779,-0.224475935,0.468149453,0.021143835,0.220165625,0.034742054,0.638012230,-0.011999224,0.008043038,0.015553990,0.062063199,-0.046876695,0.054563131,0.647947073,0.003732290,0.016394341,0.011869309
1,19.991,1786879788169.480,14575987.415,0.000000000,-0.325762421,-0.001032375,-0.035230014,0.674631178,-0.340045691,-0.004351281,-0.328401864,0.003148527,-0.012857314,0.705332756,-0.348945022,0.002013869,-0.018855859,-0.207799345,0.412686467,0.041056380,0.213423952,0.024067204,0.633465588,0.002357130,0.011637705,0.013962503,0.083590895,-0.055268999,0.056538329,0.642146409,-0.001540376,0.021366591,0.009081049
2,39.991,1786879788189.480,14576007.415,0.000000000,-0.371027917,0.000225567,-0.142990708,0.713492930,-0.321218133,-0.011042749,-0.355071455,0.008295550,-0.045188777,0.807392657,-0.326855153,0.000380932,-0.019885523,-0.172214612,0.356131524,0.071967885,0.205684483,0.000439966,0.609033346,0.041500162,0.019471360,0.016259626,0.106295183,-0.068762243,0.060000889,0.628668308,-0.020718986,0.042350236,0.001232648
3,59.988,1786879788209.477,14576027.412,0.000000000,-0.412866354,0.002645508,-0.248595536,0.752702534,-0.352194220,-0.024901109,-0.340804070,0.003392437,-0.043381490,0.875153482,-0.326271772,-0.017247044,-0.006330345,-0.147228777,0.291935563,0.113835827,0.200142756,-0.028561929,0.562128365,0.069509678,0.025754092,0.022889452,0.133318081,-0.079140887,0.056337565,0.592746437,-0.049537804,0.080990307,-0.001560808
4,79.988,1786879788229.477,14576047.412,0.000000000,-0.463698804,0.033277526,-0.273065805,0.763320029,-0.406077683,-0.031490296,-0.299941182,-0.011945490,-0.022827007,0.907803893,-0.341523230,-0.032575700,0.005668721,-0.124290995,0.206323966,0.179524973,0.191974387,-0.059986774,0.499503970,0.088505022,0.029550908,0.024225030,0.167131469,-0.091209546,0.038435008,0.505582631,-0.089662261,0.135462299,0.007956709
5,99.990,1786879788249.479,14576067.414,0.000000000,-0.493038356,0.101610057,-0.227275252,0.742850244,-0.414682150,-0.017872309,-0.245535210,-0.026157832,-0.039935071,0.933429778,-0.373174310,-0.018854493,0.007112417,-0.070657209,0.127404019,0.262837321,0.169238925,-0.084721796,0.426153004,0.089560166,0.031761140,0.024374787,0.186794430,-0.114158414,0.006971525,0.353737533,-0.140413105,0.196667418,0.026275549
6,119.989,1786879788269.478,14576087.413,0.000000000,-0.465240270,0.152972549,-0.200954959,0.718525290,-0.334543228,-0.008345784,-0.176736876,-0.043254800,-0.068070054,0.934647083,-0.391873568,0.000536083,0.006700764,0.000367487,0.090635888,0.340770453,0.138129383,-0.105155416,0.352807432,0.083816357,0.030873680,0.024428083,0.159880996,-0.152883574,-0.008899827,0.202902377,-0.186199799,0.208679110,0.031118032
7,139.988,1786879788289.478,14576107.412,0.000000000,-0.405643225,0.169077113,-0.201830715,0.706633508,-0.155597731,-0.005133166,-0.102992982,-0.074286833,-0.093483940,0.893289208,-0.390881956,0.019937215,-0.007875005,0.059190597,0.093903273,0.399313360,0.113096222,-0.118872344,0.286112159,0.084255375,0.023625787,0.025181754,0.084470987,-0.199150413,0.010443117,0.105313435,-0.228207722,0.149074063,0.019499544
8,159.988,1786879788309.478,14576127.412,0.000000000,-0.405631363,0.128061056,-0.243092671,0.823125660,-0.096863665,-0.008665262,-0.048480492,-0.128671497,-0.126411483,0.804971337,-0.350527138,0.023307106,-0.046689488,0.081779599,0.106987037,0.426692307,0.106391072,-0.121903703,0.229101747,0.096766256,0.008066271,0.027037777,-0.013851088,-0.232430831,0.048008900,0.060755588,-0.267129153,0.053878635,-0.002805446
9,179.994,1786879788329.483,14576147.418,0.000000000,-0.460959166,0.063879192,-0.276794255,1.005106211,-0.239407659,-0.008629062,-0.026433229,-0.190428615,-0.152793676,0.729047954,-0.286030114,0.012324033,-0.076785028,0.060819447,0.123767368,0.416635782,0.118379138,-0.111450896,0.193177611,0.111774065,-0.011074175,0.030442126,-0.088640362,-0.240564868,0.070419088,0.048599247,-0.289733142,-0.020644063,-0.025575895
