index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20,tau_21,tau_22,tau_23,tau_24,tau_25,tau_26,tau_27,tau_28
0,0.000,1786879788149.489,14575967.424,0.000000000,-3.646919489,-0.126792580,0.065196522,1.458487034,-0.155407518,-0.000540944,-3.613383532,-0.106406786,0.016096093,1.463164687,-0.155708045,-0.000622751,0.489037991,6.197179317,-13.590229988,2.557603836,-0.255541563,-0.466219097,-0.539797544,0.165842518,-0.140917391,-0.246781245,2.014013052,-2.139154434,-0.758507073,-0.675425291,-0.059843156,-0.268751234,-0.202034384
1,19.991,1786879788169.480,14575987.415,0.000000000,-10.756197929,29.818140030,-18.438140869,-6.780901909,1.439461827,0.267636061,42.139396667,-9.136261940,0.917154968,22.695560455,3.295886040,0.224100530,14.399694443,-0.643146515,-12.939828873,4.015934467,-0.202371135,-0.729928672,-1.042143822,1.597794294,-0.082990505,-0.027716191,-7.270792484,0.038087443,0.571015239,-3.400992393,-0.728430390,-0.534151018,-0.357044548
2,39.991,1786879788189.480,14576007.415,0.000000000,-23.626457214,20.928850174,-11.836940765,-3.686597586,-1.442397356,0.171715409,41.675354004,-26.211242676,15.731295586,8.323597908,0.155683383,-0.655435085,18.233215332,-3.164489269,-18.734155655,4.818841934,-0.090419538,-0.866860390,-1.254311681,0.241490424,-0.334691226,0.063481510,-12.194495201,0.244344249,-0.303283453,-7.345193386,-0.473230094,-2.038178921,-0.062445987
3,59.988,1786879788209.477,14576027.412,0.000000000,-27.314088821,4.717121124,-0.056781948,-8.136516571,-1.950260639,-0.369719952,41.404197693,-22.233423233,16.261009216,4.163997173,-0.555956542,-0.698403120,12.635581970,4.101450920,-20.879776001,5.196080208,-1.402520418,-0.923669577,-1.178298831,0.057189934,-0.334140569,-0.157989651,-16.144071579,-1.970996857,-1.907424450,-12.295151711,-0.513390303,-3.780193090,-0.102102257
4,79.988,1786879788229.477,14576047.412,0.000000000,5.456685066,-11.112777710,15.878886223,-4.977156162,-0.189895123,-0.055197198,10.517709732,5.727249146,-8.714072227,5.410406590,-0.448337853,0.726485133,-0.616763413,15.683489799,-18.045660019,2.334746599,-1.924299359,-0.495415330,-1.572775006,-0.300632775,-0.325780123,-0.103052527,-17.238124847,-3.409641504,-3.433357000,-15.334921837,-0.687146068,-5.000000000,-0.580979824
5,99.990,1786879788249.479,14576067.414,0.000000000,35.463615417,-17.572662354,9.228478432,7.550879002,1.179271936,-0.052399047,-28.265913010,14.053918839,-10.837537766,-5.599511147,-0.875624299,0.371146142,-5.274580479,16.037279129,-10.575881004,-2.670703888,-1.488505363,-1.047240853,-2.318124294,-0.419898540,-0.676227391,-0.231015638,-13.948304176,-2.434492826,-2.174212933,-11.302435875,-0.180202588,-5.000000000,-1.003069639
6,119.989,1786879788269.478,14576087.413,0.000000000,29.481857300,-10.047468185,5.129631042,10.570446968,0.921525538,0.062932752,-37.157512665,8.687215805,-6.344881058,-12.357058525,-1.042243123,0.217468828,-10.054780006,4.619763374,2.691137314,-7.041184425,-0.116643801,-0.557724774,-2.252473116,-0.184765592,-0.902471185,-0.206834808,-3.789089918,0.011887068,1.448047161,-3.692427874,0.060904860,-4.188043594,-0.235088810
7,139.988,1786879788289.478,14576107.412,0.000000000,12.940611839,-2.169938087,1.451573968,7.070172310,-0.017207459,0.118715614,-31.046772003,5.858552456,-2.489364147,-12.437007904,-0.674688578,0.105116688,-11.248922348,-9.295217514,12.646535873,-8.996178627,1.555709243,0.569676220,-1.605560184,0.446724772,-0.718125999,0.154833511,7.318498611,1.681111097,3.254643202,3.149072886,-0.014449116,0.220100045,0.716449976
8,159.988,1786879788309.478,14576127.412,0.000000000,-17.524456024,5.663840294,-1.063095093,1.654997110,-0.745749533,-0.154604495,-17.551980972,-6.390909195,6.927179337,-10.467445374,-0.460787922,-0.431804687,-0.780198276,-24.599617004,28.498428345,-9.165015221,3.662380695,3.238266706,0.405332983,0.428035080,-0.032058012,0.867887855,11.737020493,3.087215662,2.932977676,8.236823082,-0.033899553,2.997576952,1.168871999
9,179.994,1786879788329.483,14576147.418,0.000000000,-43.352226257,7.552157879,-7.113914013,-3.506051779,-6.162997246,0.561038673,7.054841995,-12.147308350,7.990456104,-1.611017585,1.367963672,-0.465441078,11.955056190,-29.890609741,39.659103394,-5.740636349,4.270019531,4.862411976,2.933193207,0.399555862,0.612811685,1.271521688,10.053894997,2.046700001,3.314866066,8.799482346,0.021225739,3.365041733,1.299629450
