index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28
0,0.000,1786876906281.490,11694099.424,0.000000000,-0.294009566,0.003151771,-0.002250885,0.657653093,-0.358039737,0.000027439,-0.294139445,0.003001608,-0.001238329,0.656551778,-0.357735664,0.000028386,-0.014436811,-0.215637639,0.448706746,0.028552160,0.216160715,0.031168146,0.638244390,-0.011674342,0.008505010,0.014250959,0.070269585,-0.050681405,0.054167885,0.646518469,0.003785569,0.016333135,0.011948466
1,19.992,1786876906301.481,11694119.416,0.000000000,-0.334055424,-0.000277222,-0.037856262,0.671574712,-0.340259373,-0.004304619,-0.338197321,0.004309138,-0.014726876,0.705720603,-0.347813308,0.002114290,-0.018293513,-0.196008742,0.386868984,0.053439502,0.207648516,0.019149225,0.633096039,0.002487287,0.011536090,0.012047423,0.096752316,-0.061509933,0.055632025,0.639922261,-0.001366293,0.021122100,0.009242456
2,39.991,1786876906321.481,11694139.416,0.000000000,-0.380449623,-0.007223681,-0.159792081,0.712201834,-0.336033344,-0.012053868,-0.364668518,0.008303096,-0.040615767,0.807614207,-0.326927245,-0.002450584,-0.017935734,-0.160905004,0.324359566,0.090830423,0.201089859,-0.008386248,0.602902532,0.043782834,0.020539405,0.012852522,0.122985907,-0.075103581,0.055905763,0.621092200,-0.022800213,0.046382960,0.001493440
3,59.991,1786876906341.480,11694159.415,0.000000000,-0.426763952,-0.001420149,-0.257512063,0.736963153,-0.379838139,-0.031961210,-0.354818851,0.002880311,-0.038683247,0.883625150,-0.327360243,-0.021452298,-0.008583928,-0.135385275,0.253280491,0.143358856,0.197008759,-0.039019547,0.550375819,0.067968652,0.025571100,0.016639557,0.151105136,-0.084967822,0.048144996,0.573360801,-0.053943124,0.091136888,-0.000573537
4,80.002,1786876906361.491,11694179.426,0.000000000,-0.479506850,0.053784579,-0.249791756,0.719520569,-0.423942447,-0.026157606,-0.320255041,-0.002681153,-0.035370700,0.939019740,-0.355993092,-0.023465374,-0.001481512,-0.100196399,0.170680404,0.212782502,0.187187269,-0.068133168,0.486772209,0.075657487,0.026580134,0.017591344,0.180068702,-0.099309064,0.026924413,0.471119463,-0.095579825,0.148412585,0.008430411
5,99.990,1786876906381.479,11694199.414,0.000000000,-0.499173343,0.123799860,-0.200538859,0.682197332,-0.444821507,-0.013792675,-0.265395463,-0.004831953,-0.042994492,0.977621436,-0.385209918,-0.008979898,0.010309370,-0.043960907,0.104825191,0.288376808,0.166774333,-0.096512228,0.420878679,0.065027282,0.026728386,0.017668188,0.187941208,-0.127253711,0.001207793,0.326380610,-0.136562392,0.197899058,0.017058967
6,119.990,1786876906401.480,11694219.415,0.000000000,-0.464554161,0.171560913,-0.169715688,0.643407822,-0.404106498,-0.002577200,-0.191630542,-0.019293929,-0.055478320,0.980672836,-0.392914087,0.008463878,0.021383932,0.016592588,0.078892656,0.358209044,0.141409934,-0.119821489,0.353595823,0.042505886,0.025276821,0.017929008,0.148921758,-0.169339716,-0.003023474,0.196537346,-0.164779633,0.195606440,0.011684448
7,139.991,1786876906421.481,11694239.416,0.000000000,-0.419626743,0.186517984,-0.162190035,0.622694373,-0.333689958,0.004094476,-0.128029197,-0.047590010,-0.076855451,0.955652952,-0.379609704,0.022523530,0.012565373,0.052872542,0.086366236,0.400875956,0.126124933,-0.132843316,0.303384215,0.030212751,0.020860484,0.019233393,0.087499686,-0.204481795,0.019232325,0.129239470,-0.182162702,0.158029094,-0.001058606
8,159.990,1786876906441.480,11694259.415,0.000000000,-0.369705021,0.182614475,-0.169625223,0.619939983,-0.184645623,0.009782629,-0.052310776,-0.099671960,-0.112491064,0.894693553,-0.346641183,0.038905267,-0.018296132,0.075206049,0.112200692,0.437331975,0.120665230,-0.145652682,0.241670236,0.027437331,0.008979429,0.023855943,-0.015981581,-0.241662458,0.075929224,0.083207496,-0.210119188,0.079590872,-0.022679364
9,179.990,1786876906461.480,11694279.415,0.000000000,-0.361151278,0.157226294,-0.187577382,0.690492690,-0.268053979,-0.018893888,-0.005155370,-0.159299895,-0.144615054,0.807218552,-0.322155088,0.047566339,-0.057471782,0.055927798,0.142539829,0.441394001,0.136743248,-0.146748692,0.195611954,0.035760965,-0.011549313,0.033938497,-0.121039838,-0.246473104,0.136118904,0.079686411,-0.244187191,-0.010886099,-0.043856069
