index,time_ms,time_realtime_ms,time_monotonic_ms,ros_timestamp,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28
0,0.000,1786878645527.518,13433345.453,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1,19.991,1786878645547.509,13433365.444,0.000000000,-1.002311707,0.409057647,0.545550883,0.746637225,-0.268091410,-0.434315860,-1.203769803,-0.082850799,-0.627114177,0.116276853,1.511278510,0.464157730,-1.214076161,0.362130642,0.363886982,-0.060553066,0.290501148,-0.051096860,0.051957507,-0.151187167,0.233637929,-0.103349350,-0.499385983,0.405130088,-0.178614154,0.296073020,0.162381083,0.083341911,-0.296553761
2,40.001,1786878645567.519,13433385.454,0.000000000,-1.238791347,0.856639266,0.757863939,0.567354739,-0.694977999,-0.418498337,-1.513674617,0.443331599,-0.990107834,0.404460907,1.428928018,0.699896514,-1.988272190,-0.024260677,0.209381223,-0.044169448,0.280079186,-0.052660804,-0.099342242,-0.322556496,0.093205884,-0.341788620,-1.223276615,0.431373566,-0.276020020,0.381453753,-0.077259675,0.275645256,-0.306570441
3,60.002,1786878645587.519,13433405.454,0.000000000,-1.498435140,1.323090672,0.586585820,0.205698863,-0.596654296,0.190565392,-0.997374475,0.652065098,-1.345379591,0.160564870,1.329587817,0.895238161,-2.493815184,-0.471625686,0.004287541,-0.273711294,-0.059991069,-0.231428877,-0.265842199,-0.379952908,-0.199615911,-0.603591859,-2.226305008,0.345811963,-0.409045368,0.338122010,-0.175777018,0.356831908,-0.155662283
4,79.998,1786878645607.516,13433425.451,0.000000000,-0.724994004,0.610104442,0.092328779,0.224967554,0.095024548,1.175041556,0.283069402,-0.330658138,-1.515354991,0.009002246,1.175585151,0.779559553,-2.547457457,-0.448948503,-0.200098723,-0.411459595,-0.324928433,-0.010805793,-0.025825907,-0.440721214,-0.572784364,-0.891112983,-3.233168602,0.247279212,-0.616444170,0.244723484,-0.237890512,0.224676922,0.116380051
5,99.991,1786878645627.509,13433445.444,0.000000000,0.326876670,-0.178048998,-0.121518061,0.421564221,0.219917759,1.468323827,0.287368953,-0.608726263,-1.047120214,0.126388907,0.872033536,0.294545978,-2.134462118,-0.133880079,-0.320830107,-0.524572730,-0.317705423,0.048510130,0.121775657,-0.591442704,-0.490191817,-1.264339805,-3.372698784,0.104102895,-0.699490488,-0.087062024,-0.442424446,0.102970660,0.228994191
6,119.995,1786878645647.512,13433465.447,0.000000000,0.790695429,-0.112397380,-0.375875235,0.582328498,-0.013596712,0.796078682,0.003476659,-0.585795820,0.262667149,0.089997515,0.455397367,-0.303347766,-0.983825624,0.454608500,-0.197651625,-0.459251046,-0.129253551,0.004888948,0.158950672,-0.560418308,0.177502111,-1.412044883,-2.486204147,0.056605801,-0.683304369,-0.434029460,-0.505273223,0.103579730,0.185992390
7,139.993,1786878645667.510,13433485.445,0.000000000,0.572102427,0.446631610,-0.552432418,0.503924251,-0.376778543,-0.334106058,-0.167715073,-0.457490623,1.461680174,0.093547776,0.023513969,-0.653776944,0.354472250,0.928814054,-0.000430308,-0.225154817,0.017442198,-0.073504433,0.198994741,-0.417457134,0.813495934,-1.454080820,-1.241545200,0.184217110,-0.764237285,-0.730191588,-0.524218202,0.434330225,0.186079115
8,159.991,1786878645687.509,13433505.444,0.000000000,0.311305612,0.559145272,-0.668607175,0.533951104,-0.642737627,-1.050043225,-0.664307058,-0.407073259,1.966600180,0.340871513,-0.387269408,-0.761017144,1.073034883,2.007803202,0.152619869,0.054685406,0.072039016,-0.021393571,0.173569381,-0.224256158,0.979761302,-1.375806451,-0.230058789,0.311564207,-0.925312400,-0.982344568,-0.810787559,0.918712318,0.061470408
9,179.990,1786878645707.508,13433525.443,0.000000000,-1.118512869,0.576986611,-0.374808133,0.121348321,-1.158634424,-1.947218299,-1.021281600,-0.280316949,2.874268293,2.058701515,-0.891558647,-0.613438666,0.870223582,0.542975068,0.286206126,0.386888564,0.260097414,-0.084282219,0.017104257,0.220524162,0.811512351,-1.001554728,0.179503456,0.356356680,-0.930323064,-1.148801565,-1.291659117,1.584376693,-0.445318550
